"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"GSTP1","Gstp2",140.525419,231.674165,248.110036,162,486,553,206.769873333333,274.177562,300.102215,222.057737,1189,1343,948,0.198614,173.34177085645
"GSTT2B","Gstt2",1.882735,3.722769,4.688431,18,67,92,3.43131166666667,0.976506,1.004375,0.172578,12,12,1,6.52624966666667,0.588780848752958
"GSTT4","Gstt4",0,0,0,0,0,0,0,0.083788,0.458515,0,2,3,0,1.92680066666667,0.341670005541887
"GSTZ1","Gstz1",12.458795,17.71699,23.076208,253,638,765,17.7506643333333,6.18353,7.753205,11.785399,81,84,95,0.147971,16.3337439128108
"GSX1","Gsx1",0.095416,0.145898,0.186817,2,6,8,0.142710333333333,0,0,0,0,0,0,5.63946933333333,0.172108684589652
"GSX2","Gsx2",0,0.073927,0,0,2,0,0.0246423333333333,0,0,0,0,0,0,0.177022333333333,0.870537715653654
"GTDC1","Gtdc1",25.175188,28.219716,26.548448,527,862,795,26.647784,10.812073,8.418746,7.339397,394,350,255,0,27.647784
"GTF2A1","Gtf2a1",6.634433,2.78923,4.801628,580,446,426,4.74176366666667,13.957247,14.532309,14.341687,959,1048,837,57.6259393333333,0.0979389623767108
"GTF2A1L","Gtf2a1l",0.090551,0.378441,0.225949,2,7,9,0.231647,0.245238,0.289001,0.346842,1,5,1,0,1.231647
"GTF2A2","Gtf2a2",31.644097,34.226418,37.884968,217,389,437,34.585161,186.658878,226.983157,230.573749,357,449,324,0.413723333333333,25.1712341170007
"GTF2B","Gtf2b",13.216188,17.684425,16.8652,257,606,584,15.9219376666667,20.57095,19.503918,20.108125,274,278,204,0.013652,16.6940307587482
"GTF2E1","Gtf2e1",3.906164,7.812113,4.768664,179,396,380,5.495647,11.734276,8.785966,11.162646,199,225,159,59.4289783333333,0.107492252544288
"GTF2E2","Gtf2e2",21.140153,16.297448,23.177581,161,264,273,20.2050606666667,10.581067,12.582252,9.039262,136,178,104,6.75178333333333,2.73550739937262
"GTF2F1","Gtf2f1",21.859603,22.461951,18.146607,515,969,795,20.8227203333333,50.660895,48.746839,48.575608,951,983,759,1.09307366666667,10.4261597099385
"GTF2F2","Gtf2f2",5.950099,8.460011,8.466517,116,287,291,7.62554233333333,10.248982,12.208242,13.069289,287,326,246,18.326961,0.446295842027794
"GTF2H1","Gtf2h1",18.713738,15.265966,12.768896,462,682,615,15.5828666666667,12.304552,12.604094,15.654682,344,334,250,0.370426333333333,12.100516651874
"GTF2H2C","Gtf2h2",27.049674,24.858034,28.459342,200,317,372,26.7890166666667,16.470534,19.668436,11.536673,304,354,191,3.79083933333333,5.80044846699792
"GTF2H3","Gtf2h3",7.539935,9.370112,8.202057,121,273,229,8.37070133333333,13.667761,17.513452,13.198187,241,280,212,74.5678963333333,0.12400373423125
"GTF2H4","Gtf2h4",21.157607,30.217215,29.501637,112,262,275,26.9588196666667,29.588649,24.564719,37.732468,273,280,233,0.716526666666667,16.2880194112918
"GTF2H5","Gtf2h5",40.631314,44.904877,47.359364,598,1181,1242,44.2985183333333,12.632737,13.404942,13.60813,591,651,530,10.52138,3.93169206582313
"GTF2I","Gtf2i",157.09292,99.98791,90.709073,3160,3733,3527,115.929967666667,366.837821,419.28068,503.957757,3307,3525,2952,4.771792,20.2588672056558
"GTF2IRD1","Gtf2ird1",56.329644,33.710018,43.818669,290,394,382,44.6194436666667,31.748226,35.623839,34.070384,456,492,330,19.3095286666667,2.24620888132871
"GTF2IRD2B","Gtf2ird2",6.126444,6.135321,5.901184,208,346,329,6.05431633333333,9.924539,6.641453,11.499736,244,221,199,4.11157333333333,1.3800675199808
"GTF3A","Gtf3a",10.990969,15.346196,14.247544,166,404,371,13.5282363333333,114.128591,113.471056,122.679674,850,969,637,0.023704,14.1918331210324
"GTF3C1","Gtf3c1",33.368604,11.770681,10.775122,1752,1554,1564,18.6381356666667,48.279829,57.102758,62.016972,1484,1662,1144,0.262789666666667,15.5513908492019
"GTF3C2","Gtf3c2",37.081692,26.401076,29.700391,709,751,673,31.061053,44.271077,34.992001,46.123794,518,481,422,672.728277666667,0.0475875127448079
"GTF3C4","Gtf3c4",8.080882,4.87456,4.733209,805,923,856,5.896217,5.499416,5.423386,5.360018,561,630,433,0.04519,6.59805107205388
"GTF3C5","Gtf3c5",5.581161,5.501817,5.850767,207,379,394,5.64458166666667,34.773357,34.070653,35.821476,440,479,306,2.543546,1.87512217046616
"GTF3C6","Gtf3c6",28.522808,22.979193,28.791616,209,407,447,26.764539,31.834651,35.504474,38.368891,247,298,212,55.9509553333333,0.487516650730343
"GTPBP1","Gtpbp1",31.111717,14.151188,22.67161,581,743,775,22.6448383333333,27.734892,24.724861,30.742275,542,646,513,8.635773,2.45386004146562
"GTPBP10","Gtpbp10",5.305599,3.730747,2.715735,121,174,161,3.91736033333333,6.498024,9.049811,7.543137,174,218,148,4.88013066666667,0.836267187259784
"GTPBP2","Gtpbp2",40.581116,23.165668,26.760122,546,698,609,30.1689686666667,27.093555,28.39145,34.290289,515,645,494,1.78638366666667,11.1861726148983
"GTPBP3","Gtpbp3",6.457174,7.672683,7.960035,160,321,332,7.36329733333333,17.018651,27.77053,23.230163,295,413,265,1.136131,3.91516125805643
"GTPBP4","Gtpbp4",22.566158,27.466182,28.126106,544,916,820,26.0528153333333,36.285369,40.128439,35.221844,668,733,471,3.91275366666667,5.5066500722168
"GTPBP6","Gtpbp6",15.32348,27.687475,23.707007,171,458,456,22.2393206666667,13.556019,14.664923,14.670197,305,373,231,17.0415533333333,1.28809976820178
"GTPBP8","Gtpbp8",9.234097,8.284614,7.790913,303,512,522,8.43654133333333,9.859154,9.2337,14.016088,170,164,134,128.926054,0.0726300926012371
"GTSE1","Gtse1",0.182566,0.042791,0.126522,7,3,9,0.117293,0.340318,0.364856,1.27981,4,11,20,183.801764,0.00604590008134338
"GTSF1","Gtsf1",0.170462,0.071828,0.078269,1,1,1,0.106853,0.154863,0.095218,0.072737,3,2,1,2.973717,0.278543489634516
"GTSF1L","Gtsf1l",0.107931,0.060766,0.119635,1,1,2,0.0961106666666667,0,0,0,0,0,0,20.9509233333333,0.04993460411764
"GUCA1A","Guca1a",0.099518,0.05452,0.161075,1,1,3,0.105037666666667,0.420982,0.363585,0.887957,8,8,12,27.7071783333333,0.0384934267602174
"GUCA1B","Guca1b",0.087966,0.203552,0.104981,2,8,4,0.132166333333333,1.194296,1.96326,1.26423,35,62,26,7.60109866666667,0.131630432019227
"GUCA2A","Guca2a",0,0.099318,0,0,1,0,0.033106,0,0,0,0,0,0,166.774760666667,0.00615769616296795
"GUCA2B","Guca2b",0,0.096485,0,0,1,0,0.0321616666666667,0,0,0,0,0,0,13.945084,0.0690636243106206
"GUCD1","Gucd1",6.312624,3.922191,4.751419,174,264,298,4.99541133333333,16.563102,16.019218,11.369036,230,289,168,46.773829,0.125495725564165
"GUCY1A1","Gucy1a1",29.458165,15.15939,17.876758,1185,1432,1281,20.8314376666667,3.036501,4.340796,3.205087,182,201,156,0.103523,19.783400678252
"GUCY1B1","Gucy1b1",46.322237,38.110243,33.05731,2196,3121,2684,39.1632633333333,15.087549,14.294082,11.582039,519,540,305,75.4148643333333,0.525594904652778
"GUCY2C","Gucy2c",0.384093,0.125875,0.213639,23,13,23,0.241202333333333,0.019699,0.018159,0.076458,1,1,2,4.86480533333333,0.211635725789364
"GUCY2D","Gucy2e",0.467756,0.278847,0.370138,53,65,82,0.372247,1.542011,1.112112,1.480218,8,9,9,3.98158966666667,0.27546367561787
"GUCY2F","Gucy2f",0.155994,0.050035,0.055158,20,11,12,0.0870623333333333,0.0204,0,0.057539,1,0,2,57.8156696666667,0.0184825292221304
"GUCY2GP","Gucy2g",1.208158,1.460712,1.046744,71,154,112,1.238538,0,0,0,0,0,0,5.15089,0.363937251357121
"GUF1","Guf1",5.551183,4.722169,3.742638,295,371,331,4.67199666666667,10.51671,11.801457,13.403545,480,528,376,13.9292546666667,0.37992497236522
"GUK1","Guk1",62.345087,142.980528,146.40786,563,1480,1761,117.244491666667,384.705599,467.177889,448.176972,856,1202,784,0,118.244491666667
"GULP1","Gulp1",2.425328,3.128299,3.511644,57,108,92,3.021757,1.571379,3.73433,2.152057,34,71,34,0,4.021757
"GUSB","Gusb",6.799383,7.085356,6.394154,170,315,311,6.759631,14.605727,15.30889,16.315224,165,190,147,49.2366316666667,0.154461609836567
"GXYLT1","Gxylt1",2.665776,0.641675,0.502621,224,99,79,1.270024,0.953094,0.949169,1.428756,95,101,102,10.895059,0.190837557005812
"GXYLT2","Gxylt2",0.383994,0.129204,0.209727,44,26,28,0.240975,0.578686,1.326515,0.941575,20,24,26,0.225201333333333,1.01287434663799
"GYPA","Gypa",0,0.02234,0,0,1,0,0.00744666666666667,0.348867,0.166205,0.486212,2,2,2,13.230538,0.0707946998677539
"GYPC","Gypc",0.615116,0.813171,1.036696,18,35,58,0.821661,3.007864,3.64813,4.17214,33,45,31,3.64200266666667,0.392429977061625
"GYS1","Gys1",4.46101,3.156569,3.940076,222,312,305,3.85255166666667,29.142323,34.244222,36.187354,494,689,439,14.2551986666667,0.318091673055017
"GYS2","Gys2",0.025757,0,0.014402,1,0,1,0.0133863333333333,0,0,0,0,0,0,1.98351833333333,0.339661507023866
"GZF1","Gzf1",8.857607,9.143858,9.089335,550,975,866,9.03026666666667,12.517687,12.012158,12.693475,288,321,216,0.23666,8.11077148663874
"GZMA","Gzma",0,0.115244,0.056888,0,2,1,0.0573773333333333,0,0,0,0,0,0,10.055723,0.0956407223058441
"GZMH","Gzmf",0,0,0,0,0,0,0,0,0,0,0,0,0,1.40459333333333,0.415870736285276
"GZMK","Gzmk",0.11778,0.101156,0.099521,2,3,3,0.106152333333333,0.056002,0,0,1,0,0,34.201789,0.0314231851492927
"H2AC1","H2ac15",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933203333333333,0.914645021693856
"H2AC11","Hist1h2an",0,0,0,0,0,0,0,0.107083,0.131313,0.200739,3,4,4,13.7410596666667,0.0678377282646279
"H2AC12","H2ac12",0,0,0,0,0,0,0,0,0,0,0,0,0,1.767206,0.36137533671147
"H2AC15","H2ac6",0.291833,0.339689,0.349413,10,21,22,0.326978333333333,0.286991,2.336959,4.446156,1,9,11,22.8726783333333,0.0555856496202388
"H2AC16","H2ac8",0,0.099389,0,0,1,0,0.0331296666666667,0,0,0,0,0,0,0,1.03312966666667
"H2AC17","H2ac7",0.274575,0,0,1,0,0,0.091525,0.297889,0,0,1,0,0,4.315307,0.205355024648623
"H2AC20","H2ac20",0.527922,0,0.29587,2,0,2,0.274597333333333,0.34696,0.702162,0,1,3,0,1.93225233333333,0.434682008381043
"H2AC21","H2ac21",0,0.19713,0,0,1,0,0.06571,0,0,0,0,0,0,169.771341666667,0.00624056700380201
"H2AC4","H2ac11",0,0,0,0,0,0,0,0,0,0,0,0,0,21.2917683333333,0.0448596084907575
"H2AC6","Hist1h2ao",0,0,0,0,0,0,0,4.308918,5.309342,4.517628,85,110,63,2.20129466666667,0.312373618840044
"H2AC7","H2ac4",0,0.264371,0,0,2,0,0.0881236666666667,0,0,0,0,0,0,18.2314343333333,0.0565804738121197
"H2AC8","H2ac13",0,0,0,0,0,0,0,0.537581,1.469635,0.378017,2,6,1,9.36321133333333,0.0964951855013796
"H2AP","H2ap",0,0,0,0,0,0,0,0,0,0,0,0,0,14.2177996666667,0.0657125223031039
"H2AW","H2aw",9.918325,7.656603,8.158375,304,416,445,8.57776766666667,8.2138,7.39272,9.563636,73,74,60,5.53431333333333,1.46576498219145
"H2BC1","H2bc1",0,0,0,0,0,0,0,0,0,0,0,0,0,9.93267533333333,0.0914689195014359
"H2BC10","H2bc4",13.881465,23.41543,25.047197,192,570,570,20.781364,0,0,0,0,0,0,0.165290333333333,18.6917915449397
"H2BC11","H2bc21",2.672295,2.023779,2.567029,102,135,173,2.42103433333333,0.603635,0.183691,1.983816,2,2,5,27.2794716666667,0.120972356685353
"H2BC12","H2bc12",0,0.268541,0.281406,0,2,2,0.183315666666667,2.842467,4.831844,4.797294,10,19,12,1.73294866666667,0.432981300051251
"H2BC13","H2bc7",0,0,0,0,0,0,0,0,0,0.411584,0,0,1,0.979085666666667,0.505283837300626
"H2BC15","H2bc14",0,0.141811,0,0,1,0,0.0472703333333333,0.738137,2.595573,1.1108,25,49,21,184.338662,0.00565057674438878
"H2BC17","Hist1h2bp",0,0.302564,0.379965,0,2,3,0.227509666666667,0,0,0,0,0,0,32.6966903333333,0.0364281967909588
"H2BC3","H2bc3",0,0,0.333784,0,0,3,0.111261333333333,0,0,0,0,0,0,8.42411033333333,0.117916842442174
"H3C2","H3c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.184481666666667,0.844251142201441
"H3C4","H3c1",0,0,0,0,0,0,0,0,0,0,0,0,0,32.5823053333333,0.0297775864424475
"H4C15","H4c1",0,0,0,0,0,0,0,0.841495,1.912563,2.000498,10,37,29,0,1
"H6PD","H6pd",2.648761,0.890917,1.17941,129,113,113,1.57302933333333,2.815254,2.444007,3.41099,296,311,270,0.668382666666667,1.54222972028
"HAAO","Haao",0,0.064613,0.258241,0,1,3,0.107618,0.478888,0,0.780368,4,0,6,27.821226,0.0384306344220055
"HABP2","Habp2",0.048343,0,0,2,0,0,0.0161143333333333,0.051681,0,0.036421,2,0,1,3.58014266666667,0.221852114068062
"HABP4","Habp4",86.845886,91.468049,93.169478,2260,4314,4309,90.494471,21.234375,23.614955,14.421624,683,839,327,0,91.494471
"HACD1","Hacd1",5.942501,6.994939,6.213881,65,135,121,6.38377366666667,18.876706,20.174807,16.976025,112,126,80,93.6552996666667,0.0780069757601422
"HACD2","Hacd2",27.145924,29.191829,31.334003,466,743,700,29.2239186666667,9.095242,10.420914,8.99078,470,557,328,0.401947666666667,21.5585213237869
"HACD3","Hacd3",55.611429,55.899392,53.234136,2202,3870,3716,54.9149856666667,94.882581,96.248601,98.525465,3653,4029,2803,47.6190673333333,1.15006290193336
"HACD4","Hacd4",0.856846,0.736259,0.674543,61,91,77,0.755882666666667,0.135894,0.246624,0.424431,15,18,26,131.821821666667,0.0132198357516379
"HACE1","Hace1",14.671518,16.818219,11.48706,557,753,644,14.325599,5.175756,5.906439,8.068268,203,228,196,85.3265096666667,0.177530622507233
"HACL1","Hacl1",11.548375,12.272643,16.871931,68,136,165,13.5643163333333,3.347191,4.584483,5.256261,74,93,69,0.234397666666667,11.798723155936
"HADH","Hadh",10.9782,18.832772,14.973018,274,612,673,14.9279966666667,12.054457,13.719974,11.358756,243,302,184,0.416886666666667,11.2415460187359
"HADHA","Hadha",71.190737,76.856297,75.637861,766,1454,1486,74.5616316666667,44.02952,44.195088,51.261916,1416,1581,1122,14.0401786666667,5.02398497659691
"HADHB","Hadhb",101.993845,131.672411,127.350124,1050,2433,2401,120.338793333333,17.909685,18.850508,23.13431,363,408,278,130.196994666667,0.92485954912016
"HAGH","Hagh",92.067417,129.080308,143.42839,607,1449,1622,121.525371666667,60.281489,73.364151,65.976194,545,678,483,60.086256,2.00577641665691
"HAGHL","Haghl",43.202594,55.866284,59.663973,580,1489,1642,52.9109503333333,22.032221,26.541459,22.446917,137,205,120,78.1947676666667,0.680738790222181
"HAL","Hal",0.355756,0.139733,0.006869,1,1,1,0.167452666666667,0,0.083751,0.049242,0,1,1,34.392485,0.0329858914022756
"HAMP","Hamp",0,0,0,0,0,0,0,0.063175,0.138051,0.213208,2,5,5,0,1
"HAND1","Hand1",0,0,0,0,0,0,0,0,0,0,0,0,0,19.1563716666667,0.0496121036334003
"HAND2","Hand2",0,0,0,0,0,0,0,0,0.029239,0,0,1,0,0.022204,0.978278308439411
"HAO1","Hao1",0.034485,0,0,1,0,0,0.011495,0,0.04299,0,0,1,0,12.340441,0.0758217063438907
"HAO2","Hao2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.442732,0.693129423898548
"HAP1","Hap1",84.355438,68.502348,65.643753,2363,3956,3734,72.8338463333333,26.30149,24.243421,13.258263,884,866,323,17.803248,3.92665385965942
"HAPLN1","Hapln1",6.970959,7.159501,7.158415,294,448,332,7.09629166666667,0.230338,1.295356,0.324388,8,30,5,6.06510733333333,1.14595451769971
"HAPLN2","Hapln2",11.545143,16.39747,23.828632,235,449,619,17.2570816666667,1.486479,2.257292,2.320287,13,19,15,0.608652,11.3493046766278
"HAPLN3","Hapln3",0.267564,0.467932,0.390851,9,24,20,0.375449,0.219346,0.224338,0.543455,6,7,5,4.76715533333333,0.238496957425458
"HAPLN4","Hapln4",28.825556,18.460092,48.63946,1443,1765,2024,31.975036,1.94527,1.387812,1.120865,83,86,43,33.0464476666667,0.96853088236528
"HARBI1","Harbi1",2.36907,3.402488,3.937048,65,106,119,3.236202,2.235087,2.540632,3.496364,52,67,60,5.945922,0.609883324344846
"HARS2","Hars2",18.087157,10.83847,13.66783,237,385,397,14.197819,16.677059,20.033104,22.568883,387,460,350,0.394332333333333,10.8997106619967
"HAS1","Has1",0.359394,0.344016,0.442945,11,19,25,0.382118333333333,0.267551,0.942134,2.181094,6,17,13,16.119033,0.0807357713098242
"HAS2","Has2",0.128173,0.01871,0.047808,8,2,5,0.064897,0,0.094568,0.306313,0,6,12,14.627927,0.0681406433495626
"HAS3","Has3",0.446483,0.279092,0.159619,31,42,22,0.295064666666667,7.186879,9.293857,8.807179,400,535,300,23.644634,0.0525495597405369
"HASPIN","Haspin",0,0.027826,0.027204,0,2,2,0.0183433333333333,0,0.132107,0.084406,0,5,2,0.0681023333333333,0.953413639829143
"HAT1","Hat1",25.577472,33.981259,31.042108,202,355,375,30.2002796666667,7.519613,6.445313,7.677336,141,144,112,14.6711083333333,1.99094275931345
"HAUS1","Haus1",4.839812,5.969566,5.397641,87,155,133,5.40233966666667,17.799715,17.005561,22.232591,96,85,69,0,6.40233966666667
"HAUS2","Haus2",7.588969,7.17948,6.454877,347,563,493,7.074442,17.604611,16.785001,13.980175,493,549,352,0.113351666666667,7.25237338906096
"HAUS3","Haus3",13.600556,9.985758,10.401994,71,90,98,11.329436,5.334573,4.562715,4.011524,249,246,152,3.204653,2.93233139571803
"HAUS4","Haus4",7.938536,6.054142,6.61796,26,51,50,6.87021266666667,1.948723,2.930648,2.797459,8,15,13,0.439498333333333,5.46733016942245
"HAUS5","Haus5",3.274803,4.077088,2.570011,46,106,99,3.30730066666667,3.741933,5.285482,6.189066,71,110,88,0.642832333333333,2.62187478251483
"HAUS7","Haus7",5.410307,6.417093,9.071925,60,126,168,6.96644166666667,11.970182,8.78267,12.126177,73,77,61,0.967895666666667,4.04820326687373
"HAUS8","Haus8",19.57102,12.008469,15.215184,105,149,187,15.5982243333333,1.131717,1.112232,1.863467,20,16,15,1.532188,6.55489416004394
"HAVCR1","Havcr1",0.037622,0,0.112228,1,0,1,0.04995,0.359443,0.597996,0.072812,7,4,1,6.833661,0.134030563742802
"HAVCR2","Havcr2",0.983246,0.289974,0.600927,37,20,41,0.624715666666667,0.733953,0.981475,0.945865,15,25,10,1.22037333333333,0.731730850067256
"HAX1","Hax1",106.792986,132.855125,125.760304,387,955,899,121.802805,27.641621,39.650533,31.278952,291,458,249,7.47294333333333,14.4935236987698
"HBEGF","Hbegf",4.762225,6.245448,4.845115,137,263,265,5.28426266666667,13.444916,11.873781,12.104284,387,385,246,11.9511193333333,0.485229307592924
"HBP1","Hbp1",10.126836,9.819928,10.553761,255,496,525,10.1668416666667,12.15707,18.650959,16.643024,161,222,166,11.7157443333333,0.878190169127077
"HBS1L","Hbs1l",21.510586,14.40754,14.479263,565,856,676,16.7991296666667,47.701525,46.231335,45.278589,655,710,465,0.237855666666667,14.3790024523591
"HCAR1","Hcar1",0.572956,0.493402,0.531291,28,43,47,0.532549666666667,0.211878,0.0493,0.132562,14,3,6,21.7335976666667,0.0674134243571039
"HCAR3","Hcar2",0.073555,0.041425,0.04078,2,2,2,0.05192,0,0,0,0,0,0,4.30177566666667,0.198408998444358
"HCCS","Hccs",8.409603,8.679983,7.071953,269,489,375,8.05384633333333,8.131569,10.159214,9.730423,192,214,163,1.00272966666667,4.52075309215472
"HCFC1","Hcfc1",24.801727,4.652316,7.029487,1700,642,921,12.1611766666667,10.293901,16.373635,17.993364,896,1267,901,3.69164133333333,2.80523930360121
"HCFC1R1","Hcfc1r1",72.613268,103.08159,100.945532,514,1387,1365,92.2134633333333,56.831811,71.250273,67.688176,311,450,268,4.17199833333333,18.022717202474
"HCFC2","Hcfc2",15.503419,12.454492,7.368065,470,499,437,11.7753253333333,3.982889,4.745204,5.125209,239,238,164,0.0208253333333333,12.5147024825664
"HCK","Hck",0.841755,0.830422,0.843915,22,39,45,0.838697333333333,0.140135,0.116868,0.116276,3,3,2,16.4099523333333,0.105611853388762
"HCLS1","Hcls1",1.780829,1.722804,2.135011,43,75,91,1.879548,0.071856,0.146303,0,1,5,0,28.2558843333333,0.0984262846814418
"HCN1","Hcn1",7.123092,1.875049,1.714925,1528,691,588,3.571022,11.952468,23.122746,68.737333,912,1121,886,11.061814,0.378966381010352
"HCN2","Hcn2",50.396977,40.453646,42.685291,1720,2764,3076,44.5119713333333,18.554137,24.124217,22.03641,561,858,449,0.250678666666667,36.3898198204921
"HCN3","Hcn3",4.513662,2.634114,4.1618,136,184,207,3.76985866666667,30.637635,29.406624,30.738499,730,770,484,16.5262936666667,0.272154441628379
"HCN4","Hcn4",1.933303,0.902957,0.917782,166,147,154,1.25134733333333,5.576298,5.664721,7.409671,449,523,412,46.0185043333333,0.0478821554461328
"HCRT","Hcrt",10.394989,18.715363,16.552574,53,193,177,15.2209753333333,1.129596,1.294679,0.397729,4,5,1,12.170797,1.23158646612907
"HCRTR1","Hcrtr1",1.171883,1.826912,1.734806,36,98,89,1.577867,4.975367,4.927381,6.501571,112,115,99,0,2.577867
"HCRTR2","Hcrtr2",0.929997,0.688605,0.803735,49,63,68,0.807445666666667,5.838102,3.801598,6.339539,132,93,101,0.040764,1.73665275381034
"HCST","Hcst",0,0.5875,0.699816,0,3,4,0.429105333333333,0.720406,0.20234,0.506537,2,1,1,13.3099016666667,0.0998682846760768
"HDAC1","Hdac1",13.534995,11.462006,12.540798,267,512,553,12.5125996666667,12.336297,12.936883,16.940207,160,210,171,1.92591233333333,4.61825172023268
"HDAC10","Hdac10",2.453115,3.82849,3.061606,87,182,169,3.11440366666667,45.020526,46.222488,57.678927,435,602,430,2.939593,1.04437277319425
"HDAC11","Hdac11",364.651996,626.615719,604.701775,2273,5815,5510,531.98983,45.092797,72.146725,36.911115,272,362,202,0,532.98983
"HDAC2","Hdac2",37.027339,33.816547,37.277224,836,1291,1187,36.04037,140.095792,147.458753,152.49271,1946,2069,1552,12.029444,2.84282046110333
"HDAC3","Hdac3",32.051883,42.338222,40.141035,707,1605,1630,38.1770466666667,79.985189,74.320154,68.899187,440,543,359,239.809354,0.162689056782515
"HDAC4","Hdac4",12.38007,3.668277,3.160884,838,571,556,6.403077,4.888522,5.740771,8.70904,510,624,524,8.679855,0.76479213789876
"HDAC5","Hdac5",72.286942,70.473574,60.709334,1701,3193,3078,67.8232833333333,35.07853,66.479868,49.224736,872,1681,763,5.258325,10.9970772264677
"HDAC6","Hdac6",11.394284,6.298516,6.562434,552,590,599,8.085078,165.112493,144.932504,200.893507,1291,1243,1081,27.1632213333333,0.322586606570006
"HDAC7","Hdac7",6.327405,2.820921,2.834028,247,195,220,3.994118,36.775534,22.97297,43.270159,569,580,520,76.2897233333333,0.0646155502260175
