"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"BNIP1","Bnip1",16.480503,14.797635,17.712152,167,316,342,16.3300966666667,4.291328,4.099873,5.599061,66,50,66,4.75095866666667,3.01342744247394
"BNIP2","Bnip2",12.872229,10.171328,10.716751,244,368,399,11.253436,24.388915,36.432708,19.413334,582,539,521,5.09635666666667,2.00996048459544
"BNIP3","Bnip3",61.414666,69.992107,73.97218,1216,2461,2607,68.459651,9.489853,9.897868,8.772711,311,259,270,9.546683,6.58592383975132
"BNIP3L","Bnip3l",135.988085,164.947359,174.194417,2016,3755,3814,158.376620333333,34.161115,46.64523,31.356396,1090,1088,995,76.2926263333333,2.06198997102263
"BNIPL","Bnipl",0.160671,0.02945,0,3,1,0,0.0633736666666667,0.882543,0.548187,1.179409,13,15,12,3.20371133333333,0.252960677445819
"BOC","Boc",3.102059,2.232512,2.123855,206,275,266,2.486142,2.667898,8.748484,1.717807,50,89,28,166.897918,0.0207634617601393
"BOD1","Bod1",39.429739,43.966963,47.055103,631,1302,1430,43.483935,56.974444,60.764809,62.242729,458,378,478,5.55412566666667,6.78716540731571
"BOD1L1","Bod1l",7.878393,1.653463,1.767125,1264,464,498,3.766327,65.116163,88.107573,29.403755,805,817,656,4.922278,0.804813114142902
"BOK","Bok",24.362125,32.150555,33.379649,385,945,1007,29.9641096666667,27.55139,37.617038,25.73151,409,354,349,20.293503,1.45415762106717
"BOLA1","Bola1",4.709792,7.217196,10.512451,35,103,154,7.479813,2.699275,4.230461,4.674298,24,30,37,1.50335233333333,3.38738294529589
"BOLA2","Bola2",58.035251,78.790215,83.805647,164,342,385,73.5437043333333,0,0,0,0,0,0,3.33449766666667,17.1977723985394
"BOLA3","Bola3",27.238925,48.424941,43.098304,122,329,324,39.58739,11.661198,14.719504,18.049159,55,53,77,0,40.58739
"BOLL","Boll",0,0,0.070414,0,0,1,0.0234713333333333,0,0.076151,0,0,1,0,16.1015206666667,0.0598468027073304
"BOP1","Bop1",17.631765,17.923004,17.304646,488,994,995,17.619805,25.300184,25.676009,26.331289,613,479,514,173.332741,0.106806127714128
"BORA","Bora",0.958148,0.551211,0.396842,50,45,34,0.635400333333333,1.659134,4.157619,2.404,44,62,36,0.026372,1.59337972327122
"BORCS5","Borcs5",15.947138,17.548932,17.124691,277,676,627,16.873587,3.234533,2.956032,2.590347,86,74,75,175.486164666667,0.101274720507175
"BORCS6","Borcs6",8.404332,9.097281,10.42381,178,392,472,9.30847433333333,2.105102,2.393994,2.482529,53,46,52,28.6168533333333,0.348061092693169
"BORCS7","Borcs7",8.047238,6.893225,6.790936,251,375,371,7.24379966666667,15.815433,17.167457,15.420444,287,225,218,1.45750566666667,3.35453943341195
"BORCS8","Borcs8",22.544927,30.024422,26.788629,185,448,405,26.4526593333333,13.533419,16.388773,14.537814,155,136,152,10.7020513333333,2.34596982625895
"BPGM","Bpgm",45.050257,40.442976,49.168016,730,1312,1542,44.887083,6.337042,9.803481,8.721412,151,187,184,33.9631363333333,1.31244184052939
"BPHL","Bphl",74.564057,95.909847,92.527324,227,591,589,87.667076,15.890922,13.263604,16.481113,316,175,283,7.59768933333333,10.312896007563
"BPI","Bpi",0,0,0,0,0,0,0,0.265126,0.093793,0.092604,7,2,2,7.89576933333333,0.112412986727623
"BPIFA1","Bpifa1",0,0.066746,0,0,1,0,0.0222486666666667,0,0,0,0,0,0,0,1.02224866666667
"BPIFA2","Bpifa2",0,0,0,0,0,0,0,0,0,0,0,0,0,24.760474,0.038819161479715
"BPIFA3","Bpifa3",0,0,0,0,0,0,0,0,0,0,0,0,0,50.5180256666667,0.019410681738276
"BPIFB1","Bpifb1",0.085634,0.023697,0.073231,2,1,3,0.060854,0,0.044263,0.040767,0,1,1,1.205622,0.480977248141341
"BPIFB2","Bpifb2",0.041829,0,0,1,0,0,0.013943,0,0,0.08795,0,0,2,42.6716706666667,0.0232174080936618
"BPIFB3","Bpifb3",0,0,0.022468,0,0,1,0.00748933333333333,0,0,0,0,0,0,1484.85000033333,0.000678055882563728
"BPIFB4","Bpifb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BPIFB6","Bpifb6",0,0,0,0,0,0,0,0,0,0.060629,0,0,1,16.8882473333333,0.0559026259736793
"BPIFC","Bpifc",0.307389,0.014458,0.014353,4,1,1,0.112066666666667,0,0,0,0,0,0,7.023728,0.13859725387833
"BPNT1","Bpnt1",35.953507,32.014454,31.906514,706,1192,986,33.2914916666667,16.747815,20.116188,14.655918,283,249,258,5.227051,5.50685897171336
"BRAF","Braf",25.066918,6.095602,4.515864,2385,911,760,11.8927946666667,3.351463,4.544808,3.123378,427,405,356,16.0771353333333,0.754974087574329
"BRAP","Brap",21.472447,19.429066,18.39388,813,1163,991,19.765131,6.279291,6.61404,6.39182,297,246,271,2.328522,6.23854401443043
"BRAT1","Brat1",3.85299,3.007032,3.274979,190,276,304,3.37833366666667,10.119503,8.576185,9.924101,465,293,334,113.134252,0.0383612595688336
"BRCA1","Brca1",0.588162,0.245001,0.240974,34,35,30,0.358045666666667,3.97538,8.157745,2.987105,88,133,70,2.62191433333333,0.374952453780657
"BRCA2","Brca2",5.318581,2.836827,3.004107,114,91,105,3.71983833333333,2.102706,4.308388,1.618717,35,86,35,10.79438,0.400176892158243
"BRCC3","Brcc3",16.335732,23.757985,20.501069,417,713,598,20.198262,8.76273,8.717895,7.687486,284,263,239,0.572277333333333,13.4825208953806
"BRD1","Brd1",11.035409,4.527433,4.772051,682,600,579,6.77829766666667,15.252214,18.396499,11.61713,638,515,479,0,7.77829766666667
"BRD2","Brd2",108.167126,87.165922,82.567142,2006,2778,2839,92.6333966666667,114.723094,109.942631,100.584957,2294,1889,1753,2.44561066666667,27.1746885312637
"BRD3","Brd3",12.06266,3.825553,3.652256,695,553,525,6.51348966666667,13.571834,22.645701,16.181877,879,783,806,2.02972933333333,2.47992108866051
"BRD4","Brd4",36.399141,8.757935,8.684001,1103,469,587,17.9470256666667,28.789639,16.946833,15.797725,1071,820,828,1192.08322866667,0.0158807241703003
"BRD7","Brd7",34.606957,30.086147,25.07717,542,775,662,29.9234246666667,34.42552,46.584486,35.326405,663,656,598,80.763179,0.378207220473493
"BRD8","Brd8",12.478523,11.221629,9.3167,649,883,830,11.0056173333333,114.957915,102.905359,101.650607,1170,850,940,1.92182066666667,4.10895078890308
"BRD9","Brd9",28.522763,21.528476,18.783129,693,1041,951,22.9447893333333,17.275758,29.377466,17.211593,534,457,405,0.418944,16.8750770526063
"BRDT","Brdt",5.121376,4.804841,4.598487,130,249,229,4.841568,0.244256,0,0,1,0,0,6.051631,0.828399557492444
"BRF1","Brf1",13.563211,8.19412,8.024935,376,467,489,9.927422,15.626926,16.655929,12.417641,438,295,314,26.292508,0.400381745788991
"BRF2","Brf2",12.072774,15.264756,15.641705,138,278,282,14.3264116666667,7.326425,8.283455,6.725291,169,98,147,204.251288333333,0.0746714517171565
"BRI3","Bri3",33.047492,36.872899,43.876384,226,463,570,37.9322583333333,43.809506,40.64448,57.571151,322,246,366,0,38.9322583333333
"BRI3BP","Bri3bp",21.516403,11.929647,11.134879,2124,2032,1956,14.8603096666667,2.513683,2.54033,2.543902,262,213,235,6.42838366666667,2.13509565180869
"BRINP1","Brinp1",58.540565,37.135547,32.679829,2804,3177,2834,42.7853136666667,9.292803,6.444828,10.147483,453,254,424,0.0413913333333333,42.0450144582216
"BRINP2","Brinp2",18.088147,16.690951,13.466147,1138,1913,1568,16.0817483333333,1.599435,0.690395,1.224944,62,31,65,257.672605333333,0.066036170746884
"BRINP3","Brinp3",11.36629,10.434026,8.357299,458,641,570,10.0525383333333,0.883233,0.272441,0.511424,14,2,12,17.2979396666667,0.60403184919599
"BRIP1","Brip1",0.651905,0.178022,0.220239,70,33,40,0.350055333333333,0.724619,1.602216,0.520287,30,68,25,48.998631,0.0270018459772095
"BRIX1","Brix1",21.025398,19.617471,16.284064,260,449,395,18.9756443333333,12.298852,12.93438,11.256786,194,157,156,19.1866023333333,0.989549603419311
"BRK1","Brk1",87.798035,97.446236,104.564646,1200,2360,2573,96.6029723333333,68.690197,69.129132,73.377652,1009,816,956,44.515258,2.14440116616132
"BRMS1","Brms1",8.546756,10.698312,13.100198,138,307,327,10.7817553333333,10.709667,12.572185,10.987106,206,180,178,14.6023923333333,0.755124924538816
"BRMS1L","Brms1l",23.774772,20.121905,19.843863,824,1271,1220,21.2468466666667,13.271084,13.310505,11.170264,150,153,154,16.8050856666667,1.24946585953897
"BROX","Brox",22.560277,19.407091,20.458581,964,1514,1442,20.8086496666667,8.17458,10.064142,9.726129,357,349,307,23.8077796666667,0.879105262933715
"BRPF1","Brpf1",6.340483,3.614429,3.731501,371,441,424,4.56213766666667,4.69627,5.657647,3.887057,272,250,207,3.032294,1.37939784813971
"BRPF3","Brpf3",23.986608,9.196485,7.762264,386,293,326,13.6484523333333,18.995188,21.866685,14.586794,868,774,730,0.816005333333333,8.06630468779827
"BRS3","Brs3",0.146959,0.127111,0.15589,6,9,11,0.14332,0.365732,0.09078,0.245897,15,3,9,1057.70663233333,0.00107992144856992
"BRSK1","Brsk1",106.621425,86.538253,90.303147,3910,6182,6552,94.4876083333333,64.639863,45.893459,71.031394,904,546,848,22.682999,4.03190526391245
"BRSK2","Brsk2",65.471943,36.564796,40.310186,2146,2184,2229,47.448975,37.641882,30.26825,31.070917,820,470,600,4.012404,9.66581604355914
"BRWD1","Brwd1",50.255828,25.295499,24.192841,1672,1457,1387,33.248056,8.361259,7.119274,7.871059,722,568,630,4.00067166666667,6.84869119248314
"BRWD3","Brwd3",1.419778,0.280008,0.309766,257,87,77,0.669850666666667,1.847707,2.423432,1.655916,371,393,294,0.648554,1.01291839191599
"BSCL2","Bscl2",36.045505,38.21435,39.744987,657,1342,1330,38.001614,459.806086,348.763632,449.523506,804,477,806,91.0424913333333,0.423734879782372
"BSDC1","Bsdc1",28.453693,28.402959,30.551927,643,1268,1202,29.136193,37.234177,38.942272,27.702595,1180,930,923,2.378966,8.9187618342416
"BSG","Bsg",221.50352,280.1005,287.838442,3466,7909,8361,263.147487333333,1053.866813,856.228371,1043.161422,10186,6574,9008,31.8188093333333,8.0486615053717
"BSN","Bsn",40.907592,3.98894,5.693812,6846,1128,1753,16.863448,2.759066,2.143222,2.30931,719,451,526,5.08750366666667,2.93444554256531
"BSND","Bsnd",0,0.040832,0,0,3,0,0.0136106666666667,0.02559,0.047141,0.014349,4,6,2,8.85136833333333,0.102890342982811
"BSPH1","Bsph1",0,0,0.080666,0,0,1,0.0268886666666667,0,0,0,0,0,0,11.0527496666667,0.0851995349664194
"BSPRY","Bspry",0.373905,0.18068,0.342625,5,9,19,0.29907,0,0,0,0,0,0,9.19067,0.127476407341225
"BST1","Bst1",0.252159,0.291189,0.137635,1,9,4,0.226994333333333,5.638632,7.140892,7.366503,84,96,90,162.138221,0.00752119476240539
"BST2","Bst2",3.824852,5.524207,5.429523,26,78,79,4.926194,1.944183,3.490549,0.792413,10,7,3,4.54330766666667,1.06907181710944
"BSX","Bsx",0.211301,0.126946,0.074589,9,10,6,0.137612,0,0,0,0,0,0,10.8112306666667,0.0963161275996868
"BTBD1","Btbd1",114.922648,135.265789,107.550402,1746,3014,2542,119.246279666667,23.864554,26.08681,26.083606,916,835,857,45.3101213333333,2.59654425867624
"BTBD10","Btbd10",26.129714,21.671295,17.312789,911,1350,1083,21.7045993333333,23.545394,18.636009,17.051106,466,406,452,64.2176496666667,0.348135810618423
"BTBD11","Btbd11",12.649168,6.074208,8.10771,549,632,752,8.94369533333333,0.617089,1.416639,0.769689,28,39,32,91.2172846666667,0.107828975547006
"BTBD16","Btbd16",0.2531,0.349341,0.251069,10,29,23,0.284503333333333,0.60141,0.718927,0.911455,7,4,11,0,1.28450333333333
"BTBD17","Btbd17",7.778889,16.429426,19.636964,134,364,419,14.615093,3.924014,3.380286,4.205756,84,53,72,13.2311353333333,1.09724857745011
"BTBD18","Btbd18",0,0,0,0,0,0,0,0.133564,0.219762,0.025155,6,8,1,28.2766623333333,0.0341568990554445
"BTBD3","Btbd3",39.791997,35.287861,33.26782,2921,4580,4273,36.1158926666667,10.527939,15.186324,9.922807,501,517,429,39.129525,0.924902367188913
"BTBD6","Btbd6",22.668411,26.214504,25.891236,561,1055,1108,24.924717,7.338737,8.20962,7.851201,200,161,185,59.8995703333333,0.425696221797646
"BTBD7","Btbd7",3.825735,1.414933,1.344479,466,284,278,2.195049,6.423652,12.656085,5.074668,490,558,387,65.634634,0.0479487739063743
"BTBD9","Btbd9",88.162714,51.58604,70.304721,1198,1260,1339,70.017825,3.785497,3.827037,3.106218,339,232,286,0.079865,65.7654660536271
"BTC","Btc",0.216531,0.298755,0.158579,6,14,10,0.224621666666667,0.168091,0,0.058632,4,0,2,0.003586,1.2202458649948
"BTD","Btd",4.625348,4.613796,5.62335,104,218,247,4.95416466666667,10.033917,7.96926,8.647623,487,378,421,9.832094,0.549678083172715
"BTF3","Btf3",95.04774,126.202329,137.299209,890,2002,2217,119.516426,289.694552,303.883667,320.334412,1554,1292,1476,2.50917166666667,34.3432688530959
"BTF3L4","Btf3l4",33.967543,33.775297,37.85122,568,1044,973,35.19802,26.958792,34.659508,26.662183,627,575,640,14.177257,2.38501726629522
"BTG1","Btg1",9.112965,9.430107,8.443048,340,536,501,8.99537333333333,83.953394,92.670191,91.40772,1671,1442,1587,34.7579733333333,0.279528519140533
"BTG2","Btg2",4.518505,3.283877,5.877207,182,235,424,4.559863,4.625389,6.305983,4.703967,188,207,169,0.074083,5.17638115490144
"BTG3","Btg3",8.058777,10.310896,15.43423,123,241,255,11.2679676666667,5.389649,13.79468,11.953391,95,142,121,61.1963303333333,0.197245843941565
"BTG4","Btg4",0,0,0,0,0,0,0,0.079578,0.149864,0.135382,1,1,1,0.0946613333333333,0.91352454823166
"BTK","Btk",0.266262,0.603904,0.497695,8,19,29,0.455953666666667,0.346111,0,0.069808,1,0,2,0.302984666666667,1.11739892564609
"BTLA","Btla",0.06186,0.011916,0.276718,3,1,7,0.116831333333333,0,0.053915,0.562401,0,2,2,0.912291333333333,0.584027817239842
"BTN1A1","Btn1a1",0.019589,0.084863,0.259439,1,5,5,0.121297,0.030274,0,0,1,0,0,54.261299,0.020290818715644
"BTN2A2","Btn2a2",0.187964,0.246889,0.42992,6,14,24,0.288257666666667,11.657129,12.842603,7.999845,340,265,265,3.933923,0.261102102052802
"BTNL10","Btnl10",0.163449,0.065077,0.038591,8,5,3,0.089039,0,0,0,0,0,0,21.8035523333333,0.0477574276183315
"BTNL2","Btnl2",0,0,0.029431,0,0,2,0.00981033333333333,0.0998,0.122754,0,1,1,0,46.6428503333333,0.0211954223197855
"BTNL9","Btnl9",0.063627,0.035647,0.077019,5,5,2,0.0587643333333333,8.248955,5.942334,9.278706,145,57,125,27.3883783333333,0.0372956961789587
"BTRC","Btrc",60.215755,34.464056,32.013984,1093,1274,1179,42.231265,13.124741,12.867178,10.278164,981,675,838,90.5950626666667,0.4719824818214
"BUB1","Bub1",0.039199,0.279004,0.326178,2,2,8,0.214793666666667,2.459118,8.227073,1.55457,51,157,60,0.667551666666667,0.728489372143392
"BUB1B","Bub1b",1.832061,0.769313,0.64712,19,36,25,1.08283133333333,3.441642,5.727903,3.660298,44,120,34,101.815058333333,0.0202580377533868
"BUB3","Bub3",32.388486,44.216469,40.369871,686,1492,1415,38.9916086666667,28.193192,26.762112,23.999767,657,519,582,254.342581,0.156619426771858
"BUD13","Bud13",5.936888,4.78652,6.347482,99,180,142,5.69029666666667,3.904718,6.693054,4.587437,116,137,107,3.12447833333333,1.622095238711
"BUD23","Bud23",40.511207,50.555092,43.749281,192,478,436,44.9385266666667,65.151677,51.595759,73.198143,743,491,707,43.2085403333333,1.0391324011218
"BUD31","Bud31",40.533137,44.963228,55.118767,323,631,761,46.8717106666667,107.630075,110.950737,120.686636,395,336,361,4.95657666666667,8.0367824248044
"BVES","Bves",0.316942,0.207432,0.258388,21,24,30,0.260920666666667,2.153625,2.735445,2.012776,141,158,153,24.2119853333333,0.0500127479052423
"BYSL","Bysl",4.973618,5.217863,4.778564,288,548,509,4.990015,9.752941,12.971743,9.832296,210,207,186,0.330183666666667,4.50314881328418
"BZW1","Bzw1",50.018565,44.814768,46.585027,2829,4318,3828,47.1394533333333,184.586214,252.189611,178.386755,2313,2306,2278,19.1035403333333,2.39457590728505
"BZW2","Bzw2",18.432816,19.717401,19.850842,317,612,585,19.3336863333333,57.503973,75.9038,73.63561,944,967,1046,0.663316666666667,12.2247836150663
"C10orf90","D7Ertd443e",15.557432,11.252997,6.578329,80,158,128,11.129586,1.038553,1.247225,2.31993,33,22,35,23.718936,0.490700166058927
"C11orf71","Gm5617",2.744593,3.726707,3.972492,12,32,35,3.481264,3.389796,3.131527,3.426382,96,63,85,11.3308676666667,0.363418383940162
"C12orf4","D6Wsu163e",15.913516,18.294966,17.413981,352,724,667,17.2074876666667,6.260746,7.871771,10.074807,345,262,307,43.6207543333333,0.408049750361683
"C12orf45","D10Wsu102e",1.082078,0.491901,0.484184,2140,1696,1671,0.686054333333333,2.096388,2.519103,1.136224,302,266,179,12.377297,0.12603849143316
"C12orf57","Grcc10",149.105381,254.936146,251.406194,516,1612,1655,218.482573666667,65.230701,58.934724,64.945377,376,276,328,45.2665323333333,4.74387343502157
"C14orf28","Gm527",3.367466,5.403631,3.59787,23,66,43,4.122989,2.367831,4.472684,2.573463,53,44,45,0.374751,3.72648501437715
"C15orf62","Gm14137",0.315831,0.048881,0.096599,14,4,8,0.153770333333333,1.18576,1.07055,1.10696,44,32,36,1.58404833333333,0.4464971952924
"C17orf67","Gm525",0,0,0.109779,0,0,1,0.036593,0.666215,0.419689,0.178076,12,6,4,6.81648066666667,0.132616332618917
"C17orf78","Gm11437",0.125585,0,0,2,0,0,0.0418616666666667,0,0.183175,0,0,4,0,2.19017166666667,0.326584828507139
"C17orf80","D11Wsu47e",3.059277,3.427282,2.602457,68,102,101,3.029672,9.003865,11.817514,11.762901,394,321,371,0.570569666666667,2.56573909806399
"C19orf53","D8Ertd738e",50.79867,66.07089,69.136054,297,709,752,62.0018713333333,56.754033,53.968342,61.876614,281,206,250,0,63.0018713333333
"C1D","C1d",34.446526,29.835807,32.045703,375,561,505,32.1093453333333,9.555531,8.969572,8.721972,122,111,102,49.7835356666667,0.65197007058856
"C1GALT1","C1galt1",4.014585,2.605251,2.516904,358,401,369,3.04558,18.123749,19.9104,20.635874,935,779,808,0,4.04558
"C1GALT1C1","C1galt1c1",12.223807,13.942906,14.130749,228,443,433,13.4324873333333,13.743616,13.71006,15.908175,299,242,302,317.391575,0.0453293631696546
"C1QA","C1qa",28.257099,39.803108,38.86575,353,944,941,35.6419856666667,0,0,0,0,0,0,5.82058266666667,5.37226619152968
"C1QB","C1qb",26.210228,42.083409,40.332778,350,1048,1021,36.208805,0.140249,0,0,2,0,0,26.3012446666667,1.36289775262261
"C1QBP","C1qbp",52.230584,66.663715,65.102789,491,1096,1129,61.3323626666667,104.81899,102.223735,125.321585,522,379,494,2.53496766666667,17.6330785863859
"C1QC","C1qc",23.664145,28.731157,25.780923,345,807,743,26.0587416666667,0,0,0,0,0,0,5.62737133333333,4.08287695161591
"C1QL1","C1ql1",5.385531,5.565032,7.563195,79,162,231,6.17125266666667,0.300565,0.328946,0.301714,5,4,4,6.38821566666667,0.970633910840087
"C1QL2","C1ql2",6.001377,7.65437,7.778766,143,374,397,7.14483766666667,0.043057,0,0,1,0,0,76.7219286666667,0.104794590232033
"C1QL3","C1ql3",26.007501,17.238677,14.693643,857,1076,939,19.3132736666667,0.502976,2.30962,0.520349,16,55,14,3.78693333333333,4.24348371956994
"C1QL4","C1ql4",0.728031,0.690431,1.227856,13,24,44,0.882106,1.854227,3.977372,2.540476,52,85,59,2.02947666666667,0.621264398801553
"C1QTNF1","C1qtnf1",9.843962,3.671106,1.820515,73,51,57,5.111861,2.182495,1.449158,2.736935,81,30,82,0.160129666666667,5.26825679543292
"C1QTNF12","C1qtnf12",10.160622,16.847578,16.15786,58,155,195,14.3886866666667,1.483277,1.100845,1.716072,9,6,8,22.0433813333333,0.667813739835404
"C1QTNF2","C1qtnf2",0.783291,0.950518,2.104463,12,23,38,1.279424,0.179202,0.182765,0.278438,6,5,9,38.6712506666667,0.0574578305875106
"C1QTNF3","C1qtnf3",0.119566,0.15466,0.140141,4,9,8,0.138122333333333,9.602199,8.462173,9.178625,136,132,130,29.5149723333333,0.0372971772971294
"C1QTNF4","C1qtnf4",31.877759,45.832391,46.426739,334,1095,1205,41.378963,3.691968,0.79972,2.078785,24,9,14,0.308350666666667,32.3911349454733
"C1QTNF5","C1qtnf5",62.798546,70.875709,83.840113,108,303,308,72.5047893333333,15.120905,13.056559,16.129085,225,142,186,3.59285933333333,16.0041455656745
"C1QTNF6","C1qtnf6",1.14399,0.630645,0.555183,21,38,34,0.776606,12.595991,12.846091,12.731062,503,413,423,97.98874,0.0179475564594519
"C1QTNF7","C1qtnf7",1.180017,0.776164,0.399447,14,31,18,0.785209333333333,0,0.300937,0,0,1,0,38.965275,0.0446690116190451
"C1QTNF9B","C1qtnf9",0.075301,0.188898,0.185929,2,9,9,0.150042666666667,0.692693,0.440296,0.382077,8,6,4,95.3488546666667,0.0119362359899909
"C1R","C1ra",0.881565,0.606399,0.613519,39,48,49,0.700494333333333,1.150329,0.578134,0.872969,13,13,14,1.56602266666667,0.662696536325738
"C1RL","C1rl",0.067386,0.138405,0.161432,3,11,13,0.122407666666667,14.845768,13.597225,12.897072,178,107,146,2.540426,0.317026162011765
"C1orf87","Gm12695",0,0,0,0,0,0,0,0.116042,0.027737,0,2,1,0,0.0258806666666667,0.974772244465081
"C2","C2",2.540621,1.905607,2.025069,37,48,37,2.157099,1.578471,1.942782,1.461223,22,23,20,39.729028,0.0775147150577716
"C20orf204","Gm29797",0.495495,0.202956,0.133498,4,3,2,0.277316333333333,1.703804,1.027282,1.202615,88,41,65,65.8904236666667,0.0190956532088741
"C2CD2","C2cd2",8.481156,7.555832,5.726892,244,277,248,7.25462666666667,1.244266,1.769484,1.600424,85,65,80,15.3483503333333,0.504921077561934
"C2CD2L","C2cd2l",129.630448,102.353403,82.856859,1539,2413,1950,104.946903333333,10.865629,9.147661,11.169727,430,272,358,0.0227096666666667,103.594311060584
"C2CD3","C2cd3",11.09211,2.535329,3.59056,560,273,296,5.739333,9.115512,9.073257,10.070609,327,282,236,20.0036363333333,0.320865058461544
"C2CD4C","C2cd4c",3.159352,2.057551,2.146812,176,184,188,2.45457166666667,5.81323,3.539533,6.382775,259,120,235,4.875198,0.58799238198724
"C2CD4D","C2cd4d",0.150554,0.611999,0.340457,1,8,5,0.36767,0.204581,0.280253,0.064271,4,4,1,37.607492,0.0354249895331196
