"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"Mpv17l","MPV17L",987,3.29734,895,2.76163,761,2.6784,2.91245666667,"MPV17L",0.546639,0.354423,0.432999,32,20,24,0.444687,2.70816908207106
"Mpv17l2","MPV17L2",331,22.356,288,17.9661,271,19.2833,19.8684666667,"MPV17L2",3.551563,5.174241,4.872723,56,63,77,4.53284233333333,3.77174432406562
"Mpz","MPZ",31909,475.294,44377,610.523,39939,626.744,570.853666667,"MPZ",0.367147,0,0.03665,3,0,1,0.134599,504.013899771637
"Mpzl1","MPZL1",678,2.48781,683,2.31474,576,2.22666,2.34307,"MPZL1",2.918964,2.320574,2.875275,87,73,82,2.70493766666667,0.902328271289854
"Mpzl2","MPZL2",40,0.436686,70,0.705833,30,0.345044,0.495854333333,"MPZL2",0.019489,0.06084,0.013586,2,4,1,0.031305,1.45044805691139
"Mpzl3","MPZL3",330,2.30187,310,1.99721,291,2.13848,2.14585333333,"MPZL3",0.659954,0.236459,0.194426,37,19,15,0.363613,2.30699863768533
"Mr1","MR1",171,1.35842,170,1.24733,166,1.38928,1.33167666667,"MR1",1.239488,1.663762,1.943554,105,133,121,1.61560133333333,0.891449563415882
"Mrap","MRAP",18,0.241278,12,0.148567,19,0.268314,0.219386333333,"MRAP",2.21651,1.999005,2.423354,61,48,46,2.21295633333333,0.379521601548792
"Mrap2","MRAP2",222,0.867046,228,0.822468,124,0.510217,0.733243666667,"MRAP2",0,0,0,0,0,0,0,1.733243666667
"Mras","MRAS",2381,7.11198,2647,7.30264,2294,7.21886,7.21116,"MRAS",1.580147,1.151616,0.965622,55,53,47,1.23246166666667,3.67807435290042
"Mrc1","MRC1",167,0.252468,225,0.314172,120,0.191124,0.252588,"MRC1",2.154398,2.229983,1.989675,360,351,240,2.12468533333333,0.400868524787989
"Mrc2","MRC2",150,0.397992,203,0.497478,167,0.466814,0.454094666667,"MRC2",1.207294,1.741662,1.970369,206,259,190,1.639775,0.550840380966938
"Mre11a","MRE11",697,2.06176,725,1.98079,667,2.07862,2.04039,"MRE11",5.293606,7.24345,5.097066,112,123,101,5.87804066666667,0.44204303919498
"Mreg","MREG",106,0.311205,95,0.257608,99,0.30621,0.291674333333,"MREG",3.917877,3.674858,4.398759,261,230,210,3.99716466666667,0.258481442876807
"Mrfap1","AC093323.1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"MRFAP1L1",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","AC093323.1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"MRFAP1",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","AC093323.1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","MRFAP1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"MRFAP1L1",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","MRFAP1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"MRFAP1",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","MRFAP1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","MRFAP1L1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"MRFAP1L1",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","MRFAP1L1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"MRFAP1",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrfap1","MRFAP1L1",5559,452.679,5828,438.337,4840,415.225,435.413666667,"",32.728478,35.586737,38.687326,1496,1689,1184,35.6675136666667,11.901915974841
"Mrgbp","MRGBP",208,6.4554,168,4.81575,172,5.62383,5.63166,"MRGBP",1.790862,1.834055,1.819778,93,87,66,1.81489833333333,2.35591457121897
"Mrgpra3","MRGPRX1",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX4",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX1",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX2",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX1",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX3",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX1",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX1",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX4",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX4",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX4",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX2",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX4",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX3",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX4",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX1",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX3",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX4",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX3",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX2",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX3",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX3",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX3",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX1",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX2",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX4",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX2",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX2",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX2",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX3",0,0,0,0,0,0,0,5.71723666667
"Mrgpra3","MRGPRX2",413,5.15989,380,4.38499,350,4.60683,4.71723666667,"MRGPRX1",0,0,0,0,0,0,0,5.71723666667
"Mrgprd","MRGPRD",4278,71.7666,4673,72.4056,4305,76.0849,73.4190333333,"MRGPRD",0,0,0,0,0,0,0,74.4190333333
"Mrgpre","MRGPRE",823,20.8109,851,19.8753,691,18.4082,19.6981333333,"MRGPRE",0.123826,0.218852,0.324495,16,27,30,0.222391,16.9324981395478
"Mrgprf","MRGPRF",64,1.13784,93,1.52715,85,1.59208,1.41902333333,"MRGPRF",0.42349,0.215561,0.576265,28,14,26,0.405105333333333,1.72159572378204
"Mri1","MRI1",360,7.52934,339,6.54861,292,6.434,6.83731666667,"MRI1",1.295677,2.094094,1.820352,45,63,49,1.73670766666667,2.86377560969671
"Mrm1","MRM1",551,13.2487,562,12.4811,477,12.0832,12.6043333333,"MRM1",3.989571,12.781092,22.332963,134,146,133,13.034542,0.969346440610602
"Mrm2","AC069288.1",123,4.51851,149,5.05558,129,4.99257,4.85555333333,"MRM2",1.737693,1.256537,2.184267,77,52,69,1.72616566666667,2.14790810585246
"Mrm2","MRM2",123,4.51851,149,5.05558,129,4.99257,4.85555333333,"MRM2",1.737693,1.256537,2.184267,77,52,69,1.72616566666667,2.14790810585246
"Mrm3","MRM3",144,3.2368,183,3.79926,164,3.88366,3.63990666667,"MRM3",3.529229,3.382996,5.25628,140,131,122,4.05616833333333,0.917672506289183
"Mrnip","MRNIP",251,1.51751,284,1.58588,235,1.49682,1.53340333333,"MRNIP",0.252748,0.269887,0.961516,8,6,16,0.494717,1.69490501100208
"Mro","MRO",58,0.410138,53,0.346157,46,0.342692,0.366329,"MRO",0,0,0,0,0,0,0,1.366329
"Mroh1","MROH1",1902,4.05628,1937,3.81541,1774,3.98579,3.95249333333,"MROH1",6.068054,6.568802,4.826441,311,278,213,5.821099,0.726055043817719
"Mroh2a","MROH2A",136,0.597905,121,0.49133,108,0.50022,0.529818333333,"MROH2A",0.203926,0.073182,0.0213,17,11,4,0.0994693333333333,1.39141519181344
"Mroh2b","MROH2B",88,0.215198,88,0.198762,77,0.198376,0.204112,"MROH2B",0,0,0,0,0,0,0,1.204112
"Mroh5","MROH5",988,1.92567,1132,2.03782,887,1.82134,1.92827666667,"MROH5",0,0,0,0,0,0,0,2.92827666667
"Mroh6","MROH6",1,0.0334935,0,0,4,0.141145,0.0582128333333,"MROH6",0.027081,0.013357,0,2,1,0,0.0134793333333333,1.0441385418811
"Mroh7","MROH7",42,0.129062,28,0.0794696,43,0.139207,0.115912866667,"MROH7-TTC4",0.042972,0.018566,0,5,2,0,0.0205126666666667,1.09348262213339
"Mroh7","MROH7",42,0.129062,28,0.0794696,43,0.139207,0.115912866667,"MROH7",0.042972,0.018566,0,5,2,0,0.0205126666666667,1.09348262213339
"Mroh7","MROH7-TTC4",42,0.129062,28,0.0794696,43,0.139207,0.115912866667,"MROH7-TTC4",0.042972,0.018566,0,5,2,0,0.0205126666666667,1.09348262213339
"Mroh7","MROH7-TTC4",42,0.129062,28,0.0794696,43,0.139207,0.115912866667,"MROH7",0.042972,0.018566,0,5,2,0,0.0205126666666667,1.09348262213339
"Mroh8","MROH8",56,0.122418,73,0.147393,60,0.138183,0.135998,"MROH8",0,0.021102,0,0,1,0,0.007034,1.12806320342709
"Mroh9","MROH9",4,0.0101164,4,0.00934378,0,0,0.00648672666667,"MROH9",0,0,0,0,0,0,0,1.00648672666667
"Mrpl1","MRPL1",454,1.23115,534,1.33749,416,1.18848,1.25237333333,"MRPL1",3.28647,4.436963,3.924953,272,286,227,3.88279533333333,0.461287680430458
"Mrpl10","MRPL10",1001,20.2984,1046,19.5909,1043,22.2821,20.7238,"MRPL10",8.998128,9.364478,12.225632,431,442,463,10.1960793333333,1.94030422197199
"Mrpl11","MRPL11",609,19.4771,665,19.6437,567,19.1044,19.4084,"MRPL11",22.810146,25.708913,25.089902,271,266,206,24.5363203333333,0.799191102461238
"Mrpl12","MRPL12",909,31.6831,915,29.4564,807,29.6334,30.2576333333,"MRPL12",26.632389,35.536878,36.250047,910,1073,892,32.806438,0.924605938469471
"Mrpl13","MRPL13",710,4.65857,771,4.67244,659,4.55537,4.62879333333,"MRPL13",15.993389,17.779194,16.325531,345,355,275,16.6993713333333,0.318022218265417
"Mrpl14","MRPL14",271,3.45504,278,3.27358,238,3.19672,3.30844666667,"MRPL14",20.601923,23.530449,23.862782,229,256,194,22.6650513333333,0.182059468453438
"Mrpl15","MRPL15",670,8.29664,700,8.00609,621,8.10145,8.13472666667,"MRPL15",24.093878,24.828402,24.597977,441,441,326,24.5067523333333,0.358129743343779
"Mrpl16","MRPL16",384,13.0416,432,13.5513,337,12.058,12.8836333333,"MRPL16",14.956201,15.580906,14.966079,461,444,333,15.1677286666667,0.858725033029789
"Mrpl17","MRPL17",799,15.7097,764,13.8742,710,14.7069,14.7636,"MRPL17",17.686629,26.400948,21.707018,244,280,211,21.9315316666667,0.687420283526635
"Mrpl18","MRPL18",682,21.1832,717,20.5694,639,20.9099,20.8875,"MRPL18",231.688545,308.052103,317.300093,795,882,673,285.680247,0.0763481273266797
"Mrpl19","MRPL19",729,13.955,815,14.4097,702,14.1574,14.1740333333,"MRPL19",10.861284,9.807912,10.481087,267,276,235,10.3834276666667,1.33299334590873
"Mrpl2","MRPL2",379,15.0407,490,17.9606,411,17.1836,16.7283,"MRPL2",129.736487,158.651985,181.20154,387,407,309,156.530004,0.112539196025158
"Mrpl20","MRPL20",899,19.6581,1018,20.56,806,18.5678,19.5953,"MRPL20",19.020358,21.838448,21.223994,202,215,173,20.6942666666667,0.949342990774829
"Mrpl21","MRPL21",406,6.34144,481,6.93908,385,6.33529,6.53860333333,"MRPL21",17.992634,17.731504,17.934645,279,271,203,17.886261,0.399158061689924
"Mrpl22","MRPL22",397,7.79481,396,7.18133,327,6.76405,7.24673,"MRPL22",10.185079,10.013243,9.408495,157,145,108,9.868939,0.758742872694382
"Mrpl23","AC004556.3",260,5.0055,307,5.45893,255,5.172,5.21214333333,"MRPL23",0.934679,0.905348,1.672701,23,13,18,1.17090933333333,2.86153974187007
"Mrpl23","AC004556.3",260,5.0055,307,5.45893,255,5.172,5.21214333333,"",0.934679,0.905348,1.672701,23,13,18,1.17090933333333,2.86153974187007
"Mrpl23","MRPL23",260,5.0055,307,5.45893,255,5.172,5.21214333333,"MRPL23",0.934679,0.905348,1.672701,23,13,18,1.17090933333333,2.86153974187007
"Mrpl23","MRPL23",260,5.0055,307,5.45893,255,5.172,5.21214333333,"",0.934679,0.905348,1.672701,23,13,18,1.17090933333333,2.86153974187007
"Mrpl24","MRPL24",789,29.388,818,28.1411,711,27.9002,28.4764333333,"MRPL24",15.57651,16.524129,14.339288,477,424,313,15.4799756666667,1.78862116847179
"Mrpl27","MRPL27",791,19.4165,898,20.3594,719,18.5937,19.4565333333,"MRPL27",11.90572,11.984887,15.384971,204,203,184,13.0918593333333,1.45165608380091
"Mrpl28","MRPL28",722,35.9862,757,34.8489,758,39.8026,36.8792333333,"MRPL28",24.289126,25.497381,28.109423,740,688,589,25.96531,1.40473939788936
"Mrpl3","MRPL3",1456,8.47971,1426,7.67069,1365,8.37522,8.17520666667,"MRPL3",24.890395,29.111422,25.37431,724,739,556,26.458709,0.334145595361748
"Mrpl30","MRPL30",663,12.7688,711,12.6474,575,11.6667,12.3609666667,"MRPL30",80.919539,92.416105,99.09003,849,898,788,90.808558,0.145530732186209
"Mrpl30","MRPL30",663,12.7688,711,12.6474,575,11.6667,12.3609666667,"",80.919539,92.416105,99.09003,849,898,788,90.808558,0.145530732186209
"Mrpl30","AC079447.1",663,12.7688,711,12.6474,575,11.6667,12.3609666667,"MRPL30",80.919539,92.416105,99.09003,849,898,788,90.808558,0.145530732186209
"Mrpl30","AC079447.1",663,12.7688,711,12.6474,575,11.6667,12.3609666667,"",80.919539,92.416105,99.09003,849,898,788,90.808558,0.145530732186209
"Mrpl32","MRPL32",379,11.8074,361,10.3876,353,11.586,11.2603333333,"MRPL32",8.853101,10.871402,10.927325,168,169,137,10.217276,1.09298668707982
"Mrpl33","MRPL33",631,1.45199,674,1.43248,557,1.35031,1.41159333333,"MRPL33",47.416651,54.360504,60.13837,292,297,240,53.9718416666667,0.0438696114267592
"Mrpl34","MRPL34",227,44.6546,226,41.0623,173,35.8534,40.5234333333,"MRPL34",15.920561,19.570344,14.126852,220,274,141,16.5392523333333,2.36745743456719
"Mrpl35","MRPL35",1001,11.1189,1059,10.8647,911,10.6608,10.8814666667,"MRPL35",6.722343,8.67936,8.285529,285,308,248,7.895744,1.33563495832389
"Mrpl36","MRPL36",499,21.1264,493,19.2782,435,19.4025,19.9357,"MRPL36",9.556882,10.674072,12.168048,197,210,180,10.7996673333333,1.77426188455821
"Mrpl37","MRPL37",915,12.9164,914,11.9169,800,11.8975,12.2436,"MRPL37",15.360274,15.530116,18.560203,532,561,469,16.483531,0.757490005880391
"Mrpl38","MRPL38",547,12.039,657,13.3556,585,13.5645,12.9863666667,"MRPL38",23.274273,14.331596,23.529928,368,370,308,20.378599,0.654222789187449
"Mrpl39","MRPL39",598,5.10899,641,5.05809,652,5.86848,5.34518666667,"MRPL39",6.967936,8.397359,8.727485,460,535,428,8.03092666666667,0.7026063770499
"Mrpl4","MRPL4",526,13.3792,599,14.0723,540,14.4705,13.974,"MRPL4",19.628339,26.047349,26.604065,584,591,493,24.093251,0.596734157722329
"Mrpl40","MRPL40",455,14.5759,490,14.4982,405,13.6685,14.2475333333,"MRPL40",8.599218,9.484191,8.935946,197,184,135,9.00645166666667,1.52377024755862
"Mrpl41","MRPL41",761,120.279,836,122.041,746,124.219,122.179666667,"MRPL41",15.546253,17.097575,16.901958,254,269,226,16.515262,7.03270477295744
"Mrpl42","MRPL42",869,6.38137,903,6.12459,851,6.58367,6.36321,"MRPL42",124.952809,135.72039,130.564036,1726,1732,1315,130.412411666667,0.0560313132269203
"Mrpl43","MRPL43",637,61.2566,702,62.3513,631,63.9274,62.5117666667,"MRPL43",6.071972,8.324181,7.060679,240,307,204,7.15227733333333,7.79067787684439
"Mrpl44","MRPL44",443,12.6672,496,13.0995,424,12.7728,12.8465,"MRPL44",9.061329,8.631755,9.836593,383,344,300,9.176559,1.36062690738589
"Mrpl45","MRPL45",682,7.45178,697,7.03402,643,7.40169,7.29583,"MRPL45",11.761946,11.536295,14.58419,551,517,499,12.627477,0.608757585868609
"Mrpl46","MRPL46",485,9.07382,479,8.27711,393,7.74613,8.36568666667,"MRPL46",6.90319,8.529529,9.048414,220,254,208,8.16037766666667,1.02241272221236
"Mrpl47","MRPL47",598,7.60218,617,7.24464,519,6.95102,7.26594666667,"MRPL47",5.858499,6.682429,6.589692,220,201,154,6.37687333333333,1.12052170251037
"Mrpl48","MRPL48",1781,4.41923,1891,4.3338,1814,4.74203,4.49835333333,"MRPL48",11.867785,13.261004,13.315586,300,295,239,12.8147916666667,0.398004795584202
"Mrpl49","MRPL49",773,28.8128,869,29.9172,741,29.0984,29.2761333333,"MRPL49",9.126752,11.962996,13.052957,268,290,244,11.3809016666667,2.44539001669103
"Mrpl50","MRPL50",809,14.7757,858,14.4738,772,14.8546,14.7013666667,"MRPL50",8.610526,8.975759,9.048034,550,535,415,8.87810633333333,1.58951180893005
"Mrpl51","MRPL51",1113,38.6547,1212,38.878,979,35.8206,37.7844333333,"MRPL51",49.29588,49.908841,56.531682,1053,1025,886,51.9121343333333,0.732996954705469
"Mrpl52","MRPL52",297,16.1858,313,15.7549,297,17.0521,16.3309333333,"MRPL52",49.914922,44.938387,33.359286,123,138,75,42.7375316666667,0.396248546108702
"Mrpl53","MRPL53",411,70.8788,449,71.5181,409,74.3091,72.2353333333,"MRPL53",14.043168,17.934801,20.676441,230,277,241,17.55147,3.94768357080598
"Mrpl54","MRPL54",470,32.83,544,35.0967,417,30.6869,32.8712,"MRPL54",13.930931,16.607583,16.013222,186,215,151,15.5172453333333,2.0506567116034
"Mrpl55","MRPL55",361,15.355,316,12.4144,342,15.3254,14.3649333333,"MRPL55",17.813102,21.221501,20.485482,356,393,291,19.8400283333333,0.737279867740103
"Mrpl57","MRPL57",338,17.1272,338,15.8191,311,16.6025,16.5162666667,"MRPL57",6.948235,9.92828,6.366894,111,137,72,7.747803,2.0023618120687
"Mrpl58","MRPL58",605,10.5235,649,10.4267,647,11.8564,10.9355333333,"MRPL58",18.583806,28.170215,25.069337,203,240,201,23.9411193333333,0.478548423339942
"Mrpl9","MRPL9",877,17.422,867,15.9079,782,16.3663,16.5654,"MRPL9",11.805475,12.783517,11.752847,569,576,408,12.1139463333333,1.33944424916181
"Mrps10","MRPS10",623,7.71648,724,8.28256,573,7.47704,7.82536,"MRPS10",7.298756,6.189593,7.103395,154,155,114,6.86391466666667,1.12226039753568
"Mrps11","MRPS11",328,5.15739,354,5.14108,308,5.10212,5.13353,"MRPS11",7.435588,5.34555,8.832652,134,108,119,7.20459666666667,0.747572397424371
"Mrps14","MRPS14",494,11.0226,532,10.9639,460,10.8133,10.9332666667,"MRPS14",18.899991,23.871512,24.562631,324,363,316,22.4447113333333,0.508996101382296
"Mrps15","MRPS15",665,11.9905,643,10.7083,595,11.3025,11.3337666667,"MRPS15",11.848976,14.120746,14.529214,271,327,226,13.4996453333333,0.850625403805279
"Mrps16","MRPS16",350,12.5429,364,12.0483,328,12.3836,12.3249333333,"MRPS16",13.468542,15.87615,15.801494,279,317,236,15.0487286666667,0.830279681964839
"Mrps17","AC092647.5",712,15.6528,691,14.0309,652,15.1009,14.9282,"",27.603772,25.44294,20.476496,330,300,245,24.507736,0.624445854387077
"Mrps17","AC092647.5",712,15.6528,691,14.0309,652,15.1009,14.9282,"MRPS17",27.603772,25.44294,20.476496,330,300,245,24.507736,0.624445854387077
"Mrps17","MRPS17",712,15.6528,691,14.0309,652,15.1009,14.9282,"",27.603772,25.44294,20.476496,330,300,245,24.507736,0.624445854387077
"Mrps17","MRPS17",712,15.6528,691,14.0309,652,15.1009,14.9282,"MRPS17",27.603772,25.44294,20.476496,330,300,245,24.507736,0.624445854387077
"Mrps18a","MRPS18A",772,6.6846,840,6.71788,751,6.85081,6.75109666667,"MRPS18A",16.977258,16.420095,18.342847,374,342,304,17.2467333333333,0.424793661696705
"Mrps18b","MRPS18B",410,10.5865,455,10.8512,438,11.9148,11.1175,"MRPS18B",18.722015,16.242991,12.987356,221,190,119,15.9841206666667,0.713460545754483
"Mrps18c","MRPS18C",344,9.13463,372,9.12368,270,7.55336,8.60389,"MRPS18C",53.441641,73.544148,56.406358,141,168,115,61.1307156666667,0.15457555730607
"Mrps2","MRPS2",467,23.2838,475,21.8739,431,22.6391,22.5989333333,"MRPS2",4.276069,4.123451,5.778042,273,246,265,4.725854,4.1214696241469
"Mrps21","MRPS21",479,8.36655,543,8.76003,482,8.86955,8.66537666667,"MRPS21",202.032739,255.516528,117.38791,457,530,319,191.645725666667,0.0501717680640053
"Mrps22","MRPS22",463,5.55733,510,5.65392,460,5.81683,5.67602666667,"MRPS22",4.427674,5.178224,5.6738,143,157,131,5.09323266666667,1.09564610969011
"Mrps23","MRPS23",793,17.2866,854,17.1945,800,18.3726,17.6179,"MRPS23",90.922588,88.943464,83.924606,1012,1072,858,87.9302193333333,0.209354032179043
"Mrps24","MRPS24",733,9.72544,758,9.28901,695,9.71481,9.57642,"MRPS24",14.968049,17.152232,16.488044,233,265,175,16.202775,0.614808947974963
"Mrps25","MRPS25",2228,23.8339,2343,23.1498,1911,21.5369,22.8402,"MRPS25",11.151423,11.979049,12.327152,221,238,172,11.819208,1.85972487535891
"Mrps26","MRPS26",631,19.7693,649,18.7802,549,18.1208,18.8901,"MRPS26",4.744882,6.340827,7.183839,157,218,150,6.08984933333333,2.80543338297551
"Mrps27","MRPS27",632,1.38593,686,1.38945,657,1.51787,1.43108333333,"MRPS27",8.200271,9.01727,9.902784,383,413,347,9.04010833333333,0.24213716153428
"Mrps28","MRPS28",534,0.680624,580,0.682793,520,0.698254,0.687223666667,"MRPS28",10.71174,13.167987,13.066449,213,254,187,12.315392,0.126712279042705
"Mrps30","MRPS30",477,8.34476,529,8.54764,469,8.64395,8.51211666667,"MRPS30",2.667574,2.905202,2.997703,279,292,218,2.85682633333333,2.46630671037992
"Mrps31","MRPS31",430,3.64599,380,2.97595,333,2.97465,3.19886333333,"MRPS31",7.815861,7.966185,7.801457,335,309,246,7.86116766666667,0.473849891039191
"Mrps33","MRPS33",983,16.6108,1091,17.0278,884,15.7374,16.4586666667,"MRPS33",22.671611,28.399916,27.871184,237,274,232,26.314237,0.639178266875989
"Mrps34","MRPS34",719,46.7513,727,43.661,700,47.952,46.1214333333,"MRPS34",8.957137,12.652333,13.314306,209,319,206,11.6412586666667,3.72759031167941
"Mrps35","MRPS35",362,1.79921,394,1.80869,322,1.68606,1.76465333333,"MRPS35",43.992865,53.847398,61.178439,497,501,440,53.006234,0.0511913741908018
"Mrps36","MRPS36",518,9.23587,569,9.37034,472,8.86613,9.15744666667,"MRPS36",24.351253,22.335987,24.366299,303,250,207,23.684513,0.411490664882471
"Mrps5","MRPS5",1014,8.02642,1024,7.48649,951,7.93064,7.81451666667,"MRPS5",20.873254,25.708041,23.723002,295,297,233,23.4347656666667,0.360736697331809
"Mrps6","MRPS6",2715,7.80964,2532,6.72697,2162,6.5518,7.02947,"MRPS6",8.267629,8.905483,8.728761,173,171,120,8.63395766666667,0.833454980582054
"Mrps7","MRPS7",720,27.1767,715,24.9267,671,26.6827,26.2620333333,"MRPS7",16.846846,18.078594,19.345728,437,505,389,18.0903893333333,1.42805014907152
"Mrps9","MRPS9",991,2.82478,1028,2.70644,918,2.75675,2.76265666667,"MRPS9",15.407972,15.455102,17.567386,606,563,482,16.1434866666667,0.219480245753392
"Mrrf","MRRF",708,2.02525,669,1.76753,670,2.01913,1.93730333333,"MRRF",11.777914,10.446463,10.157777,380,345,298,10.7940513333333,0.249049563234336
"Mrs2","MRS2",3632,17.1359,3772,16.4372,3296,16.3829,16.652,"MRS2",31.82095,32.794093,37.798457,810,789,670,34.1378333333333,0.502364497905866
"Mrtfa","MRTFA",685,0.595697,699,0.561444,645,0.590933,0.582691333333,"MRTFA",1.212372,1.398571,0.932505,84,100,59,1.18114933333333,0.725622638095237
"Mrtfb","MRTFB",1123,1.08228,1120,0.996946,970,0.98486,1.021362,"MRTFB",1.750049,1.531882,1.620981,413,383,277,1.634304,0.767322981705984
"Mrto4","MRTO4",416,12.5568,458,12.7687,347,11.0346,12.1200333333,"MRTO4",5.654356,5.534968,6.687995,139,127,115,5.95910633333333,1.88530433433048
"Ms4a1","MS4A1",7,0.06558,16,0.138448,4,0.03948,0.0811693333333,"MS4A1",0.073142,0.043607,0.156331,7,4,10,0.0910266666666667,0.990965084874155
"Ms4a12","MS4A12",1,0.00845043,0,0,0,0,0.00281681,"MS4A12",0.038197,0.045506,0.060117,2,2,2,0.04794,0.956941055785636
"Ms4a13","MS4A13",5,0.0284058,2,0.0104945,2,0.0119704,0.0169569,"MS4A13",0,0,0,0,0,0,0,1.0169569
"Ms4a14","MS4A14",6,0.0705175,3,0.0325658,3,0.0371459,0.0467430666667,"MS4A14",0.03808,0.057084,0.031886,5,7,3,0.04235,1.00421457923605
"Ms4a15","MS4A15",1,0.010386,0,0,0,0,0.003462,"MS4A15",0,0,0,0,0,0,0,1.003462
"Ms4a18","MS4A18",2,0.0147769,3,0.0204724,5,0.0389195,0.0247229333333,"MS4A18",0,0,0,0,0,0,0,1.0247229333333
"Ms4a2","MS4A2",23,0.435502,19,0.332285,26,0.518656,0.428814333333,"MS4A2",0,0,0.104779,0,0,1,0.0349263333333333,1.38059520500461
"Ms4a3","MS4A3",256,3.4989,224,2.82771,226,3.2542,3.19360333333,"MS4A3",0,0,0,0,0,0,0,4.19360333333
