"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"Tinag","TINAG",1,0.00164937,3,0.00457019,0,0,0.00207318666667,"TINAG",0,0,0,0,0,0,0,1.00207318666667
"Tinagl1","TINAGL1",156,2.26944,216,2.9023,183,2.80471,2.65881666667,"TINAGL1",4.041894,4.190379,3.901501,260,60,104,4.04459133333333,0.725294959473427
"Tinf2","TINF2",771,16.7788,828,16.643,735,16.8514,16.7577333333,"TINF2",8.202619,7.572241,6.974139,329,84,129,7.58299966666667,2.06894256354975
"Tiparp","TIPARP",1032,5.90858,1073,5.67411,978,5.89911,5.82726666667,"TIPARP",11.330477,11.965289,13.980815,1395,374,581,12.425527,0.508528765140467
"Tipin","TIPIN",191,1.24329,210,1.26256,219,1.50185,1.3359,"TIPIN",9.173527,10.650677,10.458205,280,72,138,10.0941363333333,0.210552667626914
"Tiprl","TIPRL",1433,9.00063,1467,8.51043,1282,8.48318,8.66474666667,"TIPRL",41.7383,43.969444,49.184125,1669,428,702,44.9639563333333,0.210267945530639
"Tirap","TIRAP",255,2.51434,289,2.63195,231,2.39961,2.5153,"TIRAP",3.964817,2.439017,3.72862,379,69,153,3.37748466666667,0.803041076709654
"Tjap1","TJAP1",269,1.65837,317,1.80503,287,1.86404,1.77581333333,"TJAP1",9.952938,24.909872,10.412676,349,79,129,15.0918286666667,0.17249831519024
"Tjp1","TJP1",1601,1.07285,1623,1.00452,1383,0.976366,1.017912,"TJP1",13.829017,13.501488,19.635909,1918,386,812,15.6554713333333,0.121156102977492
"Tjp2","TJP2",422,0.501802,487,0.534865,403,0.504858,0.513841666667,"TJP2",3.094737,2.269165,2.731056,562,108,213,2.69831933333333,0.409332329153567
"Tjp2","TJP2",422,0.501802,487,0.534865,403,0.504858,0.513841666667,"",3.094737,2.269165,2.731056,562,108,213,2.69831933333333,0.409332329153567
"Tjp2","AL358113.1",422,0.501802,487,0.534865,403,0.504858,0.513841666667,"TJP2",3.094737,2.269165,2.731056,562,108,213,2.69831933333333,0.409332329153567
"Tjp2","AL358113.1",422,0.501802,487,0.534865,403,0.504858,0.513841666667,"",3.094737,2.269165,2.731056,562,108,213,2.69831933333333,0.409332329153567
"Tjp3","TJP3",9,0.0760208,6,0.0468097,5,0.0444942,0.0557749,"TJP3",0.091282,0,0,4,0,0,0.0304273333333333,1.02459908219308
"Tk1","TK1",148,2.17384,111,1.50585,113,1.74859,1.80942666667,"TK1",2.257884,3.002698,4.125536,95,24,56,3.128706,0.680461787947604
"Tk2","TK2",799,5.66938,805,5.27569,708,5.29256,5.41254333333,"TK2",17.075721,13.989301,21.73004,1146,309,472,17.598354,0.344790906406556
"Tkfc","TKFC",394,3.42322,434,3.48275,341,3.12131,3.34242666667,"TKFC",4.879578,4.921747,5.403651,364,91,156,5.06832533333333,0.715588968642969
"Tkt","TKT",5234,30.8157,5801,31.5454,4952,30.7159,31.0256666667,"TKT",144.15301,149.099767,145.791779,8318,2105,3191,146.348185333333,0.217346868536257
"Tktl1","TKTL1",4,0.0198718,6,0.0275311,9,0.0471047,0.0315025333333,"TKTL1",0.090491,0.041507,0,1,1,0,0.0439993333333333,0.988029877413683
"Tlcd1","TLCD1",2664,79.5301,2842,78.3639,2461,77.4021,78.4320333333,"TLCD1",8.862608,14.55287,15.303733,330,66,175,12.9064036666667,5.71190332434379
"Tlcd2","TLCD2",583,9.85159,573,8.94308,536,9.54216,9.44561,"TLCD2",1.563841,1.867543,1.640924,57,15,23,1.69076933333333,3.88201614705484
"Tldc2","TLDC2",4,0.0658502,7,0.106436,7,0.121406,0.0978974,"TLDC2",0.244121,0.25157,0.156818,4,1,1,0.217503,0.901761556234358
"Tle1","TLE1",2360,4.37219,2549,4.36166,2228,4.34857,4.36080666667,"TLE1",36.091717,35.536362,45.127504,2818,701,1299,38.9185276666667,0.134293697188297
"Tle2","TLE2",328,3.1261,281,2.47361,274,2.75121,2.78364,"TLE2",11.783935,10.061924,15.556608,377,83,189,12.467489,0.280946210537094
"Tle3","TLE3",900,3.02801,843,2.61961,732,2.5946,2.74740666667,"TLE3",13.163644,12.813958,16.668655,1092,277,484,14.215419,0.246290073685779
"Tle4","TLE4",1594,1.65043,1770,1.69269,1508,1.64496,1.66269333333,"TLE4",13.867285,11.949935,13.115727,2556,542,962,12.977649,0.190496508628168
"Tle5","TLE5",6641,149.926,7193,149.985,6331,150.578,150.163,"TLE5",2068.699054,1246.497347,2056.679288,11021,2083,4354,1790.62522966667,0.0843719978357996
"Tle6","TLE6",71,1.08356,79,1.11357,68,1.09332,1.09681666667,"TLE6",6.061482,7.058925,6.454779,83,20,32,6.525062,0.278644437304304
"Tlk1","TLK1",2969,4.06643,3121,3.94813,2650,3.82378,3.94611333333,"TLK1",27.213843,31.20175,35.497985,4069,1043,1820,31.304526,0.153108989536946
"Tlk2","TLK2",1465,2.16238,1497,2.04085,1332,2.0713,2.09151,"TLK2",33.332949,23.608684,32.939552,1981,431,759,29.960395,0.0998537001869647
"Tll1","TLL1",177,0.143576,190,0.14235,184,0.157243,0.147723,"TLL1",0.896914,0.989639,1.250171,165,46,88,1.04557466666667,0.561076072510349
"Tll2","TLL2",42,0.0525356,42,0.0485231,33,0.0434873,0.048182,"TLL2",0.171289,0.117685,0.183529,34,4,14,0.157501,0.905556021117908
"Tln1","TLN1",4963,24.7106,5395,24.8099,4719,24.7533,24.7579333333,"TLN1",123.1015,153.185861,146.581529,7698,1724,2813,140.956296666667,0.1814497414918
"Tln2","TLN2",9091,4.11832,9560,4.00001,8588,4.09868,4.07233666667,"TLN2",40.611091,37.575494,39.043777,14086,3159,5154,39.0767873333333,0.126565451079736
"Tlnrd1","TLNRD1",1068,37.393,1030,33.3082,922,34.009,34.9034,"TLNRD1",8.77975,6.541333,8.493113,1428,257,605,7.93806533333333,4.01690955044857
"Tlr1","TLR1",14,0.244561,9,0.14521,12,0.220844,0.203538333333,"TLR1",0.136485,0.591339,0.154648,15,4,7,0.294157333333333,0.929978374602315
"Tlr2","TLR2",19,0.536567,25,0.652086,26,0.773549,0.654067333333,"TLR2",0.243355,0.300061,0.165011,30,9,8,0.236142333333333,1.33808808963989
"Tlr3","TLR3",158,1.59075,176,1.63664,141,1.49558,1.57432333333,"TLR3",2.677469,1.93219,2.737264,240,64,117,2.44897433333333,0.74640257784754
"Tlr4","TLR4",243,0.367239,234,0.326628,240,0.382118,0.358661666667,"TLR4",1.600981,0.947115,2.173187,163,36,74,1.573761,0.527889600730992
"Tlr5","TLR5",126,0.919995,167,1.12623,151,1.16154,1.069255,"TLR5",1.403336,1.474042,1.507064,181,39,68,1.46148066666667,0.840654581619031
"Tlr6","TLR6",14,0.26936,16,0.284328,11,0.222968,0.258885333333,"TLR6",0.103366,0.065014,0.104076,16,2,6,0.0908186666666667,1.1540738821237
"Tlr7","TLR7",18,0.109004,34,0.19017,14,0.0893183,0.129497433333,"TLR7",0.717452,3.919512,2.614584,33,11,22,2.41718266666667,0.330534695833156
"Tlr8","TLR8",11,0.0789174,14,0.092769,12,0.0906996,0.087462,"TLR8",0.179555,0.145193,0.470494,13,5,10,0.265080666666667,0.859598939935846
"Tlr9","AC097637.1",14,0.506982,10,0.334472,11,0.419664,0.420372666667,"",0.121845,0.139466,0.120872,18,5,7,0.127394333333333,1.25987210035678
"Tlr9","AC097637.1",14,0.506982,10,0.334472,11,0.419664,0.420372666667,"TLR9",0.121845,0.139466,0.120872,18,5,7,0.127394333333333,1.25987210035678
"Tlr9","TLR9",14,0.506982,10,0.334472,11,0.419664,0.420372666667,"",0.121845,0.139466,0.120872,18,5,7,0.127394333333333,1.25987210035678
"Tlr9","TLR9",14,0.506982,10,0.334472,11,0.419664,0.420372666667,"TLR9",0.121845,0.139466,0.120872,18,5,7,0.127394333333333,1.25987210035678
"Tlx2","TLX2",1061,83.5923,1008,73.351,1018,84.4972,80.4801666667,"TLX2",28.236026,25.167226,35.260396,1145,214,711,29.5545493333333,2.66671145359718
"Tlx3","TLX3",860,47.033,867,43.7944,782,45.0563,45.2945666667,"TLX3",22.239301,20.89569,26.639408,989,218,580,23.258133,1.90841424880884
"Tm2d1","TM2D1",734,4.07787,759,3.8947,685,4.00933,3.99396666667,"TM2D1",32.838902,33.451878,40.523958,815,189,338,35.6049126666667,0.136428864402609
"Tm2d3","TM2D3",664,9.59133,700,9.33907,596,9.06986,9.33342,"TM2D3",50.319921,43.216234,45.001366,523,125,178,46.1791736666667,0.219025031532098
"Tm4sf1","TM4SF1",272,2.57766,309,2.70464,268,2.67568,2.65266,"TM4SF1",11.240011,10.80695,10.580435,368,86,137,10.8757986666667,0.307571734964857
"Tm4sf19","TM4SF19-TCTEX1D2",2,0.0401992,0,0,1,0.0211754,0.0204582,"TM4SF19",0,0,0,0,0,0,0,1.0204582
"Tm4sf19","TM4SF19-TCTEX1D2",2,0.0401992,0,0,1,0.0211754,0.0204582,"TM4SF19-DYNLT2B",0,0,0,0,0,0,0,1.0204582
"Tm4sf19","TM4SF19",2,0.0401992,0,0,1,0.0211754,0.0204582,"TM4SF19",0,0,0,0,0,0,0,1.0204582
"Tm4sf19","TM4SF19",2,0.0401992,0,0,1,0.0211754,0.0204582,"TM4SF19-DYNLT2B",0,0,0,0,0,0,0,1.0204582
"Tm4sf20","TM4SF20",2,0.0262777,0,0,4,0.0553682,0.0272153,"TM4SF20",0.064383,0,0.046218,2,0,1,0.036867,0.990691477306154
"Tm4sf4","TM4SF4",4,0.0379391,9,0.0788433,7,0.0699471,0.0622431666667,"TM4SF4",0,0,0,0,0,0,0,1.0622431666667
"Tm4sf5","TM4SF5",1,0.0261515,1,0.0241541,1,0.0275512,0.0259522666667,"TM4SF5",0,0,0,0,0,0,0,1.0259522666667
"Tm6sf1","TM6SF1",1812,11.0576,1815,10.23,1596,10.2608,10.5161333333,"TM6SF1",19.460467,18.848265,23.848857,932,189,391,20.7191963333333,0.530228336102184
"Tm6sf2","TM6SF2",35,0.760509,26,0.521801,20,0.457836,0.580048666667,"TM6SF2",0.581273,1.269511,1.374985,16,5,9,1.07525633333333,0.761375181122364
"Tm7sf2","TM7SF2",1552,43.3792,1696,43.7835,1359,40.0178,42.3935,"TM7SF2",55.699797,51.3075,60.867536,2180,518,916,55.9582776666667,0.761847123502383
"Tm7sf3","TM7SF3",1300,4.98534,1446,5.12171,1302,5.26025,5.12243333333,"TM7SF3",15.549578,13.810615,14.861949,1972,448,773,14.740714,0.388955249001411
"Tm9sf1","AL136295.1",806,15.9524,885,16.1781,720,15.013,15.7145,"TM9SF1",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","AL136295.1",806,15.9524,885,16.1781,720,15.013,15.7145,"",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","AL136295.1",806,15.9524,885,16.1781,720,15.013,15.7145,"",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","AL136295.4",806,15.9524,885,16.1781,720,15.013,15.7145,"TM9SF1",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","AL136295.4",806,15.9524,885,16.1781,720,15.013,15.7145,"",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","AL136295.4",806,15.9524,885,16.1781,720,15.013,15.7145,"",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","TM9SF1",806,15.9524,885,16.1781,720,15.013,15.7145,"TM9SF1",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","TM9SF1",806,15.9524,885,16.1781,720,15.013,15.7145,"",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf1","TM9SF1",806,15.9524,885,16.1781,720,15.013,15.7145,"",21.641464,24.970142,27.785907,1175,252,475,24.799171,0.647869654416415
"Tm9sf2","TM9SF2",5515,16.2836,5873,16.0162,5051,15.7118,16.0038666667,"TM9SF2",61.960444,62.428663,66.325856,7052,1826,3004,63.5716543333333,0.263333297594053
"Tm9sf3","TM9SF3",6873,20.0691,7027,18.9516,6064,18.6545,19.2250666667,"TM9SF3",60.639787,57.868494,62.922484,9721,2396,4022,60.4769216666667,0.328986327200345
"Tm9sf4","TM9SF4",1563,4.93434,1698,4.95111,1582,5.26163,5.04902666667,"TM9SF4",35.528179,29.909949,34.978017,2165,463,781,33.4720483333333,0.175476275972287
"Tma7","TMA7",1036,20.0494,1162,20.7703,1063,21.673,20.8309,"TMA7",221.898619,188.634645,254.14228,1420,285,581,221.558514666667,0.0980906079135946
"Tmbim1","TMBIM1",1092,9.75416,1332,10.9892,1077,10.1351,10.29282,"TMBIM1",21.57575,24.281486,28.454316,1625,397,735,24.7705173333333,0.438206957738994
"Tmbim4","AC078927.1",1175,7.81767,1216,7.47253,1002,7.02346,7.43788666667,"TMBIM4",92.397074,85.223985,93.791719,1444,274,561,90.470926,0.092246651866955
"Tmbim4","AC078927.1",1175,7.81767,1216,7.47253,1002,7.02346,7.43788666667,"",92.397074,85.223985,93.791719,1444,274,561,90.470926,0.092246651866955
"Tmbim4","TMBIM4",1175,7.81767,1216,7.47253,1002,7.02346,7.43788666667,"TMBIM4",92.397074,85.223985,93.791719,1444,274,561,90.470926,0.092246651866955
"Tmbim4","TMBIM4",1175,7.81767,1216,7.47253,1002,7.02346,7.43788666667,"",92.397074,85.223985,93.791719,1444,274,561,90.470926,0.092246651866955
"Tmbim6","TMBIM6",4038,36.5059,4245,35.4462,3932,37.4503,36.4674666667,"TMBIM6",100.809684,91.288084,96.062413,6141,1372,2291,96.0533936666667,0.386050041643916
"Tmc1","TMC1",36,0.0327244,35,0.0293854,30,0.0287299,0.0302799,"TMC1",0.2087,0.169323,0.268815,30,4,14,0.215612666666667,0.847539621995822
"Tmc2","TMC2",20,0.0448244,38,0.0786617,18,0.0425012,0.0553291,"TMC2",0.157413,0.226969,0.07063,21,7,3,0.151670666666667,0.916346252921842
"Tmc3","TMC3",487,1.85772,497,1.75106,440,1.76826,1.79234666667,"TMC3",0.173851,0.435208,0.303826,22,14,10,0.304295,2.14088581698925
"Tmc4","TMC4",128,1.68878,89,1.08454,72,1.00078,1.25803333333,"TMC4",3.008752,4.759302,1.951006,123,42,43,3.23968666666667,0.532594389836199
"Tmc5","TMC5",104,0.207504,79,0.145585,94,0.19759,0.183559666667,"TMC5",1.377453,0.795225,1.364818,91,17,39,1.17916533333333,0.543125227151344
"Tmc6","TMC6",907,8.68389,951,8.40974,866,8.73512,8.60958333333,"TMC6",38.155727,28.788552,32.515241,1348,278,485,33.1531733333333,0.281367217023757
"Tmc7","TMC7",696,2.20929,622,1.8236,570,1.90617,1.97968666667,"TMC7",4.486851,3.68977,4.257847,827,173,309,4.14482266666667,0.579162171317469
"Tmc8","TMC8",15,0.210977,26,0.337764,12,0.177816,0.242185666667,"TMC8",0.348747,0.763053,0.615123,27,6,14,0.575641,0.788368458720609
"Tmcc1","TMCC1",2591,2.29961,2457,2.01413,2187,2.04494,2.11956,"TMCC1",12.35233,11.318121,11.8202,1890,451,709,11.830217,0.243141639771175
"Tmcc2","TMCC2",1539,6.8312,1624,6.65793,1397,6.53279,6.67397333333,"TMCC2",19.92157,15.842353,18.192081,2795,542,1013,17.9853346666667,0.404205323112029
"Tmcc3","TMCC3",1538,0.855572,1676,0.861131,1364,0.79939,0.838697666667,"TMCC3",10.350412,12.676779,14.455809,2121,444,817,12.4943333333333,0.136257021465825
"Tmco1","TMCO1",940,5.69886,1095,6.13153,976,6.23381,6.0214,"TMCO1",41.881156,41.181973,39.363877,1443,352,562,40.809002,0.167939909209026
"Tmco2","TMCO2",1,0.043403,0,0,0,0,0.0144676666667,"TMCO2",0.048725,0,0,1,0,0,0.0162416666666667,0.998254352229243
"Tmco3","TMCO3",1308,5.84464,1401,5.78206,1231,5.79498,5.80722666667,"TMCO3",30.426274,27.279497,28.745666,1820,449,687,28.8171456666667,0.228299071372213
"Tmco4","TMCO4",159,0.286012,171,0.284104,176,0.333537,0.301217666667,"TMCO4",2.109038,2.353037,2.223788,165,42,62,2.228621,0.40302583259757
"Tmco5","TMCO5A",2,0.0224875,4,0.04154,5,0.0592279,0.0410851333333,"TMCO5A",0,0,0,0,0,0,0,1.0410851333333
"Tmco6","TMCO6",276,5.82113,252,4.90901,237,5.26612,5.33208666667,"TMCO6",5.067565,4.353017,4.726573,324,66,115,4.71571833333333,1.10783742259343
"Tmed1","TMED1",150,8.62272,169,8.97294,144,8.72087,8.77217666667,"TMED1",4.601519,4.852698,5.818934,231,42,104,5.09105033333333,1.6043500105707
"Tmed10","TMED10",4068,18.4434,4394,18.3998,3707,17.7062,18.1831333333,"TMED10",96.157915,101.902644,92.47172,6454,1546,2457,96.844093,0.196058165037107
"Tmed2","TMED2",2382,37.6792,2519,36.8029,2168,36.1296,36.8705666667,"TMED2",90.806997,101.282068,79.028017,3143,855,1235,90.3723606666667,0.414464137627512
"Tmed3","TMED3",717,18.9809,796,19.4628,609,16.9847,18.4761333333,"TMED3",22.029839,21.373867,19.668564,1097,258,386,21.02409,0.884310467914906
"Tmed4","TMED4",1249,43.06,1332,42.4141,1191,43.2581,42.9107333333,"TMED4",34.601755,39.872738,34.265258,1981,476,745,36.2465836666667,1.17891975613853
"Tmed5","TMED5",1030,6.08895,1030,5.62389,831,5.17547,5.62943666667,"TMED5",8.786989,8.584907,8.907198,1136,300,464,8.759698,0.67926657839925
"Tmed7","TMED7",2104,8.75472,2204,8.47038,1950,8.54821,8.59110333333,"TMED7",21.789732,21.750048,22.22557,3112,824,1271,21.9217833333333,0.418427449289359
"Tmed7","TMED7",2104,8.75472,2204,8.47038,1950,8.54821,8.59110333333,"TMED7-TICAM2",21.789732,21.750048,22.22557,3112,824,1271,21.9217833333333,0.418427449289359
"Tmed7","TMED7-TICAM2",2104,8.75472,2204,8.47038,1950,8.54821,8.59110333333,"TMED7",21.789732,21.750048,22.22557,3112,824,1271,21.9217833333333,0.418427449289359
"Tmed7","TMED7-TICAM2",2104,8.75472,2204,8.47038,1950,8.54821,8.59110333333,"TMED7-TICAM2",21.789732,21.750048,22.22557,3112,824,1271,21.9217833333333,0.418427449289359
"Tmed8","TMED8",3397,15.4084,3332,13.9593,2953,14.1114,14.4930333333,"TMED8",15.411466,13.625172,14.298252,4815,1045,1771,14.4449633333333,1.00311234147529
"Tmed9","TMED9",1474,9.54595,1548,9.25949,1344,9.1699,9.32511333333,"TMED9",40.184497,41.322638,40.890731,2111,536,848,40.7992886666667,0.247016484315531
"Tmeff1","TMEFF1",846,1.68433,858,1.57775,699,1.46615,1.57607666667,"TMEFF1",18.97899,17.977659,18.15253,1013,275,427,18.3697263333333,0.13299499550682
"Tmeff2","TMEFF2",2847,1.54167,3008,1.50445,2676,1.52663,1.52425,"TMEFF2",31.826294,29.341025,30.992682,4281,988,1646,30.7200003333333,0.0795791290502404
"Tmem100","TMEM100",999,25.167,1063,24.734,910,24.1519,24.6843,"TMEM100",19.842709,18.381498,18.167821,1327,303,475,18.7973426666667,1.29736098588854
"Tmem101","TMEM101",336,13.5139,356,13.2247,345,14.6186,13.7857333333,"TMEM101",12.001892,9.881707,8.516607,612,144,196,10.133402,1.32805168925904
"Tmem102","TMEM102",3,0.23028,13,0.921667,7,0.56608,0.572675666667,"TMEM102",0.150499,0.22795,0.164365,11,4,5,0.180938,1.3317173862362
"Tmem104","TMEM104",971,2.53133,1004,2.41746,894,2.45534,2.46804333333,"TMEM104",10.612539,11.35927,8.922665,1605,302,539,10.298158,0.306956526305438
"Tmem106a","TMEM106A",284,4.61709,243,3.64881,213,3.64816,3.97135333333,"TMEM106A",6.895829,5.438354,7.000296,394,77,127,6.44482633333333,0.667759476278359
"Tmem106b","TMEM106B",3633,28.9003,3842,28.2286,3133,26.2568,27.7952333333,"TMEM106B",34.209713,24.932267,39.299596,5271,1184,2182,32.8138586666667,0.851580815344391
"Tmem106c","TMEM106C",444,11.3418,464,10.9474,421,11.3299,11.2063666667,"TMEM106C",19.037555,19.918994,19.024974,657,139,244,19.3271743333333,0.600495005677375
"Tmem107","TMEM107",96,5.98877,98,5.64661,112,7.36086,6.33208,"TMEM107",23.873948,24.997802,11.647581,156,28,38,20.1731103333333,0.34629206028634
"Tmem108","TMEM108",384,0.213705,432,0.222055,407,0.238628,0.224796,"TMEM108",4.383558,3.87251,4.273928,530,112,209,4.17666533333333,0.236599417024962
"Tmem109","TMEM109",977,13.3697,1085,13.7136,937,13.5086,13.5306333333,"TMEM109",31.803153,31.733319,30.148338,1669,379,611,31.22827,0.450866066757539
"Tmem11","TMEM11",380,3.97945,372,3.59813,314,3.46428,3.68062,"TMEM11",10.922938,9.879131,9.959863,572,119,191,10.2539773333333,0.415908070663729
"Tmem114","TMEM114",3,0.0293549,12,0.108451,7,0.0721608,0.0699889,"TMEM114",0.138835,0.330734,0.187273,7,4,4,0.218947333333333,0.877797482089738
"Tmem115","TMEM115",523,17.1652,596,18.0671,543,18.7755,18.0026,"TMEM115",10.400768,9.283535,8.854106,921,199,314,9.512803,1.80756740138667
"Tmem116","TMEM116",707,1.51793,681,1.35044,641,1.44989,1.43942,"TMEM116",3.70201,1.853776,0.812387,38,9,17,2.12272433333333,0.781183268071587
"Tmem117","TMEM117",1344,0.44681,1439,0.441855,1293,0.452862,0.447175666667,"TMEM117",17.290649,16.750652,18.005465,1876,448,768,17.348922,0.0788697922780968
"Tmem119","TMEM119",23,0.5259,35,0.739159,33,0.794938,0.686665666667,"TMEM119",0.448148,1.045463,0.632384,41,13,23,0.708665,0.9871248411286
"Tmem120a","TMEM120A",385,6.66616,395,6.31694,361,6.58516,6.52275333333,"TMEM120A",28.854386,20.591595,27.316956,606,100,244,25.5876456666667,0.282941687565868
"Tmem120b","TMEM120B",385,1.21122,442,1.28434,396,1.31251,1.26935666667,"TMEM120B",11.188369,10.013947,10.877923,521,115,215,10.693413,0.194071368784289
"Tmem121","TMEM121",82,3.54122,77,3.07132,67,3.0483,3.22028,"TMEM121",1.480626,1.017645,1.482815,85,14,36,1.32702866666667,1.81359175348936
"Tmem121b","TMEM121B",4,0.127508,3,0.088327,4,0.134333,0.116722666667,"TMEM121B",0.042778,0.044661,0.037981,8,2,3,0.0418066666666667,1.07190969533727
"Tmem123","TMEM123",445,2.28,463,2.19104,387,2.08896,2.18666666667,"TMEM123",5.374672,5.113037,4.172169,610,144,188,4.886626,0.541340093063497
"Tmem125","TMEM125",4,0.200012,4,0.184735,2,0.105358,0.163368333333,"TMEM125",0.057944,0,0,2,0,0,0.0193146666666667,1.14132403994285
"Tmem126a","TMEM126A",364,8.65177,423,9.28622,354,8.86443,8.93414,"TMEM126A",22.268181,15.603443,23.55558,407,88,162,20.4757346666667,0.462575094831059
"Tmem126b","TMEM126B",1242,22.5093,1259,21.0747,1069,20.4109,21.3316333333,"TMEM126B",18.914634,18.516348,19.576538,1694,407,688,19.0025066666667,1.11644173930034
"Tmem127","TMEM127",3320,39.0374,3298,35.8169,3029,37.522,37.4587666667,"TMEM127",24.39813,21.88881,22.758703,4848,1058,1814,23.0152143333333,1.60143341353897
"Tmem128","TMEM128",607,9.96951,569,8.63162,522,9.03233,9.21115333333,"TMEM128",19.818335,19.901746,19.49846,759,173,283,19.7395136666667,0.492352593095843
"Tmem129","TMEM129",892,26.6192,848,23.3733,816,25.6545,25.2156666667,"TMEM129",15.068972,15.139199,13.445052,1271,295,414,14.5510743333333,1.68577849380524
"Tmem130","TMEM130",3269,19.5869,3400,18.8159,2968,18.7352,19.046,"TMEM130",48.589003,40.651749,43.246039,5289,1146,1766,44.1622636666667,0.443866147807722
"Tmem131","TMEM131",2402,2.4612,2376,2.24861,2369,2.5573,2.42237,"TMEM131",15.837749,13.859235,14.654401,3291,700,1278,14.783795,0.21682808221977
"Tmem131l","TMEM131L",2054,2.23686,2138,2.15051,2048,2.3497,2.24569,"TMEM131L",26.348689,23.284854,29.219221,2626,562,996,26.2842546666667,0.118958353074064
"Tmem132a","TMEM132A",460,5.89126,500,5.91446,367,4.95177,5.58583,"TMEM132A",6.560201,10.145097,8.761878,671,158,268,8.48905866666667,0.694044607726457
"Tmem132b","TMEM132B",273,0.162463,261,0.143459,293,0.183698,0.163206666667,"TMEM132B",0.986096,1.300757,1.179188,335,93,158,1.155347,0.539684174597872
"Tmem132c","TMEM132C",393,0.188271,417,0.184511,403,0.203395,0.192059,"TMEM132C",4.34133,4.080765,5.568209,741,171,224,4.66343466666667,0.210483402769015
"Tmem132d","TMEM132D",1796,0.427901,1831,0.402921,1688,0.423695,0.418172333333,"TMEM132D",0.565431,0.578847,0.548737,145,36,56,0.564338333333333,0.906563690931949
"Tmem132e","TMEM132E",3429,9.26665,3763,9.39257,3566,10.1527,9.60397333333,"TMEM132E",42.700147,41.977104,49.034423,5669,1299,2241,44.570558,0.232693515258909
"Tmem134","TMEM134",534,13.0031,585,13.157,538,13.8017,13.3206,"TMEM134",25.374937,19.487714,58.619646,840,159,372,34.494099,0.403464249085461
