"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"MS4A2",10,0.171156,7,0.128597,14,0.251918,0.183890333333,"Ms4a2",0,0.016741,0,0,1,0,0.00558033333333333,1.17732049254444
"MS4A3",3,0.0360725,1,0.0129061,3,0.037924,0.0289675333333,"Ms4a3",0,0.030713,0,0,1,0,0.0102376666666667,1.01854005971529
"MS4A4A",1563,2.06479,952,1.34988,3073,4.26794,2.56087,"Ms4a4b",0.014206,0,0.226298,1,0,2,0.080168,3.29658904911088
"MS4A4A",1563,2.06479,952,1.34988,3073,4.26794,2.56087,"Ms4a4a",0.213749,0,0.06107,2,0,1,0.0916063333333333,3.26204593292026
"MS4A4A",1563,2.06479,952,1.34988,3073,4.26794,2.56087,"Ms4a4c",0,0.083026,0.052343,0,1,2,0.045123,3.40713006985781
"MS4A4A",1563,2.06479,952,1.34988,3073,4.26794,2.56087,"Ms4a4d",0.049577,0,0.029187,1,0,1,0.0262546666666667,3.46977228524174
"MS4A4E",630,2.56743,461,2.0165,1062,4.55009,3.04467333333,"Ms4a4a",0.213749,0,0.06107,2,0,1,0.0916063333333333,3.70524905345608
"MS4A4E",630,2.56743,461,2.0165,1062,4.55009,3.04467333333,"Ms4a4b",0.014206,0,0.226298,1,0,2,0.080168,3.74448542572081
"MS4A4E",630,2.56743,461,2.0165,1062,4.55009,3.04467333333,"Ms4a4c",0,0.083026,0.052343,0,1,2,0.045123,3.87004528015363
"MS4A4E",630,2.56743,461,2.0165,1062,4.55009,3.04467333333,"Ms4a4d",0.049577,0,0.029187,1,0,1,0.0262546666666667,3.9411984809456
"MS4A5",5,0.0340637,6,0.0438746,8,0.0572994,0.0450792333333,"Ms4a5",0.181532,0,0,2,0,0,0.0605106666666667,0.985449054103464
"MS4A6A",1962,27.0892,1257,18.6283,4848,70.3717,38.6964,"Ms4a6b",1.262008,0.775012,0.960827,17,23,18,0.999282333333333,19.8553247523653
"MS4A6A",1962,27.0892,1257,18.6283,4848,70.3717,38.6964,"Ms4a6d",0.886975,0.996442,0.823566,8,19,18,0.902327666666667,20.8672778594224
"MS4A6A",1962,27.0892,1257,18.6283,4848,70.3717,38.6964,"Ms4a6c",0.698814,0.664967,0.5316,13,23,19,0.631793666666667,24.3268501471081
"MS4A6E",2005,5.67095,1052,3.19372,4630,13.7677,7.54412333333,"Ms4a6b",1.262008,0.775012,0.960827,17,23,18,0.999282333333333,4.27359517506699
"MS4A6E",2005,5.67095,1052,3.19372,4630,13.7677,7.54412333333,"Ms4a6d",0.886975,0.996442,0.823566,8,19,18,0.902327666666667,4.49140465285949
"MS4A6E",2005,5.67095,1052,3.19372,4630,13.7677,7.54412333333,"Ms4a6c",0.698814,0.664967,0.5316,13,23,19,0.631793666666667,5.2360316796568
"MS4A7",1954,19.5433,1014,10.8856,4511,47.4333,25.9540666667,"Ms4a7",0.018553,0.28323,0.553436,1,7,9,0.285073,20.9747358062149
"MS4A8",5,0.053843,10,0.115585,3,0.033964,0.0677973333333,"Ms4a8a",0,0,0,0,0,0,0,1.0677973333333
"MSANTD1",96,0.612755,79,0.541232,72,0.483155,0.545714,"Msantd1",0.910732,4.185061,2.767182,11,36,29,2.62099166666667,0.426875878845344
"MSANTD2",423,2.16227,523,2.86953,597,3.20835,2.74671666667,"Msantd2",14.767595,12.12339,13.950112,83,98,78,13.613699,0.256383867402086
"MSANTD3",490,3.48601,509,3.88679,461,3.44804,3.60694666667,"Msantd3",8.916222,8.489933,4.428689,109,149,150,7.27828133333333,0.556510038879648
"MSANTD4",929,6.0601,968,6.77766,1058,7.25584,6.69786666667,"Msantd4",22.187206,21.14602,18.837916,894,1486,1322,20.723714,0.354353158335172
"MSC",165,9.87169,137,8.79769,74,4.65455,7.77464333333,"Msc",0.893569,0.677061,0.805596,13,20,18,0.792075333333333,4.89635852361675
"MSH2",1740,1.16834,1957,1.41043,1322,0.933232,1.17066733333,"Msh2",16.479535,12.944699,15.784846,409,660,598,15.0696933333333,0.135078329642258
"MSH3",716,0.563028,716,0.604325,687,0.567952,0.578435,"Msh3",9.622772,6.452406,5.103433,312,361,293,7.059537,0.195846858200415
"MSH4",189,0.283756,99,0.159536,92,0.145214,0.196168666667,"Msh4",0.24922,0.208848,0.196975,10,14,13,0.218347666666667,0.981795836601922
"MSH5",281,2.13418,310,2.52713,503,4.01635,2.89255333333,"Msh5",0.510706,1.05313,0.268449,4,5,5,0.610761666666667,2.41659173661943
"MSH5-SAPCD1",504,3.54576,513,3.8738,691,5.11087,4.17681,"Msh5",0.510706,1.05313,0.268449,4,5,5,0.610761666666667,3.21388949534227
"MSH6",2019,3.07857,2197,3.59569,2246,3.60048,3.42491333333,"Msh6",4.586349,3.285935,2.713216,286,345,311,3.5285,0.977125611864856
"MSI1",62,0.389127,78,0.525454,81,0.534469,0.483016666667,"Msi1",11.031075,7.944383,8.260089,285,399,429,9.07851566666667,0.147146337388935
"MSI2",2240,0.912524,2909,1.27198,2492,1.06729,1.08393133333,"Msi2",29.81302,13.315164,15.770824,1632,1776,1591,19.6330026666667,0.100999906169579
"MSL1",2460,28.7522,2685,33.6838,2279,28.0039,30.1466333333,"Msl1",106.586432,45.947522,49.786927,2133,1918,1715,67.4402936666667,0.455092046872232
"MSL2",601,2.17267,740,2.87138,781,2.9683,2.67078333333,"Msl2",12.293822,6.57268,5.80698,850,768,667,8.224494,0.397938719818128
"MSLN",8,0.171863,3,0.0691759,9,0.20327,0.148102966667,"Msln",1.270129,4.246803,1.015117,19,18,13,2.17734966666667,0.361339823158798
"MSLNL",3,0.0375886,1,0.0134485,1,0.0131726,0.0214032333333,"Mslnl",0.07899,0.042846,0.056331,3,3,4,0.059389,0.964143702958309
"MSMO1",7076,79.7632,5664,68.5297,3411,40.4236,62.9055,"Msmo1",73.129556,102.511938,107.802822,1135,2211,2224,94.4814386666667,0.669297623626087
"MSMP",650,31.334,667,34.5119,588,29.8001,31.882,"Msmp",0,0,0,0,0,0,0,32.882
"MSN",8736,9.93892,8613,10.5177,10286,12.303,10.9198733333,"Msn",6.985758,4.923811,4.740131,401,496,483,5.5499,1.81985577387441
"MSR1",1007,0.382761,722,0.294561,3222,1.28754,0.654954,"Msr1",0.105698,0.081961,0.024287,3,2,2,0.0706486666666667,1.54574890113346
"MSRA",391,0.182347,395,0.197724,396,0.194158,0.191409666667,"Msra",17.110738,19.110949,19.66194,258,528,558,18.6278756666667,0.0606998784229273
"MSRB1",368,12.5639,424,15.5375,328,11.773,13.2914666667,"Msrb1",13.381536,17.671013,20.92947,140,345,413,17.3273396666667,0.77978947990433
"MSRB2",463,3.05979,471,3.34097,458,3.18211,3.19429,"Msrb2",43.641561,56.262449,43.972062,167,347,390,47.9586906666667,0.0856699789738386
"MSRB3",630,0.51723,829,0.730531,1077,0.929603,0.725788,"Msrb3",2.050585,1.229866,1.545391,114,97,118,1.608614,0.66157277389449
"MSS51",99,1.73247,76,1.42752,100,1.83979,1.66659333333,"Mss51",0.23604,0.067551,0.022215,6,3,1,0.108602,2.40536579703988
"MST1",189,5.94386,239,8.06761,124,4.09983,6.0371,"Mst1",0.031846,0.215923,0.017156,1,1,1,0.0883083333333333,6.46609033898175
"MST1R",44,0.455593,40,0.444554,18,0.195945,0.365364,"Mst1r",0.606433,0.190083,0.191847,15,25,21,0.329454333333333,1.02701083126085
"MSTN",29,0.720665,27,0.720177,26,0.679277,0.706706333333,"Mstn",0.105595,0.139971,0.049251,4,9,3,0.0982723333333333,1.55399192125056
"MSTO1",944,34.6244,889,34.9987,1019,39.2936,36.3055666667,"Msto1",6.365801,8.937103,8.523634,160,421,397,7.94217933333333,4.17186518812453
"MSX1",64,2.61721,56,2.45803,19,0.816866,1.96403533333,"Msx1",1.615413,2.748161,2.814743,39,131,139,2.39277233333333,0.873632251775023
"MSX2",5,0.138321,8,0.237546,0,0,0.125289,"Msx2",0.17228,0.098182,0.19663,5,6,12,0.155697333333333,0.973688324394046
"MT1M",94,12.4125,62,8.78745,164,22.7674,14.6557833333,"Mt1",237.734539,354.977232,326.577508,1134,3170,2960,306.429759666667,0.0509247489581845
"MT4",1,0.0449676,0,0,1,0.0472757,0.0307477666667,"Mt4",0,0,0,0,0,0,0,1.0307477666667
"MTA1",1242,4.26196,1262,4.64823,1395,5.03269,4.64762666667,"Mta1",16.5211,13.665522,12.081761,576,913,815,14.089461,0.374276236021287
"MTA2",1448,29.2377,1530,33.1593,1461,31.0143,31.1371,"Mta2",12.996003,11.471881,9.936198,469,825,737,11.4680273333333,2.57756091968786
"MTA3",2382,1.586,2449,1.75021,1943,1.36011,1.56544,"Mta3",27.418412,17.86945,16.195554,1024,1140,1149,20.494472,0.11935347841994
"MTAP",1361,1.76102,1428,1.98323,1706,2.32072,2.02165666667,"Mtap",4.235083,4.247485,4.432544,154,303,315,4.30503733333333,0.569582545194153
"MTBP",589,1.06372,851,1.64961,961,1.82462,1.51265,"Mtbp",1.430001,1.098517,1.775519,20,33,50,1.434679,1.03202516635663
"MTCH1",5487,52.7907,5998,61.9398,5367,54.2866,56.3390333333,"Mtch1",286.253048,337.594497,366.548327,3541,8336,7835,330.131957333333,0.173160675263909
"MTCH2",1957,13.517,2095,15.5315,1996,14.494,14.5141666667,"Mtch2",77.058902,65.891521,68.537271,902,1767,1650,70.495898,0.216993801052754
"MTCL1",1313,1.80446,1083,1.59754,864,1.24835,1.55011666667,"Mtcl1",22.252913,5.395503,5.845507,923,510,477,11.164641,0.209633532684606
"MTCP1",960,1.99885,1067,2.38458,1227,2.6859,2.35644333333,"Mtcp1",1.927766,0.75198,0.697053,36,30,27,1.12559966666667,1.57905714136356
"MTDH",3198,6.49056,3854,8.39567,3910,8.34293,7.74305333333,"Mtdh",35.649575,35.066768,32.746445,1179,1520,1200,34.487596,0.246369275995196
"MTERF1",375,0.347185,404,0.401469,413,0.401993,0.383549,"Mterf1a",1.088258,1.126165,1.068221,21,43,35,1.09421466666667,0.660652903459117
"MTERF1",375,0.347185,404,0.401469,413,0.401993,0.383549,"Mterf1b",0.635728,0.511304,0.227007,12,16,7,0.458013,0.948927753044726
"MTERF2",479,8.46629,619,11.7433,476,8.8451,9.68489666667,"Mterf2",15.586271,19.023002,16.901823,127,245,238,17.1703653333333,0.588039726811033
"MTERF3",413,3.24813,442,3.73118,434,3.58849,3.5226,"Mterf3",31.743489,23.251241,23.721305,230,332,330,26.2386783333333,0.166035956100905
"MTERF4",2634,15.2552,3095,19.2399,3387,20.6231,18.3727333333,"Mterf4",10.85529,10.336661,7.880729,131,254,222,9.69089333333333,1.81207806768564
"MTF1",449,1.5682,438,1.64199,601,2.20683,1.80567333333,"Mtf1",7.230291,4.141238,3.664519,468,426,363,5.012016,0.466677622503001
"MTF2",484,1.41289,558,1.74839,616,1.89052,1.68393333333,"Mtf2",13.331379,7.298667,5.854416,436,363,301,8.828154,0.273086210628161
"MTFMT",345,2.14275,411,2.7399,451,2.94487,2.60917333333,"Mtfmt",4.50813,4.931821,3.771557,84,177,159,4.403836,0.667890982133803
"MTFP1",97,4.93759,55,3.00501,67,3.58555,3.84271666667,"Mtfp1",32.219413,42.311226,39.597042,566,1351,1268,38.0425603333333,0.124036861961008
"MTFR1",786,1.08524,851,1.26117,1511,2.19334,1.51325,"Mtfr1",3.647166,4.407771,3.766713,105,244,201,3.94055,0.508698424264505
"MTFR1L",1975,24.123,1993,26.1283,1587,20.3788,23.5433666667,"Mtfr1l",22.300912,25.850279,25.033115,596,1204,1122,24.3947686666667,0.966473331135943
"MTG1",974,5.98575,885,5.83772,857,5.53705,5.78684,"Mtg1",57.817983,77.522961,79.788459,152,362,368,71.709801,0.0933414740056846
"MTG2",716,6.0898,700,6.39041,651,5.82116,6.10045666667,"Mtg2",4.395702,5.317746,6.069883,100,191,230,5.26111033333333,1.13405710627205
"MTHFD1",1815,4.20378,2068,5.14108,2118,5.15736,4.83407333333,"Mthfd1",21.227212,18.17564,20.870752,489,671,618,20.0912013333333,0.276611713155932
"MTHFD1L",1376,1.01712,1672,1.32658,1779,1.38251,1.24207,"Mthfd1l",3.931466,3.091332,2.390338,163,239,238,3.137712,0.541862265909275
"MTHFD2",1771,16.3216,1412,13.9675,2153,20.8606,17.0499,"Mthfd2",7.223066,5.883731,5.817528,116,224,197,6.30810833333333,2.46984570790663
"MTHFD2L",395,0.365255,505,0.501223,568,0.552186,0.472888,"Mthfd2l",6.389584,5.840623,4.782182,101,191,175,5.67079633333333,0.22079642765289
"MTHFR",1437,11.8427,1365,12.0745,1616,14.0015,12.6395666667,"Mthfr",5.866009,3.524258,4.157611,294,314,338,4.51595933333333,2.47274605240019
"MTHFS",231,0.632581,192,0.564346,268,0.771573,0.656166666667,"Mthfsl",11.022416,11.147594,11.800533,47,98,109,11.3235143333333,0.134390777003221
"MTHFS",231,0.632581,192,0.564346,268,0.771573,0.656166666667,"Mthfs",11.547651,5.912501,17.885305,31,42,60,11.781819,0.129572063778012
"MTHFSD",552,3.84843,712,5.328,619,4.53704,4.57115666667,"Mthfsd",24.333535,29.618275,31.346205,326,505,484,28.4326716666667,0.189284776107481
"MTIF2",705,3.76035,765,4.37967,856,4.80011,4.31337666667,"Mtif2",14.30302,8.461845,13.301489,264,425,451,12.022118,0.408027071070159
"MTIF3",1104,12.9017,1114,13.9735,1138,13.9817,13.6189666667,"Mtif3",16.263936,22.138363,12.933569,175,363,359,17.111956,0.807144555049714
"MTLN",223,1.14947,270,1.49382,269,1.45775,1.36701333333,"Mtln",12.60953,14.393129,14.830008,112,228,232,13.9442223333333,0.158389863355441
"MTMR10",1847,6.12415,2266,8.06453,2432,8.47775,7.55547666667,"Mtmr10",6.327843,5.286601,4.364549,381,546,489,5.326331,1.35235994870803
"MTMR11",358,7.60023,389,8.86408,383,8.54831,8.33754,"Mtmr11",5.26322,4.835364,5.998822,87,134,143,5.365802,1.46682853158172
"MTMR12",608,1.23517,730,1.59179,827,1.76631,1.53109,"Mtmr12",8.669396,3.619598,3.043779,597,430,360,5.11092433333333,0.41419102282017
"MTMR14",997,3.28874,1038,3.67513,1220,4.2309,3.73159,"Mtmr14",13.653595,16.199828,14.576637,140,297,277,14.81002,0.299277926277133
"MTMR2",1842,3.48136,1984,4.02477,1803,3.58255,3.69622666667,"Mtmr2",21.774858,24.539759,25.055529,786,1443,1367,23.7900486666667,0.189439993838522
"MTMR3",1536,1.81663,1639,2.08063,1996,2.48184,2.12636666667,"Mtmr3",16.138701,10.581445,10.72898,1313,1591,1612,12.483042,0.231873984125392
"MTMR4",2680,16.499,2691,17.7819,2457,15.9026,16.7278333333,"Mtmr4",16.137719,9.953486,8.972395,1374,1442,1320,11.6878666666667,1.39722727224698
"MTMR6",3603,15.0551,3849,17.2627,3188,14.0048,15.4408666667,"Mtmr6",47.138932,34.293666,34.549262,2059,2976,2836,38.66062,0.414538821296793
"MTMR7",955,1.4292,1191,1.91312,1050,1.65203,1.66478333333,"Mtmr7",22.747157,17.940673,16.378842,823,1141,1059,19.022224,0.133091275641008
"MTMR9",1913,7.71271,1994,8.62894,2208,9.35899,8.56688,"Mtmr9",36.167715,22.124883,22.066949,1088,1170,1185,26.7865156666667,0.344299375811147
"MTNR1A",1,0.00797239,1,0.00855715,1,0.0083816,0.00830371333333,"Mtnr1a",0,0,1.017346,0,0,4,0.339115333333333,0.752962562846215
"MTNR1B",5,0.0569164,2,0.0244364,1,0.0119675,0.0311067666667,"Mtnr1b",0,0,0,0,0,0,0,1.0311067666667
"MTO1",563,2.06374,600,2.36068,622,2.39703,2.27381666667,"Mto1",11.173855,7.484418,7.442554,228,398,399,8.70027566666667,0.337497281434992
"MTOR",4100,4.59095,6221,7.47686,5493,6.46646,6.17809,"Mtor",23.725503,10.432497,7.961228,1681,963,1114,14.0397426666667,0.477274788478207
"MTPAP",404,1.09173,508,1.47346,613,1.74154,1.43557666667,"Mtpap",9.1518,8.426206,6.935133,303,465,401,8.17104633333333,0.265572387069683
"MTPN",5811,20.0628,5877,21.7789,6216,22.5626,21.4681,"Mtpn",80.317142,50.883489,40.438307,4730,5188,3882,57.2129793333333,0.385963753398455
"MTR",2355,3.26555,2411,3.58841,2844,4.14603,3.66666333333,"Mtr",2.488928,0.83833,0.688915,323,173,158,1.33872433333333,1.99538836912801
"MTRES1",388,2.89821,337,2.70189,312,2.45014,2.68341333333,"Mtres1",19.865881,18.599571,15.640607,186,299,261,18.035353,0.193503810164697
"MTREX",3307,4.91304,4001,6.38007,3839,5.99615,5.76308666667,"Mtrex",24.453812,18.757675,14.851246,953,1354,1121,19.3542443333333,0.332269110850476
"MTRF1",369,1.3655,362,1.43785,342,1.33055,1.37796666667,"Mtrf1",2.68463,3.584893,3.471514,67,156,153,3.24701233333333,0.559915178019654
"MTRF1L",946,10.7679,935,11.4233,1056,12.6369,11.6093666667,"Mtrf1l",3.855077,3.512859,5.27472,62,107,121,4.21421866666667,2.41826579834652
"MTRR",701,2.23312,737,2.52,1014,3.39601,2.71637666667,"Mtrr",5.82294,7.568769,4.653558,138,292,249,6.015089,0.529768997466746
"MTSS1",2345,2.30618,2433,2.56822,4899,5.06519,3.31319666667,"Mtss1",20.47507,10.71551,10.976151,601,598,630,14.055577,0.286484979398
"MTSS2",2284,16.0568,2334,17.6119,2238,16.541,16.7365666667,"Mtss2",43.40005,23.051172,27.012254,2462,2445,2887,31.154492,0.551604630130683
"MTTP",26,0.0754026,47,0.146302,41,0.125007,0.115570533333,"Mttp",3.303364,2.895545,3.065695,168,271,295,3.08820133333333,0.27287563463109
"MTURN",9378,58.9815,8304,56.0574,8556,56.5736,57.2041666667,"Mturn",29.484564,28.045815,26.93701,2378,4019,3904,28.1557963333333,1.99631544963689
"MTUS1",4162,4.62757,3763,4.49082,4568,5.33968,4.81935666667,"Mtus1",26.772266,13.812177,14.493509,745,864,812,18.3593173333333,0.300597204254206
"MTUS2",570,0.145243,550,0.150426,445,0.119211,0.138293333333,"Mtus2",12.714819,4.558271,6.23812,666,488,527,7.83707,0.128808907628094
"MTX1",460,15.6772,555,20.3023,421,15.0845,17.0213333333,"Mtx1",46.835205,62.203676,66.049261,238,538,571,58.362714,0.303580010396762
"MTX2",1118,2.84585,1377,3.76222,1036,2.77248,3.12685,"Mtx2",21.996731,30.163831,35.80879,254,594,638,29.3231173333333,0.136095835881078
"MTX3",1013,12.1754,1371,17.687,1285,16.2374,15.3666,"Mtx3",8.453182,4.888863,3.740927,765,632,581,5.694324,2.4448473064644
"MUC1",175,4.31021,177,4.67923,550,14.2417,7.74371333333,"Muc1",0.06261,0.051881,0.27365,2,3,3,0.129380333333333,7.74204497392228
"MUC13",21,0.0758336,12,0.0465119,40,0.151859,0.0914015,"Muc13",0.068878,0,0,3,0,0,0.0229593333333333,1.06690604839945
"MUC15",12,0.158433,48,0.680216,11,0.152685,0.330444666667,"Muc15",0.195758,0.07601,0.065271,10,6,5,0.112346333333333,1.19607052839388
"MUC16",10,0.0131849,6,0.00849121,3,0.00415851,0.00861154,"Muc16",0,0,0,0,0,0,0,1.00861154
"MUC17",2,0.00900789,3,0.0145029,4,0.0189405,0.01415043,"Muc3",0,0,0,0,0,0,0,1.01415043
"MUC20",171,1.47597,426,3.94666,275,2.49546,2.63936333333,"Muc20",0,0,0,0,0,0,0,3.63936333333
"MUC21",0,0,0,0,1,0.0296906,0.00989686666667,"Muc21",0,0,0,0,0,0,0,1.00989686666667
"MUC3A",162,1.50427,81,0.8073,71,0.693116,1.001562,"Muc3a",1.331806,0.212115,0.188081,35,10,9,0.577334,1.26895254904795
"MUC4",24,0.0642975,63,0.181161,65,0.183077,0.142845166667,"Muc4",0,0.139502,0,0,1,0,0.0465006666666667,1.09206348650232
"MUC5AC",9,0.0364074,2,0.00868396,3,0.0127587,0.0192833533333,"Muc5ac",0,0,0,0,0,0,0,1.0192833533333
"MUC5B",53,0.236762,57,0.273307,228,1.0708,0.526956333333,"Muc5b",0,0,0,0,0,0,0,1.526956333333
"MUCL3",7,0.062079,11,0.104708,21,0.195796,0.120861,"Mucl3",0.026857,0,0,1,0,0,0.00895233333333333,1.1109157122388
"MUL1",607,12.1832,610,13.1414,509,10.7406,12.0217333333,"Mul1",16.593545,17.943906,18.73764,551,1046,989,17.7583636666667,0.694182795722178
"MUS81",627,10.4043,702,12.5032,687,11.985,11.6308333333,"Mus81",19.468276,18.141772,16.251909,138,301,351,17.9539856666667,0.666394580824927
"MUSK",107,0.135671,188,0.25586,267,0.355921,0.249150666667,"Musk",0.094802,0.090536,0.167334,3,8,15,0.117557333333333,1.11775085663047
"MUSTN1",77,7.05762,96,9.44451,65,6.26353,7.58855333333,"Mustn1",1.196141,0.836837,0.859129,19,24,25,0.964035666666667,4.37291108257029
"MUTYH",262,3.90173,293,4.68343,269,4.21159,4.26558333333,"Mutyh",2.016848,0.935069,0.41471,15,19,15,1.122209,2.4811803801275
"MVB12A",403,2.51415,449,3.00658,563,3.6926,3.07111,"Mvb12a",11.153236,17.167161,18.039008,112,318,350,15.453135,0.24743673470132
"MVB12B",1397,1.35426,1287,1.33913,1053,1.07318,1.25552333333,"Mvb12b",23.858484,17.351143,18.238458,1594,1883,1963,19.8160283333333,0.108355124100123
"MVD",4489,69.8516,2198,36.7109,1707,27.9253,44.8292666667,"Mvd",7.341309,8.052984,7.588073,175,362,346,7.66078866666667,5.29158122089805
"MVK",1293,9.0823,1193,8.99452,643,4.74839,7.60840333333,"Mvk",10.545547,26.474134,21.022027,158,466,472,19.347236,0.423074826149851
"MVP",1992,12.5877,1810,12.2766,2403,15.9643,13.6095333333,"Mvp",2.431586,1.916637,1.768384,112,159,149,2.038869,4.80755614450639
"MX1",4352,19.5392,4914,23.6807,5794,27.3486,23.5228333333,"Mx1",0.236672,0.214821,0.21187,8,11,11,0.221121,20.0822304532475
"MX1",4352,19.5392,4914,23.6807,5794,27.3486,23.5228333333,"Mx2",1.161247,0.273189,0.843894,11,17,32,0.759443333333333,13.9378363989936
"MXD1",1348,5.20337,1390,5.75904,1542,6.25774,5.74005,"Mxd1",6.263858,4.471811,2.657186,345,364,336,4.464285,1.23347336385273
"MXD3",1318,20.3818,1315,21.827,1427,23.2001,21.8029666667,"Mxd3",0.584989,0.384518,0.606047,4,7,15,0.525184666666667,14.9509545729544
"MXD4",2197,26.1489,2134,27.2621,1845,23.0865,25.4991666667,"Mxd4",22.01638,24.130187,22.277863,1001,1723,1510,22.8081433333333,1.11302953345375
"MXI1",1526,3.34237,2242,5.27079,1966,4.52712,4.38009333333,"Mxi1",27.520553,25.819191,21.411922,831,1350,1139,24.917222,0.207587577608819
"MXRA8",1730,33.2522,1814,37.4242,2201,44.4767,38.3843666667,"Mxra8",8.901647,5.310618,6.300397,83,117,149,6.837554,5.02508393137706
"MYADM",2592,38.7921,2453,39.4045,1486,23.3811,33.8592333333,"Myadm",21.143696,8.684837,8.649,768,520,577,12.8258443333333,2.52130954847049
"MYADML2",24,0.552481,35,0.864798,19,0.45983,0.625703,"Myadml2",5.087308,4.609931,4.875098,70,121,138,4.85744566666667,0.277544699945147
"MYBBP1A",722,7.53706,663,7.4288,803,8.81289,7.92625,"Mybbp1a",18.190709,13.060957,15.935429,542,788,771,15.7290316666667,0.533578402973912
"MYBL1",99,0.332134,83,0.29888,144,0.5079,0.379638,"Mybl1",1.493721,0.617332,0.940238,54,71,78,1.017097,0.683972064804023
"MYBL2",45,0.158891,16,0.0606384,35,0.129925,0.1164848,"Mybl2",0.343715,0.116722,0.193446,8,5,7,0.217961,0.9166835391281
"MYBPC1",99,0.146973,147,0.23424,185,0.288744,0.223319,"Mybpc1",2.106361,0.837485,0.52497,47,47,43,1.156272,0.567330559409945
"MYBPC2",18,0.0940647,21,0.117791,22,0.120869,0.110908233333,"Mybpc2",0.291332,0.050933,0.030122,5,5,3,0.124129,0.988239101858417
"MYBPH",15,0.326907,34,0.795339,14,0.320774,0.481006666667,"Mybph",0.119348,0.085796,0,3,4,0,0.0683813333333333,1.38621540873078
"MYBPHL",12,0.143128,17,0.217636,24,0.300948,0.220570666667,"Mybphl",0.060626,0,0.032837,1,0,1,0.0311543333333333,1.18369348526263
"MYC",935,21.727,615,15.3392,952,23.2575,20.1079,"Myc",2.410129,0.99359,1.611211,54,50,68,1.67164333333333,7.90071778543294
"MYCBP",229,3.67838,240,4.13783,334,5.64035,4.48552,"Mycbp",35.387644,50.793501,54.526063,62,127,127,46.9024026666667,0.114514506467901
"MYCBP2",6264,3.87453,7118,4.7257,5915,3.84645,4.14889333333,"Mycbp2",45.032475,9.940706,10.415449,5598,1659,2054,21.79621,0.225866200273203
"MYCBPAP",93,0.702786,89,0.72189,95,0.754748,0.726474666667,"Mycbpap",1.558788,0.940378,1.506032,29,43,45,1.335066,0.739368680228739
"MYCL",54,1.38102,59,1.61957,65,1.74766,1.58275,"Mycl",4.434764,4.635427,3.769318,190,338,319,4.27983633333333,0.489172360077576
"MYCT1",196,1.28373,307,2.15823,236,1.62506,1.68900666667,"Myct1",0.144057,0.261998,0.364538,6,19,26,0.256864333333333,2.13945657884847
"MYD88",434,16.6819,395,16.2965,823,33.2579,22.0787666667,"Myd88",1.935879,3.224489,2.619035,54,89,121,2.59313433333333,6.42301804655601
"MYDGF",817,4.9222,789,5.10217,850,5.38387,5.13608,"Mydgf",16.969815,25.98915,25.397348,286,682,680,22.7854376666667,0.257976333502545
"MYEF2",1412,5.6419,1410,6.04714,1458,6.12472,5.93792,"Gm9833",0.213488,0,0.058102,5,0,3,0.09053,6.36197078484773
"MYEF2",1412,5.6419,1410,6.04714,1458,6.12472,5.93792,"Myef2",27.513105,14.976521,13.932122,917,901,772,18.8072493333333,0.350271755721491
"MYF6",1,0.0948936,1,0.101854,1,0.0997642,0.0988372666667,"Myf6",0,0,0,0,0,0,0,1.0988372666667
"MYH1",0,0,3,0.0214415,2,0.0140011,0.0118142,"Myh1",0.121753,0.044122,0.039256,11,7,7,0.068377,0.947057265366065
"MYH10",3173,3.54069,3801,4.55257,2849,3.34232,3.81186,"Myh10",134.681625,24.846436,24.783566,4536,1423,1728,61.437209,0.0770671860108289
