"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"CERS5","Cers5",13.70216,17.996657,18.567494,344,716,674,16.755437,87.44147,87.44147,0.200759180054334
"CERS6","Cers6",10.734915,2.784057,2.740593,759,479,477,5.419855,5.3108,5.3108,1.01728069341446
"CES1","Ces1f",0.515751,0,0,2,0,0,0.171917,2.21975,2.21975,0.363977638015374
"CES2","Ces2e",0.035386,0.019957,0.039298,1,1,2,0.031547,36.57398,36.57398,0.0274537592238033
"CES3","Ces3b",0,0,0,0,0,0,0,4.72993,4.72993,0.174522201841907
"CES4A","Ces4a",0,0,0,0,0,0,0,60.45183,60.45183,0.0162729083901977
"CES5A","Ces5a",0.21518,0.501712,0.494124,4,12,9,0.403672,0.89205,0.89205,0.74187891440501
"CETN1","Cetn1",0,0,0,0,0,0,0,0,0,1
"CETN2","Cetn2",22.39166,23.714218,23.958099,292,536,513,23.354659,24.9566,24.9566,0.938283866145797
"CETN3","Cetn3",77.786224,66.895604,77.900035,345,537,592,74.1939543333333,16.84519,16.84519,4.21368191279181
"CETN4P","Cetn4",8.151909,7.059625,7.150133,81,149,137,7.453889,1.70112,1.70112,3.12977172432176
"CFB","Cfb",2.872044,1.664778,0.682271,37,39,16,1.73969766666667,10.89129,10.89129,0.230395328569622
"CFC1B","Cfc1",0,0,0,0,0,0,0,0,0,1
"CFD","Cfd",0,0,0,0,0,0,0,20.43413,20.43413,0.0466545644726425
"CFDP1","Cfdp1",46.357122,49.447555,50.974186,693,1289,1350,48.9262876666667,251.95176,251.95176,0.19737473922564
"CFH","Cfh",8.620655,7.852137,6.69742,536,829,734,7.723404,8.50558,8.50558,0.917714016398789
"CFI","Cfi",0.033924,0,0.019114,1,0,1,0.0176793333333333,2.90434,2.90434,0.260653358399456
"CFL1","Cfl1",560.542315,641.934014,609.010125,7175,14990,14204,603.828818,879.60104,879.60104,0.686836365762184
"CFL2","Cfl2",65.876199,74.719627,74.658133,985,1895,1767,71.7513196666667,149.69814,149.69814,0.4827618951811
"CFLAR","Cflar",6.022872,5.189499,4.117003,292,253,224,5.10979133333333,33.85634,33.85634,0.175284936207684
"CFP","Cfp",2.594248,3.465639,1.353175,27,53,36,2.47102066666667,2.30273,2.30273,1.05095501802045
"CFTR","Cftr",0.212036,0.157351,0.077911,20,26,13,0.149099333333333,0.51863,0.51863,0.756668400685706
"CGA","Cga",0,0.199956,0,0,2,0,0.066652,0,0,1.066652
"CGGBP1","Cggbp1",15.381342,16.005764,15.680067,965,1661,1376,15.6890576666667,19.12717,19.12717,0.829180538876885
"CGN","Cgn",1.260796,0.411998,0.480767,84,51,68,0.717853666666667,12.92433,12.92433,0.123370651705803
"CGNL1","Cgnl1",4.757276,1.674813,1.47596,390,224,252,2.63601633333333,10.97427,10.97427,0.303652442556693
"CGREF1","Cgref1",8.168963,11.50138,11.986946,147,387,415,10.5524296666667,33.27547,33.27547,0.337046571984765
"CGRRF1","Cgrrf1",13.063965,14.524491,16.471974,185,449,435,14.68681,16.86594,16.86594,0.878028807888082
"CH25H","Ch25h",0.274815,0.302259,0.21158,5,10,7,0.262884666666667,9.41837,9.41837,0.121217106578732
"CHAC1","Chac1",3.560083,4.190941,3.800741,78,171,158,3.85058833333333,2.84211,2.84211,1.26248033849456
"CHAC2","Chac2",7.11552,8.078093,8.67765,107,201,197,7.95708766666667,1.22397,1.22397,4.02752180410107
"CHAD","Chad",0.04361,0.047557,0.117231,1,2,5,0.069466,9.14868,9.14868,0.10537981294119
"CHADL","Chadl",4.493331,6.821969,7.76561,78,217,250,6.36030333333333,70.16063,70.16063,0.103432239615267
"CHAF1A","Chaf1a",0.406166,0.789406,0.495223,35,42,42,0.563598333333333,11.90781,11.90781,0.121135834299802
"CHAF1B","Chaf1b",0.171382,0.418506,0.555398,2,13,7,0.381762,1.61813,1.61813,0.527766764828332
"CHAMP1","Champ1",9.239814,4.540421,4.179498,558,486,449,5.98657766666667,8.89974,8.89974,0.70573345023876
"CHAT","Chat",0.4698,0.837012,0.606414,12,52,38,0.637742,0,0,1.637742
"CHCHD1","Chchd1",26.561819,27.092727,30.636502,149,263,307,28.097016,27.46679,27.46679,1.02213899073271
"CHCHD2","Chchd2",150.370735,201.292228,233.979117,1506,3862,4620,195.214026666667,225.46,225.46,0.866440107156525
"CHCHD3","Chchd3",44.255565,48.371104,52.598841,533,1113,1098,48.4085033333333,145.92249,145.92249,0.336289585980562
"CHCHD4","Chchd4",6.726524,6.930104,6.313138,349,634,580,6.65658866666667,12.86209,12.86209,0.552340135337937
"CHCHD5","Chchd5",4.917123,7.156618,6.195384,66,171,155,6.08970833333333,30.82753,30.82753,0.22275395964856
"CHCHD6","Chchd6",22.021152,35.420409,35.608982,304,903,921,31.0168476666667,374.12088,374.12088,0.0853507479153564
"CHCHD7","Chchd7",65.23335,51.718446,73.377566,145,196,230,63.4431206666667,31.07647,31.07647,2.00904652745974
"CHD1","Chd1",3.87723,1.414263,1.578198,360,200,177,2.289897,9.37688,9.37688,0.317041056656721
"CHD1L","Chd1l",2.493804,2.024772,2.328368,102,161,188,2.28231466666667,28.5248,28.5248,0.111171444570892
"CHD2","Chd2",30.441817,5.857943,4.982572,855,296,316,13.7607773333333,135.75729,135.75729,0.107934116955179
"CHD4","Chd4",38.24529,13.253722,13.989095,2545,1441,1586,21.829369,198.42887,198.42887,0.114473741941174
"CHD5","Chd5",88.63383,19.46687,27.436055,4044,1544,1811,45.1789183333333,25.80716,25.80716,1.72263374163221
"CHD6","Chd6",21.623577,4.866258,6.963431,1337,613,671,11.1510886666667,9.2939,9.2939,1.18041642785209
"CHD7","Chd7",3.256733,0.992237,1.398309,250,101,129,1.88242633333333,23.23474,23.23474,0.118937786554893
"CHD8","Chd8",57.368233,19.48484,19.838892,1483,894,978,32.230655,51.90476,51.90476,0.628122214333833
"CHD9","Chd9",182.870197,78.551154,82.386178,2159,1490,1544,114.602509666667,14.00308,14.00308,7.70525183273479
"CHDH","Chdh",0.916936,0.721494,0.655869,80,114,105,0.764766333333333,6.70073,6.70073,0.229168706516568
"CHEK1","Chek1",0.3703,0.172077,0.117596,10,10,7,0.219991,7.30235,7.30235,0.146945262485923
"CHEK2","Chek2",2.4177,0.672382,1.684934,16,38,47,1.591672,3.50596,3.50596,0.575165336576445
"CHERP","Cherp",49.184413,26.91439,32.642622,583,444,469,36.2471416666667,19.31388,19.31388,1.83358086523435
"CHFR","Chfr",13.559606,10.669053,8.624389,270,483,385,10.951016,22.69537,22.69537,0.504360809727808
"CHGA","Chga",67.31918,47.272938,49.129671,1717,2282,2413,54.5739296666667,81.92322,81.92322,0.670185379519351
"CHGB","Chgb",144.602729,67.293386,62.107043,5526,4713,4453,91.334386,56.94587,56.94587,1.59345930952456
"CHIC1","Chic1",6.434048,3.898005,2.952032,722,746,528,4.42802833333333,6.47254,6.47254,0.726396691531037
"CHIC2","Chic2",6.426866,6.316672,4.657678,176,228,216,5.80040533333333,22.21822,22.21822,0.292890899187506
"CHID1","Chid1",22.203763,25.556589,29.287734,592,1197,1224,25.6826953333333,58.19059,58.19059,0.450792859698363
"CHIT1","Chit1",0.093578,0.118655,0.025298,2,5,1,0.079177,0.60161,0.60161,0.673807606096366
"CHKA","Chka",34.832899,37.431603,31.681403,614,732,723,34.648635,69.68349,69.68349,0.504341749395792
"CHKB","Chkb",24.051448,24.61524,22.542211,194,420,435,23.7362996666667,60.63853,60.63853,0.401312290651102
"CHL1","Chl1",27.355665,11.392985,9.621513,3009,1899,1698,16.1233876666667,36.20056,36.20056,0.460299190836554
"CHM","Chm",23.406673,21.151715,17.46393,875,1205,964,20.674106,8.92048,8.92048,2.18478400238698
"CHML","Chml",3.320721,1.673973,1.384348,345,301,240,2.12634733333333,0.85056,0.85056,1.68940608968817
"CHMP1A","Chmp1a",125.765708,286.763375,304.774389,973,2232,2130,239.101157333333,76.98584,76.98584,3.07877888259373
"CHMP2A","Chmp2a",63.561787,80.82072,87.610445,589,1325,1442,77.330984,189.34242,189.34242,0.411526679129119
"CHMP2B","Chmp2b",26.618248,27.301542,24.421821,649,1175,1047,26.1138703333333,21.63736,21.63736,1.19774878048206
"CHMP3","Chmp3",140.373561,139.82192,141.755941,1228,2009,1929,140.650474,68.41802,68.41802,2.04054327680334
"CHMP4B","Chmp4b",94.061451,93.359577,93.917675,1702,3022,3098,93.7795676666667,116.81683,116.81683,0.804465437295051
"CHMP4C","Chmp4c",0.268201,0.045175,0.0754,19,6,10,0.129592,0.14522,0.14522,0.986353713696932
"CHMP5","Chmp5",37.497457,46.342597,43.579801,768,1656,1539,42.473285,58.04537,58.04537,0.736269160477782
"CHMP6","Chmp6",17.654849,17.875121,16.143942,222,525,542,17.2246373333333,24.41723,24.41723,0.717019019512879
"CHMP7","Chmp7",24.64883,28.78043,27.301473,948,2011,1950,26.9102443333333,18.02767,18.02767,1.46682406901808
"CHN1","Chn1",544.624961,442.838205,386.433263,10339,15077,13125,457.965476333333,318.56494,318.56494,1.43621974404743
"CHN2","Chn2",22.489671,22.244823,19.030293,608,874,808,21.254929,71.11491,71.11491,0.308603713157238
"CHODL","Chodl",0.858363,0.789529,0.807083,25,44,39,0.818325,9.83328,9.83328,0.167846210935192
"CHORDC1","Chordc1",38.092922,28.779206,23.848809,1112,1370,941,30.2403123333333,17.30159,17.30159,1.70697258179936
"CHP1","Chp1",64.543297,55.589479,51.860616,2053,3011,2899,57.3311306666667,35.18404,35.18404,1.61206793566077
"CHP2","Chp2",0.257727,0.288642,0.831179,5,10,16,0.459182666666667,0.97503,0.97503,0.738815444153591
"CHPF","Chpf",19.896705,18.47928,15.924412,735,1347,1213,18.1001323333333,37.44528,37.44528,0.496813453649794
"CHPT1","Chpt1",21.844233,18.482659,18.365012,1127,1508,1298,19.563968,42.9013,42.9013,0.468413646065151
"CHRAC1","Chrac1",6.812884,10.684103,11.94118,72,196,223,9.81272233333333,26.92741,26.92741,0.387172399206849
"CHRD","Chrd",7.083614,4.357873,3.313131,290,343,287,4.918206,15.39302,15.39302,0.361019873092328
"CHRDL1","Chrdl1",5.002664,2.669867,1.984258,200,183,123,3.21892966666667,5.539,5.539,0.645194932966305
"CHRDL2","Chrdl2",0.126097,0.070319,0.056852,1,2,3,0.0844226666666667,0.2282,0.2282,0.88293654670792
"CHRM1","Chrm1",27.446,18.889923,14.472891,1911,2269,1771,20.2696046666667,11.92855,11.92855,1.64516551869055
"CHRM2","Chrm2",4.262784,2.559699,2.754538,373,389,412,3.19234033333333,0.93354,0.93354,2.16822012129738
"CHRM3","Chrm3",13.499341,8.863082,8.354858,789,785,818,10.2390936666667,9.48061,9.48061,1.07237018328768
"CHRM4","Chrm4",8.364515,6.366825,4.841879,159,224,173,6.52440633333333,4.64695,4.64695,1.33247263271914
"CHRM5","Chrm5",1.05501,0.642361,0.581981,23,25,23,0.759784,6.32732,6.32732,0.240167482790434
"CHRNA1","Chrna1",0.090279,0.075304,0.131522,6,9,15,0.099035,2.69689,2.69689,0.297286367730714
"CHRNA2","Chrna2",0.243599,0.217315,0.293562,9,17,23,0.251492,1.57664,1.57664,0.485706967213115
"CHRNA3","Chrna3",0.628672,0.762304,0.984357,36,65,87,0.791777666666667,0.37342,0.37342,1.30461014596166
"CHRNA4","Chrna4",17.449843,6.662143,6.149823,741,614,684,10.0872696666667,15.97389,15.97389,0.653195564874443
"CHRNA5","Chrna5",1.012768,0.893608,0.997844,33,50,54,0.968073333333333,0.6846,0.6846,1.1682733784479
"CHRNA6","Chrna6",1.753313,1.713304,1.883346,75,128,143,1.783321,0.10373,0.10373,2.5217408242958
"CHRNA7","Chrna7",4.674569,1.726276,1.564648,137,91,85,2.65516433333333,0.76758,0.76758,2.0678918823099
"CHRNB1","Chrnb1",0.909364,0.309306,0.563586,28,17,22,0.594085333333333,13.60892,13.60892,0.109117260778575
"CHRNB2","Chrnb2",9.715888,5.244045,5.357454,922,900,936,6.77246233333333,8.67154,8.67154,0.803642680827803
"CHRNB3","Chrnb3",1.020801,0.533248,0.717951,70,53,81,0.757333333333333,0,0,1.75733333333333
"CHRNB4","Chrnb4",0.089514,0.209265,0.255321,5,21,26,0.1847,0.2282,0.2282,0.964582315583781
"CHRND","Chrnd",0,0,0,0,0,0,0,0.53938,0.53938,0.649612181527628
"CHRNE","Chrne",0,0,0.025292,0,0,1,0.00843066666666667,30.12219,30.12219,0.0324023041651846
"CHRNG","Chrng",0,0,0,0,0,0,0,0,0,1
"CHST1","Chst1",60.341783,42.298989,37.416116,2282,2997,2705,46.6856293333333,47.02961,47.02961,0.992838154074816
"CHST10","Chst10",20.563518,21.417124,19.830444,913,1656,1578,20.6036953333333,13.23551,13.23551,1.51759194671166
"CHST11","Chst11",10.606032,5.942703,5.723441,885,885,866,7.42405866666667,41.92627,41.92627,0.196244832515536
"CHST12","Chst12",7.530139,6.689232,6.408823,203,326,363,6.87606466666667,10.64234,10.64234,0.676501860164423
"CHST14","Chst14",0.74838,0.781398,0.547372,21,40,28,0.692383333333333,4.52248,4.52248,0.306453501566929
"CHST15","Chst15",11.788725,3.072432,3.357507,494,387,429,6.072888,9.08644,9.08644,0.701227390437062
"CHST2","Chst2",13.222341,8.602654,7.883303,1416,1646,1513,9.902766,11.82483,11.82483,0.850129475400454
"CHST3","Chst3",0.738122,0.349312,0.35084,68,59,60,0.479424666666667,7.19862,7.19862,0.180448010356214
"CHST4","Chst4",0,0,0,0,0,0,0,0,0,1
"CHST6","Chst5",0.308478,0.319144,0.447543,9,18,26,0.358388333333333,5.24856,5.24856,0.217392220500937
"CHST7","Chst7",0.563627,0.524827,0.471399,16,30,28,0.519951,4.93738,4.93738,0.255996921200934
"CHST8","Chst8",10.062488,9.51668,9.858219,185,334,372,9.81246233333333,34.62392,34.62392,0.303516915974809
"CHST9","Chst9",0.620049,0.393158,0.464259,15,18,20,0.492488666666667,6.30657,6.30657,0.204266662287047
"CHSY1","Chsy1",3.470108,1.994378,1.706553,195,201,174,2.39034633333333,4.97887,4.97887,0.567054699856885
"CHSY3","Chsy3",2.953493,1.555584,1.296671,148,139,116,1.93524933333333,1.61813,1.61813,1.12112436484565
"CHTF18","Chtf18",0.836629,1.027804,0.438648,13,20,24,0.767693666666667,42.71459,42.71459,0.0404371553448555
"CHTF8","Chtf8",15.694116,16.715746,16.914576,403,712,563,16.4414793333333,45.22477,45.22477,0.377318899225098
"CHTOP","Chtop",51.196809,47.480931,45.435265,1743,2741,2574,48.0376683333333,79.51676,79.51676,0.609036781079285
"CHUK","Chuk",15.00593,9.415573,8.480166,332,369,306,10.967223,7.44757,7.44757,1.41664679902031
"CHURC1","Churc1",34.377851,49.51093,58.885247,171,456,534,47.5913426666667,42.07148,42.07148,1.12815586245624
"CIAO1","Ciao1",44.904572,58.096443,56.982645,591,1215,1165,53.3278866666667,31.88554,31.88554,1.65202963572034
"CIAPIN1","Ciapin1",42.830921,56.183044,51.822921,549,1031,1022,50.278962,32.57013,32.57013,1.5275175282312
"CIB1","Cib1",16.428893,23.526719,25.576529,97,269,287,21.844047,40.37037,40.37037,0.55218377307237
"CIB2","Cib2",12.649991,17.221377,19.169059,240,588,666,16.346809,10.80831,10.80831,1.46903401079409
"CIB3","Cib3",0,0,0,0,0,0,0,0,0,1
"CIB4","Cib4",0,0,0,0,0,0,0,0,0,1
"CIC","Cic",116.525708,32.723664,53.021584,2178,1288,1594,67.423652,104.28666,104.28666,0.649879595382739
"CIDEA","Cidea",1.799359,2.726943,2.372505,25,69,61,2.29960233333333,4.75068,4.75068,0.573776028805869
"CIDEB","Cideb",2.257743,3.145963,3.437107,34,88,98,2.94693766666667,23.6704,23.6704,0.159986772272305
"CIDEC","Cidec",0,0,0.266875,0,0,2,0.0889583333333333,4.75068,4.75068,0.18936166389598
"CIITA","Ciita",0.47171,0.251423,0.092482,11,8,7,0.271871666666667,11.4929,11.4929,0.101807560027429
"CILP","Cilp",0.032063,0,0.052147,2,0,6,0.02807,0.82981,0.82981,0.561845218902509
"CILP2","Cilp2",0.226407,0.079534,0.133877,12,9,16,0.146606,0.16596,0.16596,0.983400802771965
"CINP","Cinp",32.958269,29.365215,29.994233,441,693,688,30.7725723333333,112.04541,112.04541,0.281060260061274
"CIR1","Cir1",9.50164,7.473813,6.582817,364,490,370,7.85275666666667,23.25549,23.25549,0.364979502235027
"CIRBP","Cirbp",45.755688,67.727117,80.190158,467,1154,1347,64.5576543333333,690.90172,690.90172,0.0947499513851958
"CISD1","Cisd1",47.592724,67.715295,71.182849,620,1599,1703,62.1636226666667,90.98892,90.98892,0.686643811740226
"CISD2","Cisd2",13.959456,9.891375,9.885331,610,746,755,11.2453873333333,24.81139,24.81139,0.47441797335724
"CISD3","Cisd3",41.002945,51.156229,42.844072,163,369,454,45.001082,70.07765,70.07765,0.647194751092643
"CISH","Cish",8.072964,6.272673,4.69955,66,128,110,6.34839566666667,1.26546,1.26546,3.2436660398624
"CIT","Cit",28.100202,8.272293,12.324219,1986,995,1378,16.232238,17.84096,17.84096,0.914615709602908
"CITED1","Cited1",8.599323,13.64199,13.461361,31,88,114,11.9008913333333,4.66769,4.66769,2.27621682437348
"CITED2","Cited2",12.05534,11.140613,11.046424,315,501,440,11.4141256666667,8.79601,8.79601,1.26726347427847
"CITED4","Cited4",3.538698,3.320296,2.93621,39,79,75,3.265068,9.41837,9.41837,0.409379586250056
"CKAP2","Ckap2",0.317384,0.337235,0.194206,12,17,12,0.282941666666667,2.4272,2.4272,0.374341055866791
"CKAP2L","Ckap2l",0.25824,0.111179,0.207446,12,9,17,0.192288333333333,0.6846,0.6846,0.707757528988088
"CKAP4","Ckap4",9.317178,6.845453,6.408931,370,519,482,7.523854,10.12371,10.12371,0.766277977401424
"CKAP5","Ckap5",40.890492,25.886576,19.553525,3049,2347,2251,28.7768643333333,30.28815,30.28815,0.951697825960734
"CKB","Ckb",533.206683,664.646164,678.95186,10268,24465,25465,625.601569,2283.53973,2283.53973,0.274279129739626
"CKLF","Cklf",6.241369,3.947762,2.632006,38,52,35,4.27371233333333,21.80332,21.80332,0.231269496430052
"CKM","Ckm",0.212238,0.170509,0,2,5,0,0.127582333333333,50.43184,50.43184,0.0219238186565624
"CKMT1B","Ckmt1",164.56573,189.534783,178.210339,2060,3801,3748,177.436950666667,9.91626,9.91626,16.3459784456093
"CKMT2","Ckmt2",0,0,0,0,0,0,0,10.95352,10.95352,0.0836573661984085
"CKS1B","Cks1b",1.696048,4.082299,2.18584,14,39,37,2.654729,9.60508,9.60508,0.344620596921475
"CKS2","Cks2",1.453169,1.157471,0.835755,10,15,10,1.14879833333333,4.58471,4.58471,0.384764532685374
"CLASP1","Clasp1",30.92896,8.014994,8.525947,1557,848,951,15.8233003333333,21.57512,21.57512,0.745214215177299
"CLASP2","Clasp2",52.352458,33.115252,30.553885,4113,4331,4151,38.673865,81.44608,81.44608,0.481209840419338
"CLASRP","Clasrp",15.432057,10.038235,9.601582,324,362,404,11.6906246666667,296.94833,296.94833,0.0425933740479991
"CLCA1","Clca1",0,0,0.138359,0,0,1,0.0461196666666667,0,0,1.04611966666667
"CLCA2","Clca2",0,0,0,0,0,0,0,1.28621,1.28621,0.437405137760748
"CLCA4","Clca4a",0,0,0.026034,0,0,2,0.008678,20.12295,20.12295,0.0477527049962245
"CLCC1","Clcc1",15.352454,17.466772,16.164874,268,467,465,16.3280333333333,38.06764,38.06764,0.443539290659311
"CLCF1","Clcf1",0.31999,0.084911,0.08337,8,5,6,0.162757,0.43565,0.43565,0.8099167624421
"CLCN1","Clcn1",1.873825,0.870752,0.711288,17,12,17,1.151955,0,0,2.151955
"CLCN2","Clcn2",17.290017,15.131543,16.286687,533,872,836,16.2360823333333,13.96159,13.96159,1.15202210014666
"CLCN3","Clcn3",40.347432,23.579555,22.606931,3019,2985,2827,28.8446393333333,30.10144,30.10144,0.959590274062337
"CLCN4","Clcn4",43.455871,31.433159,34.865484,2932,3810,3641,36.584838,16.94892,16.94892,2.09398883052574
"CLCN5","Clcn5",3.330249,1.094397,1.311276,295,217,299,1.911974,0.58087,0.58087,1.84200724917292
"CLCN6","Clcn6",21.619153,8.877703,9.109677,1584,1201,1247,13.2021776666667,20.86978,20.86978,0.64939737238631
"CLCN7","Clcn7",17.740584,12.292608,10.021109,702,897,827,13.3514336666667,70.92821,70.92821,0.199524410056453
"CLCNKB","Clcnkb",0.307119,0,0,1,0,0,0.102373,0.58087,0.58087,0.697320462783151
"CLDN1","Cldn1",1.459277,1.307902,0.810244,70,109,66,1.19247433333333,2.4272,2.4272,0.639727571584189
"CLDN10","Cldn10",17.502266,21.764321,21.891763,343,769,779,20.3861166666667,13.40147,13.40147,1.48499539746058
"CLDN11","Cldn11",78.681386,87.896866,78.587555,2035,4116,3682,81.7219356666667,726.56291,726.56291,0.11369729617837
"CLDN12","Cldn12",12.874829,19.811824,18.227797,611,1108,1068,16.9714833333333,12.136,12.136,1.36810926715388
"CLDN14","Cldn14",0.475983,1.149653,0.976762,9,23,29,0.867466,0.18671,0.18671,1.57364983862949
"CLDN15","Cldn15",0.188489,0.092797,0.063605,5,1,3,0.114963666666667,24.9566,24.9566,0.0429549196222412
"CLDN16","Cldn16",0,0,0,0,0,0,0,1.30695,1.30695,0.433472767073409
"CLDN17","Cldn17",0.067533,0,0,1,0,0,0.022511,0,0,1.022511
"CLDN18","Cldn18",0,0,0.008879,0,0,1,0.00295966666666667,0.33192,0.33192,0.753017949025968
"CLDN19","Cldn19",0.280997,0.10506,0.147134,8,12,17,0.177730333333333,1.18248,1.18248,0.539629381865279
"CLDN2","Cldn2",7.249429,6.488465,3.487419,56,115,74,5.741771,0.16596,0.16596,5.782163195993
"CLDN22","Cldn22",0,0.681495,0.905817,0,15,20,0.529104,0.72609,0.72609,0.885877329687328
"CLDN23","Cldn23",0.320185,2.325034,0.204938,8,4,10,0.950052333333333,0.60161,0.60161,1.21755754105764
"CLDN3","Cldn3",0.323726,0.224967,0.341422,5,7,11,0.296705,0.20745,0.20745,1.07392024514473
"CLDN4","Cldn4",0,0,0,0,0,0,0,2.8836,2.8836,0.257493047687712
"CLDN5","Cldn5",12.368066,14.521697,19.96882,223,511,723,15.6195276666667,89.47451,89.47451,0.183692928170229
"CLDN6","Cldn6",0.075876,0.029132,0.028703,1,1,1,0.0445703333333333,0,0,1.04457033333333
"CLDN7","Cldn7",0,0.281254,0,0,1,0,0.0937513333333333,4.54322,4.54322,0.197313354572493
"CLDN8","Cldn8",0.0303,0.017625,0.018601,1,1,1,0.0221753333333333,0,0,1.02217533333333
"CLDN9","Cldn9",0.105162,0.141402,0.111288,2,5,4,0.119284,1.36919,1.36919,0.472433194467307
"CLDND1","Cldnd1",43.637497,43.908759,54.109198,750,1420,1449,47.2184846666667,721.83298,721.83298,0.0667076433987097
"CLDND2","Cldnd2",0,0.083313,0,0,1,0,0.027771,3.92086,3.92086,0.208860036660259
"CLEC10A","Clec10a",2.085408,0.662923,1.326387,8,10,16,1.35823933333333,0,0,2.35823933333333
"CLEC11A","Clec11a",0.791703,1.258078,0.772266,34,99,62,0.940682333333333,13.277,13.277,0.135930681048773
"CLEC12A","Clec12a",0.359113,0.19014,0.540376,8,8,6,0.363209666666667,0,0,1.36320966666667
"CLEC12B","Clec12b",0,0,0.032503,0,0,1,0.0108343333333333,0,0,1.01083433333333
"CLEC14A","Clec14a",0.864228,0.740471,1.015137,59,89,119,0.873278666666667,6.1821,6.1821,0.260826035096513
"CLEC16A","Clec16a",26.135805,12.859017,14.018219,1348,1034,983,17.6710136666667,38.39956,38.39956,0.473888887760845
"CLEC18C","Clec18a",0.839071,1.138855,0.734576,22,56,36,0.904167333333333,0.6431,0.6431,1.15888706307184
"CLEC1A","Clec1a",0.21958,0.278721,0.466019,17,22,24,0.32144,1.26546,1.26546,0.583298756102513
"CLEC1B","Clec1b",0,0.170124,0.337461,0,1,3,0.169195,0,0,1.169195
"CLEC2A","Clec2f",0,0,0,0,0,0,0,0,0,1
"CLEC2L","Clec2l",41.948238,39.470056,46.674802,414,799,868,42.6976986666667,28.71151,28.71151,1.47073301446701
