"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,0.68275,0.68275,1.17112464715495
"ADAMTS16","Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,0.43448,0.43448,0.855771196995892
"ADAMTS18","Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,2.35861,2.35861,0.372942576442834
"ADAMTS19","Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,0.52758,0.52758,0.733587111640634
"ADAMTS2","Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,2.57585,2.57585,1.53020820224562
"ADAMTS20","Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0,0,2.05952433333333
"ADAMTS4","Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,39.75495,39.75495,0.114757970095248
"ADAMTS5","Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,0.46551,0.46551,0.817589553579755
"ADAMTS7","Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,2.35861,2.35861,0.308357227146548
"ADAMTS8","Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,1.45861,1.45861,0.700679245589988
"ADAMTSL1","Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,3.87929,3.87929,0.45998386377253
"ADAMTSL2","Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,6.5172,6.5172,1.130524220011
"ADAMTSL4","Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,4.2517,4.2517,1.34892834701144
"ADAP2","Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,12.04131,12.04131,0.183562540879712
"ADAR","Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,49.18938,49.18938,0.56086071063905
"ADARB1","Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,7.44823,7.44823,3.80695475067953
"ADARB2","Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,53.87556,53.87556,0.0870662155125767
"ADAT1","Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,18.15507,18.15507,0.11927190381798
"ADAT2","Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,2.51378,2.51378,0.811050587496466
"ADAT3","Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,10.39649,10.39649,0.160034887934794
"ADCK1","Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,10.45856,10.45856,1.2224317017147
"ADCK2","Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,21.75505,21.75505,1.12615144037624
"ADCK5","Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,6.70341,6.70341,4.22215663799105
"ADCY1","Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,3.81722,3.81722,7.72776456130299
"ADCY10","Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.52758,0.52758,0.742252669800163
"ADCY2","Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,158.52324,158.52324,0.156365695263796
"ADCY3","Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,65.66859,65.66859,0.19883877850124
"ADCY4","Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,21.13436,21.13436,0.143586667967811
"ADCY5","Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,44.5032,44.5032,0.423463690465725
"ADCY6","Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,10.83097,10.83097,0.983392063372657
"ADCY7","Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,7.35513,7.35513,0.258337811619927
"ADCY8","Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,6.64134,6.64134,0.615139578485798
"ADCY9","Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,4.74825,4.74825,1.35041418402702
"ADCYAP1","Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,2.82412,2.82412,8.31416657078404
"ADCYAP1R1","Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,13.71716,13.71716,1.6485615884224
"ADD1","Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,190.92305,190.92305,1.0366898122277
"ADD2","Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,11.04821,11.04821,2.01699624536204
"ADD3","Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,985.92889,985.92889,0.0246590157067952
"ADGB","Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,0.24827,0.24827,0.979953589100649
"ADH1C","Adh1",0.285241,0.549182,0.68209,5,17,18,0.505504333333333,1.36551,1.36551,0.636439640218529
"ADH4","Adh4",0,0,0,0,0,0,0,0.89999,0.89999,0.526318559571366
"ADH5","Adh5",34.543682,40.629671,40.552519,506,1139,1129,38.5752906666667,45.12388,45.12388,0.858021716010593
"ADH7","Adh7",0.039374,0.418506,0.415077,2,5,8,0.290985666666667,0.71379,0.71379,0.753292799390046
"ADHFE1","Adhfe1",10.146483,15.051984,14.42369,197,426,431,13.2073856666667,15.67232,15.67232,0.852154089332898
"ADI1","Adi1",20.267311,20.491944,21.571207,372,685,773,20.7768206666667,49.49972,49.49972,0.431226562576321
"ADIG","Adig",0,0,0,0,0,0,0,0,0,1
"ADIPOQ","Adipoq",0,0,0.033104,0,0,1,0.0110346666666667,0.49655,0.49655,0.675576938068669
"ADIPOR1","Adipor1",19.249456,22.279618,20.76383,884,1838,1726,20.7643013333333,58.62381,58.62381,0.365027014096102
"ADIPOR2","Adipor2",23.438313,19.767939,14.843038,1376,2160,1673,19.3497633333333,103.56148,103.56148,0.194620077425581
"ADK","Adk",56.705652,60.376516,55.663904,666,1354,1322,57.582024,207.37124,207.37124,0.281142560748787
"ADM","Adm",1.472719,1.50672,1.165264,17,38,29,1.38156766666667,24.61021,24.61021,0.0929928987957017
"ADM2","Adm2",0.06019,0,0.031469,1,0,1,0.030553,0.18621,0.18621,0.868777872383473
"ADNP","Adnp",20.207349,3.567829,2.782489,1436,375,352,8.85255566666667,11.6689,11.6689,0.777696221981914
"ADNP2","Adnp2",5.170136,3.315508,2.893259,396,452,398,3.79296766666667,4.03446,4.03446,0.952032127907793
"ADO","Ado",14.29054,12.785446,12.317421,920,1503,1462,13.1311356666667,27.18605,27.18605,0.501352110943771
"ADORA1","Adora1",47.408391,27.936659,26.511368,3304,3483,3281,33.9521393333333,48.59972,48.59972,0.704684206550628
"ADORA2A","Adora2a",6.502209,9.171842,4.196263,183,459,188,6.623438,8.65857,8.65857,0.789292617851297
"ADORA2B","Adora2b",1.29334,2.563907,2.562096,33,118,118,2.139781,1.48965,1.48965,1.26113349265961
"ADORA3","Adora3",0.448499,0.477412,0.433475,10,20,22,0.453128666666667,33.54809,33.54809,0.0420610420624314
"ADPGK","Adpgk",5.807193,6.712856,5.905743,223,432,388,6.14193066666667,26.87571,26.87571,0.256206233551241
"ADPRH","Adprh",26.683697,34.371945,32.540055,763,1869,1846,31.1985656666667,3.10343,3.10343,7.84674422779642
"ADPRHL1","Adprhl1",0.498761,0.146616,0.289214,2,4,4,0.311530333333333,2.97929,2.97929,0.329589030538949
"ADPRM","Adprm",12.160991,10.413378,10.967549,116,229,211,11.1806393333333,6.45514,6.45514,1.63385789312251
"ADRA1A","Adra1a",2.620797,0.933185,0.773686,160,82,79,1.442556,1.89309,1.89309,0.84427238696342
"ADRA1B","Adra1b",6.359223,5.133998,4.918324,193,311,310,5.470515,0.89999,0.89999,3.40555213448492
"ADRA1D","Adra1d",8.659682,4.829933,4.16054,189,213,192,5.883385,0.12414,0.12414,6.12324532531535
"ADRA2A","Adra2a",5.112267,2.856024,3.347331,252,274,324,3.771874,1.05517,1.05517,2.32188772704934
"ADRA2B","Adra2b",0.220139,0.281649,0.31414,13,30,34,0.271976,3.0724,3.0724,0.312340634515274
"ADRA2C","Adra2c",3.923102,4.984747,3.927721,137,357,299,4.27852333333333,2.73102,2.73102,1.41476682873137
"ADRB1","Adrb1",6.765694,4.472971,3.578121,245,299,236,4.93892866666667,1.39654,1.39654,2.4781262431116
"ADRB2","Adrb2",0.694167,0.58929,0.548708,21,32,30,0.610721666666667,2.91722,2.91722,0.411189993583885
"ADRB3","Adrb3",0.486277,0.398212,0.480951,16,26,26,0.455146666666667,0.0931,0.0931,1.33121092916171
"ADRM1","Adrm1",30.962133,37.057862,35.119415,572,1345,1251,34.3798033333333,82.02367,82.02367,0.426141163517986
"ADSL","Adsl",17.650191,23.588878,38.168756,228,505,604,26.469275,19.1792,19.1792,1.36126679947669
"ADTRP","Adtrp",0.234314,0.229955,0.807253,3,2,6,0.423840666666667,0.83793,0.83793,0.774697984507934
"AEBP1","Aebp1",6.758276,3.484979,4.486671,305,287,379,4.90997533333333,65.82376,65.82376,0.0884412270924793
"AEBP2","Aebp2",22.832316,8.537368,7.13301,918,638,547,12.8342313333333,10.61373,10.61373,1.19119622492802
"AEN","Aen",9.5282,11.860819,14.729045,249,455,506,12.0393546666667,5.49307,5.49307,2.00819560957554
"AFAP1","Afap1",4.956789,1.515847,1.625117,274,146,181,2.699251,4.2517,4.2517,0.704391149532532
"AFAP1L1","Afap1l1",6.53758,4.847107,5.262005,298,419,464,5.54889733333333,2.97929,2.97929,1.64574517899759
"AFAP1L2","Afap1l2",2.241576,10.620168,2.048348,118,168,171,4.97003066666667,23.02746,23.02746,0.248466990129904
"AFF1","Aff1",3.365918,0.816005,0.843899,424,189,190,1.675274,9.74477,9.74477,0.24898383120346
"AFF2","Aff2",3.566507,0.840743,1.32994,208,98,116,1.91239666666667,0.93103,0.93103,1.50820891786594
"AFF3","Aff3",9.105746,3.723128,3.256042,738,434,497,5.36163866666667,26.19295,26.19295,0.233944410836878
"AFF4","Aff4",43.948923,12.871168,11.380485,3895,2426,2195,22.7335253333333,9.62064,9.62064,2.23466056031777
"AFG3L1P","Afg3l1",10.092773,9.068235,6.603585,301,442,368,8.58819766666667,23.4309,23.4309,0.392461909576261
"AFG3L2","Afg3l2",21.800312,16.782605,15.745274,993,1367,1299,18.109397,13.62406,13.62406,1.3067094226911
"AFM","Afm",0,0.039929,0.016053,0,2,1,0.0186606666666667,0,0,1.01866066666667
"AFMID","Afmid",2.006966,2.131569,3.24086,15,34,61,2.45979833333333,129.35099,129.35099,0.0265421715119565
"AFP","Afp",0,0.078832,0.077632,0,1,1,0.0521546666666667,0.49655,0.49655,0.703053467419509
"AFTPH","Aftph",72.188208,41.162176,44.907084,1323,1499,1308,52.7524893333333,11.45166,11.45166,4.3168934369661
"AGA","Aga",4.821519,5.055691,5.538842,74,141,150,5.138684,20.04816,20.04816,0.291649436340279
"AGAP1","Agap1",24.856339,10.955201,9.047835,2133,1270,1393,14.953125,113.52349,113.52349,0.139300024824601
"AGAP2","Agap2",135.656189,73.452508,67.2393,9100,9569,9190,92.115999,15.85853,15.85853,5.52337594084419
"AGAP3","Agap3",156.669064,128.506526,129.502142,2325,3672,3677,138.225910666667,184.77826,184.77826,0.749419822678212
"AGBL1","Agbl1",0.058622,0.074482,0,3,5,0,0.044368,0.46551,0.46551,0.7126310977066
"AGBL2","Agbl2",0.499955,0.379418,0.312879,28,28,30,0.397417333333333,1.73792,1.73792,0.510393778245286
"AGBL3","Agbl3",6.784083,6.182012,7.516724,80,132,152,6.82760633333333,7.4172,7.4172,0.929953705903784
"AGBL4","Agbl4",5.013033,4.084514,4.151939,133,196,207,4.41649533333333,4.77928,4.77928,0.937226667220369
"AGBL5","Agbl5",4.189095,4.766971,5.182703,104,151,163,4.712923,15.70336,15.70336,0.342022383520441
"AGER","Ager",0.125757,0.200953,0.329448,3,6,11,0.218719333333333,7.78961,7.78961,0.138654540227989
"AGFG1","Agfg1",18.638075,11.103742,9.913344,1573,1406,1273,13.218387,50.61695,50.61695,0.275459650366788
"AGFG2","Agfg2",22.672683,21.468917,19.756163,446,776,753,21.2992543333333,25.10675,25.10675,0.854156658080126
"AGGF1","Aggf1",18.345202,11.153594,10.220517,831,907,845,13.239771,8.00685,8.00685,1.58099346608415
"AGK","Agk",18.177968,15.875113,11.550907,475,757,652,15.2013293333333,10.08615,10.08615,1.46140268112314
"AGMAT","Agmat",0.3862,0.728524,0.512814,7,25,18,0.542512666666667,0.77586,0.77586,0.868600377657398
"AGMO","Agmo",3.9206,3.245419,3.64135,82,163,155,3.60245633333333,10.45856,10.45856,0.401660970779342
"AGPAT1","Agpat1",43.115412,35.605705,32.64613,1137,1642,1519,37.1224156666667,61.07552,61.07552,0.614129622541489
"AGPAT2","Agpat2",2.470116,0.98033,1.086903,20,26,34,1.51244966666667,17.90679,17.90679,0.132886104233805
"AGPAT3","Agpat3",67.885278,56.179387,63.720075,3825,4799,4697,62.5949133333333,168.26801,168.26801,0.375705446843342
"AGPAT4","Agpat4",43.200797,33.403564,37.79349,553,848,852,38.132617,220.80909,220.80909,0.176424766902024
"AGPAT5","Agpat5",15.13271,16.130411,15.541167,843,1310,1255,15.6014293333333,27.06192,27.06192,0.591599909533394
"AGPS","Agps",8.133218,8.561675,11.835603,638,780,773,9.51016533333333,16.0137,16.0137,0.617747188050414
"AGR2","Agr2",0,0,0,0,0,0,0,0.93103,0.93103,0.517858345028301
"AGR3","Agr3",0,0,0,0,0,0,0,0.96206,0.96206,0.509668409732628
"AGRN","Agrn",24.511307,10.078522,12.245765,1869,1421,1514,15.6118646666667,45.46526,45.46526,0.357511497119927
"AGRP","Agrp",0.292798,0.330654,0.732413,2,4,9,0.451955,0,0,1.451955
"AGT","Agt",24.636142,38.630912,43.058485,645,1866,2110,35.4418463333333,63.15481,63.15481,0.568029838032929
"AGTPBP1","Agtpbp1",329.171694,144.485496,160.080693,3030,2568,2452,211.245961,20.1723,20.1723,10.0247002451316
"AGTR1","Agtr1a",0.319277,0.164019,0.177383,8,9,4,0.220226333333333,0.96206,0.96206,0.621910814823876
"AGTR2","Agtr2",1.918311,1.073092,0.53215,11,37,27,1.17451766666667,0,0,2.17451766666667
"AGTRAP","Agtrap",3.541017,8.409958,2.543255,151,256,229,4.83141,43.63424,43.63424,0.130648802354426
"AGXT","Agxt",0,0,0,0,0,0,0,2.1724,2.1724,0.315218761820704
"AGXT2","Agxt2",0,0,0,0,0,0,0,0.12414,0.12414,0.889568914903838
"AHCTF1","Ahctf1",17.691296,7.152206,7.889562,790,609,533,10.9110213333333,5.27583,5.27583,1.89791969083505
"AHCY","Ahcy",11.940204,17.740642,21.048502,245,588,637,16.9097826666667,47.23421,47.23421,0.371308717747563
"AHCYL1","Ahcyl1",138.162235,108.242731,87.083386,5679,7420,6913,111.162784,172.73695,172.73695,0.645589691772533
"AHCYL2","Ahcyl2",269.314121,132.143313,140.12238,2753,2688,2764,180.526604666667,30.78603,30.78603,5.71089263637726
"AHDC1","Ahdc1",17.72598,4.463136,4.968801,911,434,599,9.052639,7.26203,7.26203,1.21672748707037
"AHI1","Ahi1",56.553012,44.270584,41.192026,3148,4134,4056,47.3385406666667,35.68945,35.68945,1.31750518654999
"AHR","Ahr",1.730506,0.676089,0.434307,142,98,62,0.946967333333333,10.64477,10.64477,0.167196718641359
"AHRR","Ahrr",0.720399,1.827892,1.00315,10,20,20,1.18381366666667,2.04826,2.04826,0.716413188726246
"AHSA1","Ahsa1",77.647894,78.831428,78.188863,1209,2187,2237,78.2227283333333,277.69498,277.69498,0.284263205362843
"AHSG","Ahsg",0,0,0,0,0,0,0,1.30344,1.30344,0.434133296287292
"AICDA","Aicda",0.028862,0.034002,0,1,1,0,0.0209546666666667,0.15517,0.15517,0.883813349261725
"AIDA","Aida",31.991439,28.59095,31.176697,688,1090,1064,30.586362,33.85843,33.85843,0.906132662888145
"AIF1","Aif1",7.304654,8.084613,8.397708,36,76,85,7.92899166666667,56.48244,56.48244,0.155334249323214
"AIF1L","Aif1l",34.542793,40.149207,55.149777,110,274,331,43.2805923333333,338.02567,338.02567,0.130611326078445
"AIFM1","Aifm1",10.879339,6.708452,7.016053,259,336,324,8.20128133333333,15.67232,15.67232,0.551889679020876
"AIFM2","Aifm2",4.119718,2.559799,3.431569,92,140,150,3.370362,4.49997,4.49997,0.79461560699422
"AIFM3","Aifm3",28.629909,23.222468,22.374908,667,1104,1112,24.7424283333333,78.57886,78.57886,0.323483250870059
"AIG1","Aig1",27.451352,33.621267,32.341096,439,914,903,31.137905,579.72085,579.72085,0.0553414002614165
"AIM2","Aim2",1.590907,1.358786,2.430723,39,31,49,1.793472,1.42758,1.42758,1.15072294218934
"AIMP1","Aimp1",65.5153,103.599464,100.624808,373,770,847,89.9131906666667,36.68255,36.68255,2.41260717936198
"AIMP2","Aimp2",13.737881,18.489672,18.690802,153,425,475,16.972785,12.8482,12.8482,1.29784267991508
"AIP","Aip",68.11778,107.33468,109.777164,524,1431,1590,95.0765413333333,73.58234,73.58234,1.28819424723511
"AIPL1","Aipl1",0,0,0.033089,0,0,2,0.0110296666666667,0.12414,0.12414,0.899380563512255
"AIRE","Aire",0.023436,0,0.088063,1,0,3,0.0371663333333333,0.49655,0.49655,0.693038210105465
"AJAP1","Ajap1",21.119505,16.864998,14.499878,433,554,524,17.4947936666667,16.13784,16.13784,1.07917880355206
"AJUBA","Ajuba",0.884013,0.77143,0.636819,33,52,44,0.764087333333333,3.63101,3.63101,0.380929286124049
"AK1","Ak1",76.573928,113.763488,101.222765,926,2275,2214,97.186727,209.97812,209.97812,0.465388197600775
"AK2","Ak2",11.653287,16.837719,18.646921,120,303,277,15.7126423333333,80.16161,80.16161,0.205918073006848
"AK3","Ak3",33.010303,33.454311,32.082783,1352,2416,2338,32.8491323333333,47.38939,47.38939,0.699515582513715
"AK4","Ak4",22.250708,20.701807,18.647676,707,1016,947,20.533397,10.05512,10.05512,1.94782119054339
"AK5","Ak5",84.513262,63.327181,57.311635,2157,2779,2386,68.384026,867.90542,867.90542,0.0798522191287517
"AK7","Ak7",0.544859,0.755696,0.878624,25,61,72,0.726393,2.2655,2.2655,0.528676466084826
"AK8","Ak8",0.863153,2.322998,1.373442,18,55,44,1.51986433333333,7.63444,7.63444,0.291838768157904
"AKAP1","Akap1",10.356696,7.534214,6.260469,498,668,604,8.05045966666667,29.54466,29.54466,0.29630251790875
"AKAP10","Akap10",6.775427,3.815756,3.665501,390,385,372,4.752228,8.00685,8.00685,0.638650360558908
"AKAP12","Akap12",5.909893,1.848971,2.745559,555,312,431,3.50147433333333,8.78271,8.78271,0.460145944562737
"AKAP13","Akap13",3.725956,1.208087,1.420935,477,215,246,2.118326,15.98267,15.98267,0.183618123651935
"AKAP3","Akap3",0.117819,0.07946,0.026067,5,6,2,0.0744486666666667,6.95168,6.95168,0.135122221551504
"AKAP4","Akap4",0,0,0,0,0,0,0,0.65172,0.65172,0.605429491681399
"AKAP5","Akap5",13.026879,2.181316,2.006899,1353,373,303,5.73836466666667,0.37241,0.37241,4.90987727185511
"AKAP7","Akap7",21.382734,18.060142,17.944176,358,513,477,19.1290173333333,21.97229,21.97229,0.876230333733961
"AKAP8","Akap8",27.923842,13.602911,12.024912,704,543,568,17.850555,7.85168,7.85168,2.12960195126801
"AKAP8L","Akap8l",83.654003,60.283041,50.996625,851,1074,1057,64.9778896666667,38.79288,38.79288,1.65803253412838
"AKAP9","Akap9",13.821355,3.007416,3.111023,1439,354,369,6.646598,19.89299,19.89299,0.365988688071932
"AKIP1","Akip1",2.27115,3.728828,2.175458,15,46,42,2.72514533333333,26.53433,26.53433,0.135290938015682
"AKIRIN1","Akirin1",20.536586,22.491827,19.881167,808,1451,1234,20.96986,52.32384,52.32384,0.412008212461818
"AKIRIN2","Akirin2",34.843798,31.178833,27.031515,607,969,847,31.0180486666667,32.30671,32.30671,0.961309257704128
"AKNA","Akna",0.660719,0.23694,0.310824,54,36,48,0.402827666666667,10.4896,10.4896,0.122095431230562
"AKR1A1","Akr1a1",209.1607,300.301611,306.104594,2801,7599,7741,271.855635,164.01631,164.01631,1.65350706848311
"AKR1B15","Akr1b8",0.520141,0.508385,0.801812,8,16,20,0.610112666666667,0,0,1.61011266666667
"AKR1C2","Akr1c21",0,0,0.07476,0,0,2,0.02492,2.76205,2.76205,0.272436570486836
"AKR1C3","Akr1c18",0.656984,0.681187,1.19493,10,18,32,0.844367,11.26545,11.26545,0.150370919941788
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.155068,0.015046,0,6,1,0,0.0567046666666667,0,0,1.05670466666667
"AKT1","Akt1",83.958424,79.399325,78.231383,1666,3307,3280,80.5297106666667,82.8616,82.8616,0.972193598341394
"AKT1S1","Akt1s1",34.010989,61.147788,49.544858,257,609,641,48.234545,54.24797,54.24797,0.89115572934173
"AKT2","Akt2",34.302723,32.858271,27.294217,1075,2045,1807,31.4850703333333,56.69968,56.69968,0.563002608217816
"AKT3","Akt3",47.803827,20.398382,24.561359,2441,2580,2446,30.9211893333333,76.40646,76.40646,0.412384048221987
"AKTIP","Aktip",51.227966,57.046642,60.644859,1277,2500,2588,56.306489,48.59972,48.59972,1.15537928439919
"ALAD","Alad",10.95258,13.556839,13.328189,167,384,382,12.612536,160.54047,160.54047,0.0842670322798987
"ALAS1","Alas1",50.068718,45.604604,52.745632,563,994,1033,49.4729846666667,28.86191,28.86191,1.69021287207237
"ALAS2","Alas2",2.592223,3.081057,3.717027,61,151,188,3.13010233333333,5.74135,5.74135,0.612652114685239
"ALB","Alb",0,0,0.019558,0,0,1,0.00651933333333333,57.91002,57.91002,0.0170857068684297
"ALCAM","Alcam",48.677782,24.717682,21.542692,2392,2305,1918,31.646052,49.49972,49.49972,0.646460059580528
"ALDH16A1","Aldh16a1",3.323192,7.893283,8.802586,66,126,151,6.67302033333333,10.39649,10.39649,0.673279258204354
"ALDH18A1","Aldh18a1",13.982354,11.926727,12.967723,323,408,429,12.9589346666667,11.82407,11.82407,1.08849489020776
"ALDH1A1","Aldh1a7",0.277699,0.340262,0.316219,8,17,16,0.311393333333333,234.71246,234.71246,0.00556352996075529
"ALDH1A2","Aldh1a2",4.468115,3.73606,4.469738,145,215,261,4.22463766666667,6.14479,6.14479,0.731251396705385
"ALDH1A3","Aldh1a3",0.85542,0.264278,0.373443,14,14,16,0.497713666666667,11.17235,11.17235,0.123042277511464
"ALDH1B1","Aldh1b1",7.316005,2.972701,4.657777,109,148,159,4.982161,5.02756,5.02756,0.992468096543212
"ALDH1L1","Aldh1l1",34.44336,28.134243,31.388225,856,1228,1207,31.3219426666667,16.47922,16.47922,1.84916390243195
"ALDH1L2","Aldh1l2",1.295726,0.499244,0.595176,80,51,74,0.796715333333333,2.14137,2.14137,0.571952789175848
"ALDH2","Aldh2",64.213267,69.542368,70.273546,861,1684,1796,68.009727,196.32302,196.32302,0.349729732496492
"ALDH3A1","Aldh3a1",0.462092,0.910598,0.437137,11,39,19,0.603275666666667,1.24137,1.24137,0.715310576418292
"ALDH3A2","Aldh3a2",31.570977,28.602553,27.485908,660,1170,1067,29.2198126666667,26.28606,26.28606,1.10751836896447
"ALDH3B1","Aldh3b1",2.329792,2.259279,2.141484,44,94,107,2.24351833333333,11.6689,11.6689,0.256022096104108
"ALDH3B2","Aldh3b3",0,0.020534,0.138996,0,2,1,0.0531766666666667,0.9931,0.9931,0.528411352499456
"ALDH4A1","Aldh4a1",5.686843,5.32672,5.346358,287,492,502,5.453307,11.6689,11.6689,0.509381793210144
"ALDH5A1","Aldh5a1",19.267165,10.252878,10.42851,1634,1537,1585,13.3161843333333,13.71716,13.71716,0.972754548658392
"ALDH6A1","Aldh6a1",21.885879,20.720701,18.263963,1049,1746,1511,20.290181,39.63081,39.63081,0.523991055063879
