"Hs_symbol","DRG","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"ADAM8",4.00386,4.00386,5.202434,6.064427,4.039568,5.102143,86,51,59,0.820016836708022
"ADAM9",19.93565,19.93565,71.058484,58.878118,62.020836,63.9858126666667,3410,2438,2937,0.32215723926368
"ADAMDEC1",0.22999,0.22999,0,0,0.041296,0.0137653333333333,0,0,1,1.21328867693247
"ADAMTS1",18.81707,18.81707,58.569233,141.380568,62.579103,87.5096346666667,2243,3762,2049,0.223897320044676
"ADAMTS10",5.1956,5.1956,42.167717,37.796595,30.528394,36.830902,656,454,461,0.163770877046495
"ADAMTS12",0.86768,0.86768,2.859441,10.976222,1.680552,5.17207166666667,349,1188,204,0.302601800637981
"ADAMTS13",5.32105,5.32105,8.033716,6.591312,8.465815,7.69694766666667,314,196,249,0.726812468267123
"ADAMTS14",1.474,1.474,1.42471,0.587428,0.773549,0.928562333333333,121,40,57,1.28282086466136
"ADAMTS15",1.43219,1.43219,17.611965,40.095153,16.907602,24.8715733333333,1580,2875,1319,0.0940101310679212
"ADAMTS16",3.16754,3.16754,38.407432,28.686978,28.018399,31.7042696666667,364,175,311,0.1274310676397
"ADAMTS17",0.44952,0.44952,1.589791,1.49711,1.624783,1.57056133333333,80,45,50,0.563892400155401
"ADAMTS18",0.07318,0.07318,0.011209,0.177952,0.012741,0.0673006666666667,1,2,1,1.00550860082538
"ADAMTS19",0.08363,0.08363,0.180133,0.223756,0.149189,0.184359333333333,4,5,10,0.914950361348667
"ADAMTS2",7.24457,7.24457,2.426145,2.693979,2.505131,2.54175166666667,114,108,129,2.32782272049
"ADAMTS20",0.01045,0.01045,0.301329,0.112757,0.27111,0.228398666666667,27,9,20,0.822574972945808
"ADAMTS3",1.26493,1.26493,0.311518,0.618834,0.46883,0.466394,30,34,23,1.54455760184507
"ADAMTS4",2.04897,2.04897,6.532971,7.047095,3.966088,5.848718,241,351,176,0.445188427965643
"ADAMTS5",0.43907,0.43907,9.333422,9.994655,11.137729,10.1552686666667,1385,1186,1450,0.129003616407745
"ADAMTS6",0.20908,0.20908,0.660235,2.234675,0.319661,1.07152366666667,44,48,29,0.583666998092065
"ADAMTS7",2.4044,2.4044,47.865694,42.976341,40.737031,43.8596886666667,3447,2438,2449,0.0758899604786973
"ADAMTS8",19.88338,19.88338,3.929698,1.378664,3.233674,2.84734533333333,189,53,134,5.42799727881632
"ADAMTS9",10.33894,10.33894,15.906889,31.515497,16.64845,21.3569453333333,1115,1769,829,0.507177516022016
"ADAMTSL1",3.7216,3.7216,28.516986,26.791015,30.129519,28.4791733333333,2165,1551,1738,0.160167313601738
"ADAMTSL2",11.72931,11.72931,0.121693,0.420352,0.182929,0.241658,7,20,9,10.2518648452311
"ADAMTSL3",0.77359,0.77359,0.847963,1.791333,1.116183,1.25182633333333,48,72,20,0.787622905792469
"ADAMTSL4",19.39204,19.39204,1.589016,2.016736,1.720831,1.77552766666667,70,68,61,7.34708583340849
"ADAMTSL5",10.03577,10.03577,3.215463,1.806809,1.858656,2.29364266666667,27,25,26,3.35062759287387
"ADAP1",105.65787,105.65787,12.000304,6.450336,13.338759,10.5964663333333,167,77,148,9.19744575064375
"ADAP2",12.90015,12.90015,0.829332,2.203443,4.074633,2.369136,11,7,13,4.12573134477207
"ADAR",37.63415,37.63415,81.262583,104.679305,79.527831,88.4899063333333,3440,3058,3093,0.431715168592254
"ADARB1",13.57966,13.57966,105.018409,174.424258,70.337136,116.593267666667,1757,1868,1443,0.123983798471592
"ADARB2",8.26906,8.26906,1.462916,2.153002,0.868352,1.49475666666667,39,48,24,3.71541646680304
"ADAT1",29.59508,29.59508,27.014364,30.208847,30.118773,29.1139946666667,245,210,212,1.01597547381736
"ADAT2",3.40798,3.40798,6.534624,5.544724,3.678619,5.25265566666667,206,149,184,0.704977250466429
"ADAT3",3.73205,3.73205,1.184894,0.938623,1.665099,1.262872,19,10,19,2.09116998221729
"ADCK1",7.49547,7.49547,8.663261,7.385662,8.66168,8.23686766666667,168,137,156,0.919734947666061
"ADCK2",40.61352,40.61352,5.161437,5.534839,5.097272,5.264516,89,65,99,6.64273504928394
"ADCK5",14.31143,14.31143,4.175554,5.241788,5.289252,4.902198,108,76,89,2.59419118098037
"ADCY1",3.07346,3.07346,3.661098,3.382841,3.704939,3.58295933333333,707,474,576,0.888827437409802
"ADCY10",0.11499,0.11499,0.053466,0.167833,0.0602,0.093833,2,3,2,1.01934207506996
"ADCY10P1",0.21953,0.21953,2.866743,2.976731,2.767627,2.870367,99,83,71,0.315094149986293
"ADCY2",3.4707,3.4707,14.593373,4.981748,9.636167,9.737096,252,113,245,0.416378879354343
"ADCY3",163.3113,163.3113,8.478605,7.57696,7.556443,7.87066933333333,116,100,113,18.5229878181308
"ADCY4",11.96975,11.96975,0.732117,2.361618,0.879664,1.32446633333333,10,24,9,5.57966782052769
"ADCY5",16.97718,16.97718,6.913004,4.761138,6.939458,6.20453333333333,315,229,233,2.49525946626198
"ADCY6",4.34884,4.34884,71.638608,61.951681,41.722674,58.4376543333333,2644,1920,1815,0.0899907652816021
"ADCY7",8.76039,8.76039,3.441974,6.103553,3.220625,4.255384,163,210,102,1.85721728421748
"ADCY8",1.08721,1.08721,0.058901,0.222647,0.022424,0.101324,3,2,1,1.8951825257599
"ADCY9",6.63825,6.63825,4.428433,4.191662,3.639031,4.08637533333333,316,208,256,1.50170789598303
"ADCYAP1",30.46275,30.46275,7.110352,6.317393,10.156609,7.86145133333333,315,201,354,3.55051885029819
"ADCYAP1R1",0.94085,0.94085,2.195651,1.502736,1.773417,1.82393466666667,188,124,120,0.687285730406416
"ADD1",327.90843,327.90843,150.96491,139.708909,137.07957,142.584463,2838,2435,2477,2.2906965219489
"ADD2",16.43358,16.43358,6.548549,5.855028,6.811138,6.404905,746,441,638,2.35432865107655
"ADD3",65.51478,65.51478,97.347876,172.838369,100.827951,123.671398666667,878,926,703,0.533520765078126
"ADGB",0,0,0.13078,0.101871,0.27447,0.169040333333333,14,9,8,0.855402479697735
"ADH1A",0.32407,0.32407,0,0.28708,0,0.0956933333333333,0,1,0,1.20843119120922
"ADH1B",139.2359,139.2359,0.029989,0.062248,0.071387,0.0545413333333333,2,3,2,132.982838668565
"ADH1C",5.18515,5.18515,0,0,0,0,0,0,0,6.18515
"ADH4",0.19862,0.19862,1.290315,1.367892,0.212889,0.957032,2,3,1,0.612468268275634
"ADH5",78.63446,78.63446,76.959503,86.168655,82.454942,81.8610333333333,1696,1475,1511,0.961060426070799
"ADH5P2",0,0,0,0,0,0,0,0,0,1
"ADH5P3",0,0,0,0,0.078034,0.0260113333333333,0,0,1,0.974648103302303
"ADH6",0.05227,0.05227,0.777976,0.635664,0.832316,0.748652,6,4,6,0.601760670505052
"ADH7",0.34498,0.34498,0,0.6155,0.091923,0.235807666666667,0,2,0,1.0883408772077
"ADHFE1",20.23881,20.23881,3.612077,1.660634,1.699188,2.32396633333333,46,14,26,6.38959841049333
"ADI1",142.58116,142.58116,17.326181,16.261081,19.47173,17.6863306666667,527,366,495,7.68375357159472
"ADIG",0.05227,0.05227,0,0,0,0,0,0,0,1.05227
"ADIPOQ",0.90949,0.90949,0.1147,0.075441,0.114203,0.101448,8,4,7,1.73361792839971
"ADIPOR1",57.29799,57.29799,30.493186,27.281306,32.096849,29.9571136666667,837,647,861,1.8831855782076
"ADIPOR2",59.36787,59.36787,16.741018,13.05599,12.04823,13.9484126666667,661,550,612,4.03841339854189
"ADK",61.78273,61.78273,13.766121,18.841969,23.19694,18.6016766666667,259,258,321,3.20292651836076
"ADM",18.608,18.608,15.026798,16.142901,17.121325,16.097008,270,231,253,1.14686733491614
"ADM2",0.07318,0.07318,0.42261,0.969139,0.313733,0.568494,27,49,17,0.684210459204817
"ADNP",11.76067,11.76067,27.523905,27.482241,27.784613,27.5969196666667,1721,1428,1541,0.446225332963892
"ADNP2",2.62394,2.62394,5.877211,21.001039,6.256465,11.044905,403,362,366,0.30086912267054
"ADO",17.2908,17.2908,5.947504,6.811487,7.434627,6.731206,324,292,350,2.36584046525212
"ADORA1",16.47539,16.47539,1.750507,1.680488,2.577846,2.002947,57,33,59,5.81941339624043
"ADORA2A",2.23714,2.23714,2.003383,1.598708,1.956107,1.85273266666667,23,19,34,1.13475056314425
"ADORA2B",0.84677,0.84677,1.200438,1.212285,1.628527,1.34708333333333,29,23,33,0.786836144150541
"ADORA3",65.88067,65.88067,0,0,0,0,0,0,0,66.88067
"ADPGK",36.56785,36.56785,64.980334,66.371842,64.372561,65.241579,1304,1008,1157,0.567133974870979
"ADPRH",5.79148,5.79148,0.781045,1.206392,1.554821,1.18075266666667,42,51,53,3.11428256115855
"ADPRHL1",8.02862,8.02862,1.066431,1.419368,2.062092,1.51596366666667,81,67,74,3.58853353870638
"ADPRM",9.60716,9.60716,3.131769,4.114158,3.045369,3.430432,54,55,42,2.39415930545825
"ADRA1A",0.19862,0.19862,0.041722,0.311486,0.076231,0.143146333333333,1,2,2,1.0485271789351
"ADRA1B",0.6586,0.6586,0.436715,0.415504,0.381474,0.411231,15,11,11,1.17528597373499
"ADRA1D",1.64127,1.64127,0.242277,0.601873,0.152821,0.332323666666667,8,7,5,1.98245371307423
"ADRA2A",2.19533,2.19533,0.840648,0.260631,0.973903,0.691727333333333,46,11,45,1.88879728845192
"ADRA2B",0.44952,0.44952,0,0,0,0,0,0,0,1.44952
"ADRA2C",10.69437,10.69437,2.671014,1.643481,1.970426,2.09497366666667,64,29,35,3.77850387741587
"ADRB1",0.2718,0.2718,0,0.032684,0.059701,0.030795,0,1,2,1.23380497577113
"ADRB2",2.10124,2.10124,0,0.118423,0.095772,0.0713983333333333,0,5,4,2.89457235793099
"ADRB3",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"ADRM1",160.39465,160.39465,30.596008,35.894301,30.990759,32.4936893333333,527,475,479,4.81865847604247
"ADSL",37.03828,37.03828,98.667279,121.695775,97.760954,106.041336,657,550,593,0.355360661791441
"ADTRP",0.10454,0.10454,0.703793,1.038476,0.250741,0.664336666666667,6,11,3,0.663651785195704
"AEBP1",21.11694,21.11694,148.329282,159.399551,135.468321,147.732384666667,5113,4065,4134,0.148702920682457
"AEBP2",4.50564,4.50564,9.774554,13.114601,9.045276,10.6448103333333,223,240,178,0.472797739284776
"AEN",7.3073,7.3073,12.221923,15.814314,12.118926,13.3850543333333,605,567,501,0.577495211870709
"AFAP1",2.69711,2.69711,11.414392,18.878347,10.857382,13.716707,1185,1189,1084,0.251218564044253
"AFAP1L1",8.57222,8.57222,43.154279,28.296213,23.234102,31.5615313333333,922,621,738,0.293973274844138
"AFAP1L2",50.47158,50.47158,67.596494,68.986782,58.190006,64.9244273333333,3560,2831,2760,0.780766433354734
"AFF1",14.17553,14.17553,2.550373,4.359369,2.451292,3.12034466666667,376,455,321,3.68307295328206
"AFF2",2.19533,2.19533,1.551388,1.045382,1.283172,1.293314,221,158,196,1.39332424604742
"AFF3",9.60716,9.60716,7.025677,8.144299,5.172561,6.78084566666667,272,220,231,1.36323999400751
"AFF4",5.27923,5.27923,15.971536,21.62636,14.708176,17.4353573333333,2292,2474,1934,0.340607989661605
"AFG3L1P",9.68034,9.68034,17.475138,18.029507,14.875935,16.7935266666667,398,292,319,0.600237389702397
"AFG3L2",52.70872,52.70872,25.219494,23.738809,21.773039,23.577114,782,564,662,2.18531435383341
"AFG3L2P1",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"AFM",0,0,0,0,0,0,0,0,0,1
"AFMID",40.5508,40.5508,26.96464,27.93122,29.271657,28.055839,238,196,211,1.43003270358154
"AFP",0.02091,0.02091,0.257539,0.332894,0.158925,0.249786,2,1,1,0.816867847775539
"AFTPH",11.4366,11.4366,9.727295,10.164764,10.721943,10.2046673333333,331,274,312,1.10994816981328
"AGA",8.2377,8.2377,17.00481,17.181787,20.357837,18.181478,165,138,163,0.481594796813885
"AGAP1",13.62147,13.62147,13.303698,15.908109,10.578891,13.263566,1294,1174,1092,1.02509218241778
"AGAP11",448.57815,448.57815,0,0.071079,0,0.023693,0,3,0,439.172828181887
"AGAP2",3.59615,3.59615,10.381987,5.38262,7.009163,7.59125666666667,441,191,342,0.534979942786795
"AGAP3",109.69309,109.69309,58.144732,59.352732,56.895104,58.130856,810,610,666,1.87200215738463
"AGAP4",0.44952,0.44952,35.699948,24.693991,28.650189,29.681376,404,261,322,0.0472442956926052
"AGAP5",0.35543,0.35543,6.707718,5.626615,4.877243,5.737192,147,96,106,0.201186191517178
"AGAP6",2.47758,2.47758,9.715045,7.36607,9.101908,8.72767433333333,359,219,310,0.35749346460783
"AGAP9",0.05227,0.05227,9.167947,7.506247,7.493556,8.05591666666667,325,216,235,0.116196961470862
"AGBL1",0.01045,0.01045,0.015081,0.025667,0.009357,0.0167016666666667,2,1,1,0.993851031357937
"AGBL2",0.45997,0.45997,1.874314,3.325726,0.899436,2.03315866666667,10,9,9,0.481336507728577
"AGBL3",0.82586,0.82586,0.853667,0.554972,1.292472,0.900370333333333,17,11,16,0.960791677271325
"AGBL4",1.2022,1.2022,0.565165,0.500807,0.469889,0.511953666666667,14,15,12,1.45652611488756
"AGBL5",9.77442,9.77442,20.870896,23.718706,19.720139,21.4365803333333,352,308,304,0.480216674730631
"AGER",6.82642,6.82642,21.050291,11.803503,15.183288,16.0123606666667,161,89,117,0.460043150586078
"AGFG1",41.04213,41.04213,30.173989,38.29485,33.467354,33.978731,1018,1032,956,1.20193411247538
"AGFG2",24.98489,24.98489,2.150888,2.454613,3.148164,2.584555,50,38,54,7.24912576317004
"AGGF1",12.76425,12.76425,4.61457,4.669677,5.720978,5.00174166666667,314,255,336,2.29337595059212
"AGGF1P4",0,0,0,0,0,0,0,0,0,1
"AGK",12.22064,12.22064,18.880444,18.35524,13.675367,16.9703503333333,427,332,354,0.735691834314267
"AGKP1",0,0,0,0,0,0,0,0,0,1
"AGL",2.80165,2.80165,1.712754,1.846137,1.568564,1.70915166666667,182,157,146,1.40326215278953
"AGMAT",1.69354,1.69354,0.460195,0.517354,0.648429,0.541992666666667,21,19,26,1.74679170545126
"AGMO",1.18129,1.18129,0.283943,0.437407,0.397104,0.372818,10,11,8,1.58891418964495
"AGPAT1",93.93902,93.93902,65.201364,52.656335,63.701726,60.5198083333333,1940,1343,1709,1.54322684956349
"AGPAT2",52.19647,52.19647,9.88829,9.157679,10.707988,9.91798566666667,192,143,179,4.87237038260751
"AGPAT3",33.04487,33.04487,11.763277,12.491678,12.391999,12.2156513333333,767,598,713,2.57610231545152
"AGPAT4",16.96673,16.96673,13.529601,13.856249,11.01793,12.80126,1293,868,880,1.3018180948696
"AGPAT5",13.93509,13.93509,11.650893,12.061258,12.390637,12.0342626666667,377,308,340,1.14583313087548
"AGPAT5P1",0,0,0,0,0,0,0,0,0,1
"AGPS",7.22367,7.22367,7.022595,8.329482,6.230222,7.19409966666667,631,513,529,1.00360873488684
"AGR2",0.1359,0.1359,0.38196,0,0.214213,0.198724333333333,2,0,1,0.947590674864641
"AGR3",0,0,0,0,0,0,0,0,0,1
"AGRN",38.97225,38.97225,215.311497,232.003651,197.500184,214.938444,6537,4514,4448,0.185109465732744
"AGRP",0.42861,0.42861,0.240967,0.296779,0.276156,0.271300666666667,1,1,1,1.12373888998721
"AGT",56.07488,56.07488,0.288487,0.397017,0.217491,0.300998333333333,9,10,6,43.8700638868356
"AGTPBP1",29.5219,29.5219,10.652492,10.074386,10.931323,10.5527336666667,545,430,498,2.64196344178395
"AGTR1",1.21266,1.21266,0.101738,0.378128,0.106041,0.195302333333333,3,9,2,1.85112999305336
"AGTR2",0.01045,0.01045,0.024039,0.059504,0,0.0278476666666667,1,2,0,0.983073691529517
"AGTRAP",56.72303,56.72303,8.933926,11.098989,12.585898,10.8729376666667,116,113,136,4.86173107453075
"AGXT",0.04182,0.04182,0,0.052118,0.075671,0.0425963333333333,0,2,3,0.999255384554393
"AGXT2",0,0,0,0,0,0,0,0,0,1
"AHCTF1",4.31747,4.31747,20.197629,31.148006,20.967824,24.1044863333333,512,664,431,0.211813535214204
"AHCY",105.30244,105.30244,57.015485,54.041683,59.050879,56.7026823333333,1756,1331,1621,1.84224434118883
"AHCYL1",29.04102,29.04102,22.517616,28.109231,19.490449,23.372432,1108,945,977,1.23258195981427
"AHCYL2",10.31803,10.31803,12.897679,9.764747,9.993471,10.885299,717,430,605,0.952271373231755
"AHDC1",5.9901,5.9901,10.219585,12.986592,7.937431,10.3812026666667,652,613,520,0.6141793802225
"AHI1",9.23082,9.23082,12.209963,11.220466,9.615874,11.0154343333333,239,171,192,0.851473173268282
"AHNAK",99.45869,99.45869,8.675474,20.658156,11.394673,13.576101,2633,4881,2171,6.89201385198964
"AHNAK2",266.96202,266.96202,4.095521,2.904346,4.174624,3.72483033333333,480,354,348,56.7135751117977
"AHR",11.66659,11.66659,22.652588,67.228693,14.843183,34.9081546666667,1496,2686,1195,0.352749678104688
"AHRR",3.64842,3.64842,2.209317,1.720533,2.288998,2.07294933333333,198,124,179,1.51269008882672
"AHSA1",306.99012,306.99012,204.835439,209.208276,219.759975,211.267896666667,908,765,889,1.45095007222713
"AHSG",0.44952,0.44952,0,0,0,0,0,0,0,1.44952
"AHSP",0.09409,0.09409,0,0,0,0,0,0,0,1.09409
"AICDA",0.01045,0.01045,0.097996,0,0,0.0326653333333333,4,0,0,0.978487383456919
"AIDA",37.92686,37.92686,12.697632,20.31143,13.7621,15.5903873333333,498,568,457,2.34635028211718
"AIF1",166.1025,166.1025,0.064468,0,0,0.0214893333333333,1,0,0,163.587121810376
"AIF1L",77.58907,77.58907,19.860179,17.409586,14.264286,17.178017,724,691,519,4.32330270127924
"AIFM1",22.40277,22.40277,29.7,34.149142,32.899225,32.2494556666667,627,550,644,0.703854229513351
"AIFM2",8.36314,8.36314,2.249038,1.836996,1.730631,1.93888833333333,99,68,71,3.18594615991421
"AIFM3",24.97444,24.97444,0.055289,0.272966,0.06288,0.130378333333333,2,4,1,22.9785366846203
"AIG1",60.93596,60.93596,11.515835,8.307928,12.752914,10.8588923333333,280,163,273,5.22274410282894
"AIG1P1",0,0,0,0,0,0,0,0,0,1
"AIM2",15.34637,15.34637,1.650022,2.072062,1.97288,1.89832133333333,18,14,15,5.63994399516778
"AIMP1",20.61515,20.61515,15.717096,19.748073,17.430576,17.631915,430,385,431,1.16011424483205
"AIMP1P1",0.01045,0.01045,0.088843,0,0,0.0296143333333333,1,0,0,0.981386881754754
"AIMP2",15.1582,15.1582,12.638227,11.50765,13.158015,12.4346306666667,183,126,167,1.20272751822578
"AIP",168.03648,168.03648,14.343695,16.460942,15.582314,15.462317,205,182,191,10.2680855920828
"AIPL1",0.05227,0.05227,0.205832,0.041304,0.037722,0.0949526666666667,6,1,1,0.961018710702259
"AIRE",0.20908,0.20908,0.075742,0.063906,0.088489,0.0760456666666667,4,3,3,1.12363260914887
"AJAP1",1.17084,1.17084,1.422734,0.920701,1.410257,1.25123066666667,239,137,214,0.964290346672605
"AJUBA",2.85392,2.85392,11.902275,17.310422,9.417268,12.876655,292,376,255,0.277726872938759
"AK1",193.75315,193.75315,29.413162,27.402362,33.401959,30.0724943333333,235,180,230,6.26770248666766
"AK2",95.12031,95.12031,121.379433,87.104954,76.493772,94.9927196666667,1098,812,970,1.00132916677198
"AK3",26.61571,26.61571,13.001941,14.523406,14.348741,13.9580293333333,412,388,422,1.84621311969616
"AK3P3",0.25089,0.25089,1.34696,1.484498,1.179164,1.336874,9,8,7,0.535283459869895
"AK3P4",0,0,0,0,0,0,0,0,0,1
"AK4",7.60001,7.60001,1.761813,2.463005,1.766352,1.99705666666667,189,147,168,2.8694852838952
"AK4P5",0,0,0,0,0,0,0,0,0,1
"AK5",84.72911,84.72911,1.196617,4.010342,7.34397,4.183643,11,21,19,16.5383900858913
"AK7",1.94443,1.94443,1.035193,0.645899,0.06323,0.581440666666667,8,8,1,1.86186561536085
"AK8",2.74938,2.74938,0.32425,0.932109,0.231858,0.496072333333333,8,9,5,2.50614887827393
"AKAP1",14.4996,14.4996,28.508303,18.790556,30.818165,26.039008,536,252,546,0.573231088951192
"AKAP10",9.10537,9.10537,29.716609,26.918757,28.578693,28.4046863333333,280,242,264,0.343665288092004
"AKAP11",7.1714,7.1714,5.563924,5.3601,5.870908,5.59831066666667,862,670,808,1.23840789147444
"AKAP12",147.83948,147.83948,50.805308,79.277151,48.102135,59.3948646666667,6114,7224,5238,2.46443933307045
"AKAP13",23.04046,23.04046,17.758323,29.20661,19.839733,22.268222,940,1346,807,1.0331885263945
"AKAP14",0.85722,0.85722,0.09125,0,0,0.0304166666666667,1,0,0,1.80239708855641
"AKAP17A",0,0,14.997943,14.822131,13.107856,14.30931,659,502,493,0.0653197302817697
"AKAP3",1.22311,1.22311,0.70888,0.629977,0.580212,0.639689666666667,19,14,11,1.35581143505001
"AKAP4",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"AKAP5",0.89904,0.89904,0.288088,0.341529,0.23124,0.286952333333333,25,24,20,1.47561020778547
"AKAP6",27.18022,27.18022,15.926612,22.283002,10.059728,16.0897806666667,2164,1342,1788,1.64895153130696
"AKAP7",5.36287,5.36287,4.326932,2.771448,3.870165,3.65618166666667,65,51,63,1.36654247095886
"AKAP8",8.96947,8.96947,15.420055,12.751209,12.604553,13.591939,566,419,457,0.683217631323705
"AKAP8L",42.77748,42.77748,120.424535,107.702585,84.459699,104.195606333333,1510,1058,1107,0.416153122035176
"AKAP9",11.86521,11.86521,39.143846,34.77582,44.774309,39.5646583333333,934,760,819,0.317153170483584
"AKIP1",29.28146,29.28146,8.984393,6.093178,11.656813,8.91146133333333,121,69,83,3.05519630068677
"AKIRIN1",63.4449,63.4449,65.543335,75.196831,62.393456,67.7112073333333,1763,1605,1547,0.937909585657016
"AKIRIN2",44.2933,44.2933,19.949966,17.643877,25.133755,20.9091993333333,337,232,339,2.06731881484548
"AKNA",6.60688,6.60688,5.48779,11.100359,5.558256,7.382135,211,215,147,0.907511033883372
"AKNAD1",0.31362,0.31362,0.5395,0.300936,1.234543,0.691659666666667,7,2,11,0.77652735114766
"AKR1A1",153.80868,153.80868,134.250287,123.414466,143.559255,133.741336,699,564,699,1.14893235139067
"AKR1B1",357.29443,357.29443,45.972647,42.407377,50.770267,46.3834303333333,789,603,761,7.5615975348232
"AKR1B10",10.54802,10.54802,0.226402,0.166352,0.222618,0.205124,5,3,2,9.58243301104285
"AKR1B15",0.14636,0.14636,0.518505,0.398933,0.365214,0.427550666666667,15,9,9,0.803025788693548
"AKR1B1P1",0,0,0,0,0,0,0,0,0,1
"AKR1C1",164.9003,164.9003,20.287859,11.682093,20.503372,17.491108,249,118,236,8.97189611352657
"AKR1C2",42.64158,42.64158,14.637915,11.141498,17.493747,14.4243866666667,225,131,277,2.82938835385351
"AKR1C3",14.7714,14.7714,0.677574,0.240098,0.163752,0.360474666666667,7,1,2,11.5925716122608
"AKR1C4",0.04182,0.04182,0,0,0,0,0,0,0,1.04182
"AKR1D1",0.02091,0.02091,0.026099,0.12652,0,0.050873,1,4,0,0.971487515617967
"AKR1E2",3.10482,3.10482,2.735824,1.806344,2.132758,2.22497533333333,21,9,14,1.27282213838121
"AKR7A2",89.31838,89.31838,19.080807,18.194816,17.365234,18.213619,248,187,198,4.70074794342492
"AKR7A3",0.82586,0.82586,0.467564,0.474687,0.521861,0.488037333333333,8,6,7,1.22702566602272
"AKT1",67.75192,67.75192,122.818511,118.708203,101.001374,114.176029333333,1916,1625,1617,0.596929069338062
"AKT1S1",68.33734,68.33734,25.337571,29.652858,25.009876,26.6667683333333,656,534,571,2.5061597062806
"AKT2",28.93648,28.93648,134.958261,114.466575,91.309146,113.577994,1229,1071,1055,0.261276000346105
"AKT3",25.77939,25.77939,11.81949,19.014815,11.470562,14.1016223333333,1197,1187,1011,1.77327901657895
