"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"KCNK6",1.466669,3.182204,2.691164,2.446679,42,61,29,"Kcnk6",1.10697,0.882456,1.092857,61,49,118,1.02742766666667,1.70002563182279
"KCNK7",1.319622,0,1.521922,0.947181333333333,3,0,7,"Kcnk7",0,0.17616,0.271749,0,2,6,0.149303,1.69422800891787
"KCNK9",26.207892,18.510956,8.939286,17.8860446666667,882,564,227,"Kcnk9",7.378903,6.913276,8.187381,1323,1213,2797,7.49318666666667,2.22367003197857
"KCNMA1",9.492395,11.594244,12.572781,11.2198066666667,1042,1185,896,"Kcnma1",26.981891,27.662152,25.15941,4043,4245,7420,26.601151,0.442728155310141
"KCNMB1",0.14815,0.115389,0.208436,0.157325,7,8,10,"Kcnmb1",0.289225,0.452066,0.249891,17,26,28,0.330394,0.869911469835252
"KCNMB2",5.510472,3.696671,6.985106,5.39741633333333,111,108,122,"Kcnmb2",4.716847,2.188486,2.689495,19,34,51,3.198276,1.52381985684918
"KCNMB3",0.51584,0.694234,0.677957,0.629343666666667,17,19,12,"Kcnmb3",0.045779,0,0,1,0,0,0.0152596666666667,1.6048541276304
"KCNMB4",13.848134,16.14826,21.050965,17.0157863333333,322,331,287,"Kcnmb4",29.947185,41.570486,38.618983,351,458,855,36.712218,0.477717495516528
"KCNN1",3.207382,4.823105,4.303753,4.11141333333333,117,159,106,"Kcnn1",9.798345,13.49501,8.201069,118,165,238,10.4981413333333,0.444542573025716
"KCNN2",2.004748,1.300139,3.149478,2.151455,30,22,41,"Kcnn2",36.441107,24.474433,27.63646,328,269,663,29.5173333333333,0.103267705784691
"KCNN3",1.000551,0.227522,1.056415,0.761496,73,40,90,"Kcnn3",5.630162,4.925952,5.624106,508,441,940,5.39340666666667,0.275517590517731
"KCNN4",0,0.584422,0.245736,0.276719333333333,0,6,1,"Kcnn4",0.043698,0.214681,0.311895,1,5,8,0.190091333333333,1.07279105189126
"KCNQ1",0,0.056508,0.174206,0.0769046666666667,0,1,3,"Kcnq1",0.156158,0.126984,4.628931,3,5,16,1.63735766666667,0.408327122360979
"KCNQ2",468.562696,382.623127,484.089577,445.0918,3847,4176,3325,"Kcnq2",62.296032,52.286839,62.132149,5958,5371,10427,58.9050066666667,7.44665303990729
"KCNQ3",9.685924,10.933197,6.912476,9.177199,1347,1625,725,"Kcnq3",19.979953,23.950421,20.320551,3349,3819,6447,21.416975,0.453995197835569
"KCNQ4",1.119415,1.122757,1.505867,1.24934633333333,39,49,40,"Kcnq4",0.995894,1.356532,1.133325,51,70,115,1.161917,1.04044065213111
"KCNQ5",0.710634,2.942447,2.364647,2.00590933333333,60,199,141,"Kcnq5",13.902364,17.269866,14.221748,1241,1539,2452,15.131326,0.186339878899809
"KCNRG",0.839045,1.110744,0.807182,0.918990333333333,15,19,9,"Kcnrg",0.444213,0.218745,0.255847,10,5,11,0.306268333333333,1.4690628903454
"KCNS1",0.637547,1.017516,1.127826,0.927629666666667,37,67,48,"Kcns1",4.179975,4.661527,3.72141,132,158,255,4.18763733333333,0.371581423836362
"KCNS2",0.64128,1.173793,0.979682,0.931585,42,88,46,"Kcns2",7.227779,7.430729,5.642311,510,523,766,6.76693966666667,0.248693189711486
"KCNS3",0.916601,1.883905,1.939019,1.57984166666667,23,29,42,"Kcns3",1.99112,2.583475,1.575951,62,78,93,2.050182,0.84579925613182
"KCNT1",69.258174,105.49728,117.783089,97.5128476666667,591,678,611,"Kcnt1",45.851838,35.015725,41.62258,1471,1556,3377,40.8300476666667,2.35507376065385
"KCNT2",5.258108,3.468766,4.416565,4.38114633333333,333,234,204,"Kcnt2",7.21797,7.428306,5.807112,428,395,709,6.817796,0.68832012671261
"KCNU1",0,0,0.397729,0.132576333333333,0,0,1,"Kcnu1",2.493948,2.389206,2.339473,37,36,57,2.40754233333333,0.332373371345741
"KCNV1",0.383366,0.700299,0.477153,0.520272666666667,28,68,31,"Kcnv1",17.697415,20.054702,17.381709,1037,1111,1860,18.377942,0.0784537731956606
"KCNV2",0.151588,0.100583,0.107483,0.119884666666667,4,3,2,"Kcnv2",0,0,0.036343,0,0,5,0.0121143333333333,1.1064803943428
"KCP",0.213615,0.24902,0.133497,0.198710666666667,3,7,2,"Kcp",1.275943,0.923703,1.014597,20,15,49,1.07141433333333,0.578691885721238
"KCTD1",12.142375,12.532189,15.721348,13.465304,182,235,178,"Kctd1",33.626316,35.08881,41.918917,787,814,1625,36.8780143333333,0.381891824442082
"KCTD10",35.27857,34.235993,47.369944,38.9615023333333,1046,987,926,"Kctd10",13.760763,16.555183,13.652112,552,559,989,14.6560193333333,2.55246889279518
"KCTD11",3.096292,2.818558,4.890447,3.60176566666667,114,117,127,"Kctd11",0.623205,0.469735,0.482434,24,17,34,0.525124666666667,3.01730459630185
"KCTD12",6.251416,6.663997,13.485115,8.800176,496,575,761,"Kctd12",15.814526,13.355573,12.744984,1093,1058,1999,13.9716943333333,0.654580288764022
"KCTD13",50.841292,66.216538,35.339303,50.7990443333333,391,394,282,"Kctd13",73.244324,80.126314,65.316825,680,828,1591,72.895821,0.700973933740222
"KCTD14",0.537246,0.22679,0.791326,0.518454,11,5,8,"Kctd14",0.769693,1.204727,1.087445,21,30,61,1.02062166666667,0.75147862910177
"KCTD15",37.560814,27.935405,40.776613,35.4242773333333,363,359,325,"Kctd15",3.687872,4.159968,23.250576,96,102,157,10.3661386666667,3.20463073709934
"KCTD16",3.766855,3.174185,4.291068,3.744036,720,648,584,"Kctd16",12.107969,14.30789,14.560321,312,357,741,13.6587266666667,0.323632202706101
"KCTD17",24.784534,26.548072,29.292299,26.8749683333333,270,372,242,"Kctd17",111.757105,119.36958,114.223017,1215,1399,2554,115.116567333333,0.240060216844968
"KCTD18",1.856604,4.539018,2.819446,3.07168933333333,60,114,56,"Kctd18",8.119132,5.071179,9.439222,147,136,280,7.54317766666667,0.476601270885427
"KCTD19",0.255608,0.997819,0.345298,0.532908333333333,9,11,16,"Kctd19",0,0.339398,0,0,1,0,0.113132666666667,1.37711198245911
"KCTD2",31.91416,35.541791,38.684738,35.3802296666667,1190,1303,941,"Kctd2",24.004844,26.287614,24.662251,484,520,977,24.984903,1.40005254846118
"KCTD20",19.358376,20.945443,21.642696,20.6488383333333,1277,1412,1008,"Kctd20",23.351124,26.687165,26.828042,737,734,1400,25.6221103333333,0.813190166454497
"KCTD21",8.184454,9.36192,9.043474,8.86328266666667,305,314,240,"Kctd21",4.373246,4.802756,4.065336,178,191,315,4.41377933333333,1.82188487180059
"KCTD3",27.550699,27.783006,37.843046,31.058917,656,728,633,"Kctd3",34.432937,33.971334,31.534698,830,806,1552,33.3129896666667,0.934308473596622
"KCTD4",0.437261,0.856963,1.101951,0.798725,10,21,18,"Kctd4",4.506326,3.923221,3.655832,251,209,379,4.02845966666667,0.35770894453497
"KCTD5",8.788711,10.724997,14.134922,11.21621,263,308,265,"Kctd5",6.915163,7.415944,7.281105,205,195,412,7.20407066666667,1.48904251271686
"KCTD6",12.421511,17.028371,20.706259,16.7187136666667,179,214,194,"Kctd6",14.984293,12.383158,13.604332,331,270,607,13.657261,1.20886935605954
"KCTD7",31.223405,32.672974,39.10319,34.3331896666667,1131,1366,1114,"Kctd7",2.370746,3.645801,2.497097,141,153,256,2.83788133333333,9.20643099612946
"KCTD8",15.019943,18.022655,22.993558,18.6787186666667,281,394,258,"Kctd8",2.000734,2.854469,2.709,68,98,186,2.521401,5.58832086055143
"KCTD9",6.119629,5.879001,5.152268,5.716966,187,177,127,"Kctd9",6.187718,6.531851,8.097108,161,150,265,6.93889233333333,0.846083523742628
"KDELR1",53.869379,52.043062,52.847202,52.919881,789,820,531,"Kdelr1",35.759956,41.901972,34.159732,461,532,889,37.2738866666667,1.40879031883009
"KDELR2",56.02482,41.701254,40.591894,46.1059893333333,1367,1318,915,"Kdelr2",7.445096,10.378878,8.365571,175,237,372,8.72984833333333,4.84138988805752
"KDELR3",1.380809,2.039691,1.509433,1.643311,24,42,22,"Kdelr3",0.34733,0.176781,0.271628,6,3,9,0.265246333333333,2.08916708972877
"KDF1",0,0.039924,0,0.013308,0,1,0,"Kdf1",0.127416,0,0.023941,1,0,1,0.0504523333333333,0.96463967744689
"KDM1A",64.520213,65.404871,80.005899,69.9769943333333,1936,1997,1578,"Kdm1a",26.2463,29.018595,25.674958,595,670,1122,26.979951,2.53670902902344
"KDM1B",7.856457,10.571703,10.160813,9.52965766666667,409,465,286,"Kdm1b",3.883427,4.448938,3.871249,113,120,224,4.06787133333333,2.07772790074781
"KDM2A",23.839712,24.029693,25.455076,24.4414936666667,1079,1317,859,"Kdm2a",21.363246,20.842978,19.974482,1062,1005,1910,20.726902,1.1709673871897
"KDM2B",14.616048,13.456075,20.355003,16.1423753333333,425,501,423,"Kdm2b",10.826451,10.135575,10.615941,214,173,356,10.525989,1.48728020938883
"KDM3A",23.003171,27.635633,27.65258,26.097128,572,632,551,"Kdm3a",17.994239,18.758595,25.309719,593,603,1153,20.6875176666667,1.24943427903913
"KDM3B",19.949181,18.295865,21.022046,19.7556973333333,1028,1202,995,"Kdm3b",8.38265,7.851551,19.781691,654,627,1232,12.0052973333333,1.59594177675087
"KDM4A",22.796934,26.8077,36.549518,28.7180506666667,938,985,885,"Kdm4a",9.579152,9.836968,9.60396,569,568,1031,9.67336,2.78432008914406
"KDM4B",22.775726,24.386466,22.625023,23.262405,852,1066,782,"Kdm4b",31.351121,42.499292,49.922822,648,678,1311,41.257745,0.574152856476369
"KDM4C",9.243202,8.871189,4.861043,7.658478,246,255,155,"Kdm4c",5.371294,8.602859,7.873391,308,331,567,7.28251466666667,1.04539241383374
"KDM4D",0.434922,0.493152,0.66225,0.530108,16,20,14,"Kdm4d",0.328634,0.499973,0.266858,12,17,16,0.365155,1.12083096791207
"KDM5A",5.471553,11.809607,11.247994,9.509718,224,293,192,"Kdm5a",13.044448,13.38145,15.93975,681,699,1326,14.1218826666667,0.69500063131469
"KDM5B",36.402752,46.276624,45.221294,42.6335566666667,2071,2008,1780,"Kdm5b",15.513234,13.601062,14.320661,809,794,1453,14.478319,2.81901133234602
"KDM5C",89.290785,71.999576,75.056911,78.782424,1459,1512,1230,"Kdm5c",17.744637,12.460832,14.779234,638,589,1176,14.994901,4.987991110417
"KDM5D",9.31819,8.473364,12.604411,10.1319883333333,461,443,343,"Kdm5d",5.116314,4.572556,4.509339,374,321,685,4.73273633333333,1.94182807058572
"KDM6A",7.985926,4.490125,7.13815,6.538067,254,266,217,"Kdm6a",8.72511,9.63469,9.871023,352,374,711,9.41027433333333,0.724098785357017
"KDM6B",18.405879,13.478682,49.373286,27.085949,505,578,538,"Kdm6b",4.086299,3.273462,4.404041,266,226,537,3.92126733333333,5.7070561498996
"KDM7A",1.780432,1.350893,1.914708,1.682011,201,164,154,"Kdm7a",9.075833,7.337459,7.64112,1179,959,1903,8.01813733333333,0.297401880329168
"KDM8",4.439151,3.808031,4.994643,4.41394166666667,47,50,50,"Kdm8",1.516902,1.16654,1.000445,36,24,51,1.22796233333333,2.42999694638763
"KDR",0.040932,0.075327,0.153711,0.08999,3,6,8,"Kdr",2.200868,2.010458,1.549967,185,166,250,1.920431,0.373229156929234
"KDSR",11.185438,14.912381,12.382661,12.8268266666667,358,396,244,"Kdsr",4.312041,4.443692,5.203536,339,336,604,4.65308966666667,2.44588844012086
"KEAP1",48.592253,45.391197,54.280684,49.421378,402,472,333,"Keap1",18.578781,15.163638,13.594222,573,637,1135,15.7788803333333,3.00505021779264
"KEL",1.457637,0.711492,0.269904,0.813011,7,8,3,"Kel",0,0,0,0,0,0,0,1.813011
"KERA",0,0.069617,0.051914,0.0405103333333333,0,2,1,"Kera",0.033131,0,0.017398,1,0,1,0.016843,1.02327530733194
"KHDC1",4.667985,5.370804,5.828773,5.28918733333333,67,73,54,"Khdc1c",0,0,0.082845,0,0,4,0.027615,6.12017860125955
"KHDC1",4.667985,5.370804,5.828773,5.28918733333333,67,73,54,"Khdc1b",0,0,0.035619,0,0,2,0.011873,6.2153919843037
"KHDC1",4.667985,5.370804,5.828773,5.28918733333333,67,73,54,"Khdc1a",0,0,0,0,0,0,0,6.28918733333333
"KHDC1L",0.384066,0.296097,0.821933,0.500698666666667,2,2,3,"Khdc1a",0,0,0,0,0,0,0,1.50069866666667
"KHDC1L",0.384066,0.296097,0.821933,0.500698666666667,2,2,3,"Khdc1c",0,0,0.082845,0,0,4,0.027615,1.46037053436031
"KHDC1L",0.384066,0.296097,0.821933,0.500698666666667,2,2,3,"Khdc1b",0,0,0.035619,0,0,2,0.011873,1.48308993981129
"KHDC3L",0,0,0,0,0,0,0,"Khdc3",0.182547,0,0.361489,1,0,7,0.181345333333333,0.846492529985587
"KHDC4",17.637339,22.319983,20.56534,20.1742206666667,537,695,444,"Khdc4",16.773939,18.045441,18.204276,546,519,1154,17.674552,1.13385427755732
"KHDRBS1",56.47842,53.098444,67.672797,59.0832203333333,1713,1803,1449,"Khdrbs1",28.829802,29.452698,26.899577,1383,1382,2474,28.3940256666667,2.04406232119028
"KHDRBS2",3.536304,3.723617,4.35718,3.872367,97,111,86,"Khdrbs2",18.977034,22.403057,16.538219,85,75,154,19.3061033333333,0.239945937436544
"KHDRBS3",52.321631,49.308776,70.914233,57.51488,237,226,183,"Khdrbs3",135.240081,123.744032,111.312017,1300,1121,2021,123.432043333333,0.470255718964994
"KHK",7.353213,8.652594,11.086586,9.03079766666667,128,164,141,"Khk",8.000742,6.899566,6.177447,61,45,91,7.02591833333333,1.24980061471678
"KHNYN",8.539415,7.164545,7.586273,7.763411,424,422,295,"Khnyn",2.734733,2.472389,2.573238,209,190,379,2.59345333333333,2.43871568296421
"KHSRP",91.425282,101.12759,120.746199,104.433023666667,1063,1229,939,"Khsrp",17.846218,18.138052,20.23754,710,773,1558,18.7406033333333,5.34092205219665
"KIAA0232",13.447573,33.90825,21.306904,22.8875756666667,1361,1419,1137,"D5Ertd579e",24.688053,28.162753,23.950001,1861,1886,3362,25.600269,0.898020078919753
"KIAA0319",2.517321,3.009844,3.001279,2.84281466666667,210,265,177,"D130043K22Rik",19.756199,13.687284,13.636928,438,517,1002,15.6934703333333,0.230198669895101
"KIAA0319L",61.259408,79.797809,94.426989,78.4947353333333,1091,1379,894,"AU040320",29.713103,52.537259,31.321188,648,748,1322,37.8571833333333,2.04581826354715
"KIAA1210",0.028284,0.017423,0.040009,0.028572,3,2,3,"Gm14569",0.382286,0.473158,0.48316,8,4,8,0.446201333333333,0.711223241392854
"KIAA1217",2.337517,1.856807,2.597799,2.264041,137,155,64,"Etl4",36.54392,56.404189,55.455778,1307,1463,2535,49.4679623333333,0.0646755059861838
"KIAA1328",5.361279,4.579882,5.747952,5.22970433333333,143,155,124,"AW554918",2.303948,2.717612,2.289117,163,193,302,2.43689233333333,1.81259804763548
"KIAA1522",13.919121,14.717635,16.986989,15.207915,710,963,653,"C77080",3.222025,3.736596,3.612801,218,205,376,3.52380733333333,3.5828039979893
"KIAA1549",10.49813,9.512325,9.544153,9.851536,1801,1784,1162,"D630045J12Rik",6.214774,5.61567,6.289245,840,754,1594,6.03989633333333,1.5414340618368
"KIAA1549L",4.583972,4.535771,5.796032,4.971925,703,765,648,"D430041D05Rik",18.154858,19.11441,18.157325,2686,2850,5223,18.475531,0.306637338925444
"KIAA1614",0.337937,1.320821,0.467979,0.708912333333333,42,62,32,"BC034090",3.694412,4.82916,3.993357,98,92,173,4.17230966666667,0.330396369023793
"KIAA1755",0.037915,0.260272,20.46853,6.922239,1,13,13,"D630003M21Rik",1.325608,1.289366,1.198933,73,69,128,1.27130233333333,3.48797202544737
"KIAA1958",1.123722,1.04984,1.421965,1.198509,178,174,159,"E130308A19Rik",2.678674,3.479255,2.623168,154,144,271,2.92703233333333,0.559839800996461
"KIAA2012",0.2836,0.194902,0.408422,0.295641333333333,18,13,17,"Gm973",8.984084,9.788116,5.643808,69,59,111,8.13866933333333,0.141775710015842
"KIDINS220",113.842558,99.714606,112.335412,108.630858666667,10945,10367,7621,"Kidins220",115.185085,100.030754,105.338895,4315,4122,7747,106.851578,1.01649749312585
"KIF11",0.210764,0.305397,0.725009,0.413723333333333,14,22,35,"Kif11",0.57077,0.620278,0.420117,38,41,53,0.537055,0.919761058214139
"KIF12",1.0618,1.231563,0.703269,0.998877333333333,6,9,4,"Kif12",0,0,0,0,0,0,0,1.99887733333333
"KIF13A",3.629795,7.388034,4.781319,5.26638266666667,215,343,248,"Kif13a",13.415678,9.083747,10.165475,374,406,748,10.8883,0.527105024828333
"KIF13B",2.399213,2.019201,4.387842,2.93541866666667,236,259,314,"Kif13b",6.008736,5.186401,6.959808,661,621,1312,6.05164833333333,0.558084930024635
"KIF14",0.031951,0.112218,0.135095,0.093088,3,11,9,"Kif14",0.128536,0.05799,0.053835,12,6,13,0.0801203333333333,1.0120057610865
"KIF15",0.313769,0.414293,0.403215,0.377092333333333,9,13,18,"Kif15",2.486592,2.170727,2.775966,22,15,50,2.47776166666667,0.395970875903419
"KIF17",6.488669,3.976264,1.354223,3.93971866666667,78,99,30,"Kif17",8.578247,7.521869,7.626809,344,295,591,7.908975,0.554465431395493
"KIF18A",0.230106,0.315532,0.450708,0.332115333333333,7,11,12,"Kif18a",0.300295,0.436099,0.341123,15,24,31,0.359172333333333,0.98009303210753
"KIF18B",0.116512,0.051422,0.723647,0.297193666666667,6,3,18,"Kif18b",0.131205,0.088993,0.045735,6,4,4,0.0886443333333333,1.19156792255077
"KIF19",0.0969,0.201556,0.32467,0.207708666666667,2,7,4,"Kif19a",1.62312,1.057369,2.810306,38,28,75,1.830265,0.426712221882639
"KIF1A",10274.472436,11593.563746,10574.697904,10814.2446953333,31123,37412,24089,"Kif1a",172.569746,207.248765,201.036481,13444,14070,25886,193.618330666667,55.5715623409451
"KIF1B",71.706485,72.123077,78.877432,74.2356646666667,10077,10931,7908,"Kif1b",119.474976,141.654923,126.623311,11168,11987,21253,129.25107,0.577620319485027
"KIF1C",9.410556,10.246985,13.378437,11.0119926666667,381,474,329,"Kif1c",16.83781,15.62861,16.482368,1234,1130,2332,16.3162626666667,0.693682747709148
"KIF20A",0.204639,0.128387,1.439071,0.590699,2,2,15,"Kif20a",0.751844,0.824299,0.719557,20,22,34,0.765233333333333,0.901126763222992
"KIF20B",0.543395,0.502289,0.968534,0.671406,25,37,30,"Kif20b",0.76658,0.269578,0.585527,10,5,24,0.540561666666667,1.0849328762129
"KIF21A",99.268164,101.616797,130.202037,110.362332666667,5578,6047,5204,"Kif21a",45.584187,49.93172,44.556656,2525,2378,4449,46.6908543333333,2.33508781135066
"KIF21B",38.180545,38.697279,38.196416,38.35808,4822,5283,3471,"Kif21b",15.533572,10.490506,13.008706,1198,1089,2157,13.010928,2.80909872636559
"KIF22",13.910958,11.438279,17.163482,14.1709063333333,180,215,222,"Kif22",12.227182,5.447504,8.248536,57,28,84,8.641074,1.57357015757097
"KIF23",0.582705,1.698961,0.754134,1.01193333333333,13,16,20,"Kif23",2.452792,1.172502,2.408042,26,15,41,2.011112,0.668169544451795
"KIF24",0.064183,0.035283,0.162865,0.0874436666666667,5,3,9,"Kif24",2.765938,1.65142,1.941582,44,28,65,2.11964666666667,0.348579112591811
"KIF26A",4.195795,3.978168,6.038814,4.73759233333333,324,370,317,"Kif26a",1.495675,1.141737,0.94134,81,101,180,1.19291733333333,2.61641980120242
"KIF26B",13.448911,12.304381,15.860061,13.8711176666667,2293,2355,1917,"Kif26b",0.908212,0.952763,1.028245,175,177,380,0.963073333333333,7.57542645715392
"KIF27",1.776258,2.171201,2.419305,2.12225466666667,74,74,61,"Kif27",1.512318,2.132205,1.889673,66,67,149,1.844732,1.09755670012735
"KIF2A",169.878703,150.955291,155.492672,158.775555333333,2686,2877,2167,"Kif2a",50.931837,61.373444,68.350788,1090,1151,2003,60.2186896666667,2.6099146552026
"KIF2B",0,0,0,0,0,0,0,"Kif2b",0,0,0,0,0,0,0,1
"KIF2C",0.823388,0.155172,1.489026,0.822528666666667,10,6,23,"Kif2c",0.031315,0.160254,0.573319,1,5,11,0.254962666666667,1.45225727830416
"KIF3A",86.059787,78.220434,62.265391,75.515204,2803,3086,1979,"Kif3a",50.409359,48.037549,43.545482,1451,1391,2476,47.3307966666667,1.58315627461552
"KIF3B",36.819847,34.290863,39.635432,36.9153806666667,3047,3091,2327,"Kif3b",13.255687,13.880834,12.037822,1064,1091,1844,13.0581143333333,2.69704597413646
"KIF3C",235.925537,271.101881,268.080571,258.369329666667,6019,6923,4831,"Kif3c",46.999521,49.61432,44.300738,2774,2802,5102,46.9715263333333,5.40673498409081
"KIF4A",0.206925,0.301089,0.959314,0.489109333333333,12,19,31,"Kif4",0.440636,0.218187,0.460288,11,15,37,0.373037,1.08453693042018
"KIF5A",5248.23752,4981.397875,4857.061514,5028.89896966667,15745,18118,12436,"Kif5a",407.709905,424.371063,407.120502,36316,37011,69404,413.067156666667,12.1475439157225
"KIF5B",32.782263,31.546695,39.39793,34.5756293333333,1351,1530,1130,"Kif5b",73.470078,67.309016,57.393388,3894,3613,6471,66.057494,0.530524289102324
"KIF5C",322.542797,270.972097,338.092786,310.535893333333,22529,21442,16258,"Kif5c",331.546776,328.365094,298.553192,12797,12692,22607,319.488354,0.972066190378117
"KIF6",0.557946,0.623976,0.912766,0.698229333333333,27,44,42,"Kif6",0.743017,0.288058,0.621217,24,13,42,0.550764,1.09509205355124
"KIF7",3.822267,3.511549,7.135275,4.82303033333333,153,189,144,"Kif7",0.34695,0.376406,0.384371,20,23,46,0.369242333333333,4.25273904521893
"KIF9",7.190552,6.921558,5.835648,6.64925266666667,60,62,39,"Kif9",2.180503,1.468193,1.427294,52,54,102,1.69199666666667,2.84147924898372
"KIFAP3",92.083947,99.088204,98.132127,96.4347593333333,3486,4026,2620,"Kifap3",65.716432,73.003949,62.675702,3631,3974,6655,67.1320276666667,1.43008747383872
"KIFBP",31.594959,31.82016,33.949063,32.4547273333333,780,907,670,"Kifbp",56.797246,62.482599,62.74908,1348,1524,2749,60.6763083333333,0.54242428312222
"KIFC1",0.496385,0.213611,1.480315,0.730103666666667,7,3,15,"Kifc5b",1.013798,0.659027,0.562462,30,11,30,0.745095666666667,0.991409066971877
"KIFC1",0.496385,0.213611,1.480315,0.730103666666667,7,3,15,"Kifc1",0.454333,1.710472,1.309826,12,16,25,1.15821033333333,0.801638116519691
"KIFC2",70.702035,94.127293,140.894703,101.908010333333,1208,1531,1254,"Kifc2",137.731089,128.63011,143.130923,4018,4297,8549,136.497374,0.748436187103714
"KIFC3",23.958443,31.387751,37.368169,30.9047876666667,373,489,338,"Kifc3",18.069882,18.059378,15.436263,395,440,844,17.1885076666667,1.7541179436693
"KIN",5.89538,7.310407,9.154496,7.45342766666667,145,167,128,"Kin",6.671829,6.054918,4.533593,91,80,136,5.75344666666667,1.25172050419687
"KIR2DL1",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR2DL1",0,0,0,0,0,0,0,"Kir3dl2",0.045195,0.046259,0.047485,1,1,2,0.046313,0.955736954429506
"KIR2DL3",0,0,0,0,0,0,0,"Kir3dl2",0.045195,0.046259,0.047485,1,1,2,0.046313,0.955736954429506
"KIR2DL3",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
"KIR2DL4",0,0,0,0,0,0,0,"Kir3dl2",0.045195,0.046259,0.047485,1,1,2,0.046313,0.955736954429506
"KIR2DL4",0,0,0,0,0,0,0,"Kir3dl1",0,0,0,0,0,0,0,1
